skipped special files,0
skipped duplicate hardlinks,0
skipped snapshot dirs,0
total capacity used,11.20 TB
total user data,26.93 TB
percent overhead,-1.405051

histogram,file size
count,13997,items
average,2065534.558968,KB
min,0,KB
max,30721032,KB
bucket min,bucket max,count,val count
0,2,10,3.711914
2,4,1,2.968750
8,16,2,27.419922
32,64,1,46.892578
128,256,4,693.883789
256,512,1,285.000000
512,1024,6,5347.500000
1024,2048,15,22830.500000
2048,4096,966,2467143.000000
4096,8192,93,530902.500000
8192,16384,785,8156348.500000
16384,32768,326,7912837.500000
32768,65536,277,13774780.500000
65536,131072,2017,197650744.500000
131072,262144,3798,721673668.000000
262144,524288,260,123241634.500000
524288,1048576,1148,1144595149.000000
1048576,2097152,2227,4539943320.000000
2097152,4194304,202,810282576.000000
4194304,8388608,176,945327488.000000
8388608,16777216,1411,14599581720.000000
16777216,33554432,271,5796119672.000000

histogram,capacity used
count,13997,items
average,858831.658963,KB
min,0,KB
max,16105569,KB
bucket min,bucket max,count,val count
0,2,10,13.000000
2,4,2,6.000000
4,8,1,6.500000
8,16,1,9.000000
16,32,1,30.000000
64,128,3,340.500000
128,256,14,2949.500000
256,512,378,166387.500000
512,1024,149,112481.500000
1024,2048,1052,1477230.500000
2048,4096,316,971575.500000
4096,8192,453,2276161.500000
8192,16384,182,2392906.500000
16384,32768,547,13894861.000000
32768,65536,1508,72449454.500000
65536,131072,3809,373345281.000000
131072,262144,622,100122096.500000
262144,524288,651,269048415.000000
524288,1048576,1711,1250079748.000000
1048576,2097152,1075,1684578227.000000
2097152,4194304,645,2228815663.500000
4194304,8388608,751,4691916757.500000
8388608,16777216,116,1329416129.000000

histogram,directory size (entries)
count,773,items
average,19.106080,ents
min,0,ents
max,2252,ents
bucket min,bucket max,count,val count
0,1,497,494
2,3,67,162
4,7,46,229
8,15,46,532
16,31,44,928
32,63,23,903
64,127,27,2054
128,255,15,2367
256,511,3,1046
512,1023,2,1442
1024,2047,2,2360
2048,4095,1,2252

histogram,directory size
count,773,items
average,0.020611,KB
min,0,KB
max,2,KB
bucket min,bucket max,count,val count
0,2,772,13.731445
2,4,1,2.201172

histogram,filename length
count,14770,items
average,21.657346,chars
min,3,chars
max,34,chars
bucket min,bucket max,count,val count
0,7,613,3920
8,15,2285,26418
16,23,3449,67072
24,31,8216,215461
32,39,207,7008

histogram,mtime (files)
count,13997,items
average,50.401108,days
min,0,days
max,646,days
bucket min,bucket max,count,val count
0,2,1061,1234.981551
2,4,844,2762.212350
4,8,1342,8320.899792
8,16,2690,30333.391690
16,32,3008,59089.698021
32,64,1094,51119.610637
64,128,1703,171464.551597
128,256,2117,305463.585868
256,512,66,29111.891597
512,1024,72,46563.480000

histogram,mtime (KB)
count,28911287221,items
average,33.825559,days
min,0,days
max,646,days
bucket min,bucket max,count,val count
0,2,4853604183,5784387631.630520
2,4,2686951160,8848436948.670422
4,8,5413805808,33775616486.049637
8,16,10370625766,115319687558.121155
16,32,3360255372,68765390533.347595
32,64,410124925,18751125971.983677
64,128,320487847,31909801242.599464
128,256,358649742,51851364899.901199
256,512,448580112,197863873587.683868
512,1024,688202304,445070753031.360291

histogram,ctime (files)
count,13997,items
average,43.659088,days
min,0,days
max,153,days
bucket min,bucket max,count,val count
