skipped special files,6216
skipped duplicate hardlinks,93156
skipped snapshot dirs,0
total capacity used,4.28 TB
total user data,4.27 TB
percent overhead,0.002303

histogram,file size
count,367111,items
average,12495.375093,KB
min,0,KB
max,43299876,KB
bucket min,bucket max,count,val count
0,2,32013,18585.302734
2,4,7922,22793.759766
4,8,8458,48733.339844
8,16,11390,134597.416016
16,32,31635,666017.639648
32,64,21818,948209.047852
64,128,42137,4128317.485352
128,256,75893,14697322.588867
256,512,75033,28747440.737305
512,1024,15816,9683877.107422
1024,2048,3024,4379144.181641
2048,4096,1239,3513927.311523
4096,8192,12731,68638211.951172
8192,16384,3630,42453738.958008
16384,32768,5619,136517566.838867
32768,65536,7688,406702669.431641
65536,131072,3603,269086778.126953
131072,262144,6345,1221334390.185547
262144,524288,293,110422950.406250
524288,1048576,245,196776866.749023
1048576,2097152,274,377706978.415039
2097152,4194304,174,459143333.111328
4194304,8388608,84,469714153.887695
8388608,16777216,32,371164357.410156
16777216,33554432,11,217734754.886719
33554432,67108864,4,172803929.495117

histogram,capacity used
count,367111,items
average,12524.162806,KB
min,0,KB
max,43384956,KB
bucket min,bucket max,count,val count
0,2,3150,0.000000
4,8,36791,147164.000000
8,16,14946,145528.000000
16,32,34521,740728.000000
32,64,21918,1016104.000000
64,128,43409,4444316.000000
128,256,70352,13616356.000000
256,512,81130,30800536.000000
512,1024,15882,9800560.000000
1024,2048,3039,4410372.000000
2048,4096,1227,3474852.000000
4096,8192,12741,68844192.000000
8192,16384,3630,42528532.000000
16384,32768,5349,127920680.000000
32768,65536,7953,415995836.000000
65536,131072,3609,269854948.000000
131072,262144,6345,1223511676.000000
262144,524288,295,111105612.000000
524288,1048576,242,193921012.000000
1048576,2097152,277,381595028.000000
2097152,4194304,173,455846116.000000
4194304,8388608,85,474837816.000000
8388608,16777216,32,371893872.000000
16777216,33554432,11,218162624.000000
33554432,67108864,4,173143472.000000

histogram,directory size (entries)
count,7547,items
average,62.810256,ents
min,0,ents
max,14300,ents
bucket min,bucket max,count,val count
0,1,1441,837
2,3,2110,5920
4,7,1265,6443
8,15,428,4400
16,31,868,20363
32,63,515,24269
64,127,318,27363
128,255,367,75469
256,511,133,49879
512,1023,61,41205
1024,2047,11,14893
2048,4095,12,34035
4096,8191,9,65457
8192,16383,9,103496

histogram,directory size
count,7547,items
average,9.167086,KB
min,8,KB
max,448,KB
bucket min,bucket max,count,val count
8,16,7312,58496.000000
16,32,178,3208.000000
32,64,25,896.000000
64,128,12,992.000000
128,256,11,2328.000000
256,512,9,3264.000000

histogram,filename length
count,474030,items
average,46.506223,chars
min,1,chars
max,133,chars
bucket min,bucket max,count,val count
0,7,4156,20375
8,15,39709,482326
16,23,63962,1322696
24,31,40279,1127920
32,39,44034,1513271
40,47,29580,1244183
48,55,23102,1201372
56,63,102998,6270608
64,71,104786,7098278
72,79,13164,1001808
80,87,3985,330910
88,95,2599,244414
96,103,951,97924
104,111,2,212
112,119,193,22172
120,127,362,44699
127,-1,168,22177.000000

histogram,mtime (files)
count,367111,items
average,172.256605,days
min,0,days
max,3819,days
bucket min,bucket max,count,val count
0,2,1096,532.000613
2,4,6588,23978.333877
4,8,1121,7075.535799
8,16,2633,28144.251516
16,32,7909,196658.440509
32,64,49313,2681093.169236
64,128,33433,3042640.797431
128,256,163558,27146185.202270
256,512,100716,29548202.810787
512,1024,640,392364.041632
1024,2048,85,121652.667639
2048,4096,19,48767.331146

histogram,mtime (KB)
count,4587189645,items
average,140.563551,days
min,0,days
max,3819,days
bucket min,bucket max,count,val count
0,2,6904989,7141737.907218
2,4,2481632,8404883.130388
4,8,57956136,364655870.092223
8,16,358113465,3933223057.351163
16,32,240003725,5531934270.162353
32,64,351622467,14799272095.633301
64,128,1188751630,111686733438.348511
128,256,1892767337,344804723621.794373
256,512,484093361,160812389603.729523
512,1024,4409754,2711277886.802706
1024,2048,69015,93837861.905132
2048,4096,16130,38072485.872804

histogram,ctime (files)
count,367111,items
average,128.338225,days
min,0,days
max,230,days
bucket min,bucket max,count,val count
0,2,32303,34656.344178
2,4,7274,26072.551319
4,8,1109,7065.514780
8,16,6214,77755.920336
16,32,19546,480551.113773
32,64,48304,2643015.112454
64,128,31079,2736380.294664
128,256,221282,41108877.160557

histogram,ctime (KB)
count,4587189645,items
average,65.360928,days
min,0,days
max,230,days
bucket min,bucket max,count,val count
0,2,2020713768,2208388579.583061
2,4,1810541,6466888.523672
4,8,52832833,337203217.559085
8,16,274988406,2993235686.580079
16,32,250482979,6181542134.173719
32,64,250739193,11327586154.353079
64,128,465357241,44518813742.411751
128,256,1270264682,232249735223.220093

histogram,atime (files)
count,367111,items
average,134.656887,days
min,0,days
max,3791,days
bucket min,bucket max,count,val count
0,2,3928,3358.358102
2,4,8493,30968.233715
4,8,2552,16056.952141
8,16,8302,91282.580764
16,32,10317,262373.505590
32,64,52028,2825444.586134
64,128,46114,4325107.181470
128,256,202970,32945010.935983
256,512,32306,8801569.368588
512,1024,40,34584.564687
1024,2048,48,67456.094931
2048,4096,13,30811.920984

histogram,atime (KB)
count,4587189645,items
average,87.860553,days
min,0,days
max,3791,days
bucket min,bucket max,count,val count
0,2,122339950,104674986.965855
2,4,37249596,126698617.893542
4,8,88463758,570579385.329527
8,16,927915419,9999698078.266912
16,32,293894067,7234834888.126958
32,64,428625694,19172481698.903278
64,128,1632612561,157298680833.567535
128,256,907248716,168080500768.385986
256,512,148835515,40440452728.768059
512,1024,2073,1688120.307035
1024,2048,2279,2702716.031444
2048,4096,12,28343.549984

-------------------------------------------------------
stats for user 1255
histogram,file size
count,35414,items
average,64212.420003,KB
min,0,KB
max,43299876,KB
bucket min,bucket max,count,val count
0,2,6261,1486.386719
2,4,739,2180.217773
4,8,994,5554.450195
8,16,3094,35288.885742
16,32,3605,69906.769531
32,64,593,26889.812500
64,128,2301,240709.625977
128,256,330,65088.660156
256,512,290,134284.659180
512,1024,681,518464.114258
1024,2048,1540,2252131.278320
2048,4096,85,265223.583984
4096,8192,4934,25848674.093750
8192,16384,480,4963095.637695
16384,32768,588,14652075.930664
32768,65536,1347,75054169.291016
65536,131072,1490,103339805.904297
131072,262144,5790,1122707323.240234
262144,524288,93,34351414.475586
524288,1048576,50,35746563.285156
1048576,2097152,29,39824379.656250
2097152,4194304,35,98297591.808594
4194304,8388608,38,220533146.980469
8388608,16777216,17,204384747.723633
16777216,33554432,6,117894516.001953
33554432,67108864,4,172803929.495117

histogram,capacity used
count,35414,items
average,64342.862484,KB
min,0,KB
max,43384956,KB
bucket min,bucket max,count,val count
0,2,582,0.000000
4,8,6418,25672.000000
8,16,3204,34472.000000
16,32,4320,86536.000000
32,64,683,30548.000000
64,128,2371,258052.000000
128,256,339,67936.000000
256,512,279,130192.000000
512,1024,681,516860.000000
1024,2048,1551,2272500.000000
2048,4096,82,253784.000000
4096,8192,4936,25922120.000000
8192,16384,481,4983680.000000
16384,32768,490,11469324.000000
32768,65536,1444,78361772.000000
65536,131072,1490,103491056.000000
131072,262144,5790,1124818152.000000
262144,524288,94,34681928.000000
524288,1048576,50,35817036.000000
1048576,2097152,29,39902828.000000
2097152,4194304,35,98490936.000000
4194304,8388608,38,220966640.000000
8388608,16777216,17,204786448.000000
16777216,33554432,6,118126188.000000
33554432,67108864,4,173143472.000000

histogram,directory size (entries)
count,3427,items
average,38.911001,ents
min,0,ents
max,1125,ents
bucket min,bucket max,count,val count
0,1,279,267
2,3,1512,4433
4,7,421,2259
8,15,101,950
16,31,386,9562
32,63,322,14591
64,127,170,14269
128,255,93,18084
256,511,94,35243
512,1023,48,32565
1024,2047,1,1125

histogram,directory size
count,3427,items
