skipped special files,34
skipped duplicate hardlinks,0
skipped snapshot dirs,0
total capacity used,6.83 TB
total user data,6.67 TB
percent overhead,0.022861

histogram,file size
count,1606708,items
average,4458.761378,KB
min,0,KB
max,123527,KB
bucket min,bucket max,count,val count
0,2,841,299.191406
2,4,51,127.482422
4,8,1982,8911.150391
8,16,24128,305545.965820
16,32,325,7281.967773
32,64,236,12021.125000
64,128,878,87236.850586
128,256,4237,944577.389648
256,512,23823,9258223.197266
512,1024,12941,9161563.210938
1024,2048,742219,1447075760.179688
2048,4096,3119,8731139.514648
4096,8192,790757,5674946919.633789
8192,16384,1145,12210734.517578
16384,32768,5,90153.880859
32768,65536,16,660481.225586
65536,131072,5,426599.166016

histogram,capacity used
count,1606708,items
average,4563.052937,KB
min,0,KB
max,123735,KB
bucket min,bucket max,count,val count
0,2,625,688.500000
2,4,216,648.000000
4,8,2030,11322.500000
8,16,24117,337509.500000
16,32,332,7718.000000
32,64,227,11473.000000
64,128,886,87900.000000
128,256,8,1028.000000
256,512,14252,5008818.000000
512,1024,25215,15725427.000000
1024,2048,18421,24543049.000000
2048,4096,728301,1497435673.500000
4096,8192,790907,5774822049.500000
8192,16384,1145,12320775.500000
16384,32768,5,90470.500000
32768,65536,16,661787.500000
65536,131072,5,427320.500000

histogram,directory size (entries)
count,4385,items
average,367.418016,ents
min,1,ents
max,7182,ents
bucket min,bucket max,count,val count
0,1,54,54
2,3,4,8
4,7,17,83
8,15,41,377
16,31,340,8026
32,63,82,3446
64,127,1452,116077
128,255,10,2025
256,511,1695,678671
512,1023,305,240923
1024,2047,369,487080
2048,4095,8,16902
4096,8191,8,57456

histogram,directory size
count,4385,items
average,0.360760,KB
min,0,KB
max,7,KB
bucket min,bucket max,count,val count
0,2,4369,1509.285156
2,4,8,16.521484
4,8,8,56.125000

histogram,filename length
count,1611129,items
average,12.578682,chars
min,4,chars
max,49,chars
bucket min,bucket max,count,val count
0,7,4336,20504
8,15,1515827,18512417
16,23,90817,1728081
24,31,100,2861
32,39,29,1055
40,47,2,82
48,55,18,879

histogram,mtime (files)
count,1606708,items
average,110.774597,days
min,2,days
max,559,days
bucket min,bucket max,count,val count
2,4,23112,78041.644109
4,8,23086,126071.111620
8,16,256999,3459723.663796
16,32,302018,7015526.324028
32,64,186464,9003134.962419
64,128,134059,14772081.481493
128,256,438110,57130784.785035
256,512,242849,86390964.860868
512,1024,11,6101.694502

histogram,mtime (KB)
count,7163927575,items
average,60.909125,days
min,2,days
max,559,days
bucket min,bucket max,count,val count
2,4,165718710,559571514.566963
4,8,165528881,904036887.372093
8,16,1844211258,24827353561.656170
16,32,2167227257,50342600900.725967
32,64,1311913277,63018411824.099716
64,128,262857788,28158612087.982838
128,256,779127691,101573083597.041946
256,512,467342681,166964876549.041809
512,1024,27,14681.075049

histogram,ctime (files)
count,1606708,items
average,110.574707,days
min,2,days
max,359,days
bucket min,bucket max,count,val count
2,4,23154,77969.751736
4,8,23099,125932.271354
8,16,278506,3691381.663113
16,32,280638,6613024.245752
32,64,186545,8947747.872245
64,128,134017,14761409.063646
128,256,437925,57068787.612743
256,512,242824,86375013.460649

histogram,ctime (KB)
count,7163927575,items
average,60.665162,days
min,2,days
max,359,days
bucket min,bucket max,count,val count
2,4,165718771,557881304.431445
4,8,165528901,902351126.628997
8,16,1998075018,26483926649.673077
16,32,2013363600,47443830424.585701
32,64,1311913380,62593353651.439095
64,128,262857653,28145348837.738472
128,256,779127571,101526941573.689774
256,512,467342679,166947190821.056458

histogram,atime (files)
count,1606708,items
average,107.701662,days
min,0,days
max,359,days
bucket min,bucket max,count,val count
0,2,2,0.059167
2,4,23152,61233.246863
4,8,23419,108102.467836
8,16,372347,4689525.308194
16,32,186477,4645211.520451
32,64,186545,8614962.709282
64,128,514188,61656405.549166
128,256,57754,7542655.545891
256,512,242824,85727025.476041

histogram,atime (KB)
count,7163927575,items
average,58.427546,days
min,0,days
max,359,days
bucket min,bucket max,count,val count
0,2,18148,536.885296
2,4,165700623,437785043.180045
4,8,167825267,774421690.421608
8,16,2671477077,33646526632.410728
16,32,1337665176,33322769936.624935
32,64,1311913380,60206604435.250740
64,128,1010190638,120332400775.703491
128,256,31794585,4176671199.024407
256,512,467342679,165673530011.523560

-------------------------------------------------------
stats for user 213
histogram,file size
count,1606708,items
average,4458.761378,KB
min,0,KB
max,123527,KB
bucket min,bucket max,count,val count
0,2,841,299.191406
2,4,51,127.482422
4,8,1982,8911.150391
8,16,24128,305545.965820
16,32,325,7281.967773
32,64,236,12021.125000
64,128,878,87236.850586
128,256,4237,944577.389648
256,512,23823,9258223.197266
512,1024,12941,9161563.210938
1024,2048,742219,1447075760.179688
2048,4096,3119,8731139.514648
4096,8192,790757,5674946919.633789
8192,16384,1145,12210734.517578
16384,32768,5,90153.880859
32768,65536,16,660481.225586
65536,131072,5,426599.166016

histogram,capacity used
count,1606708,items
average,4563.052937,KB
min,0,KB
max,123735,KB
bucket min,bucket max,count,val count
0,2,625,688.500000
2,4,216,648.000000
4,8,2030,11322.500000
8,16,24117,337509.500000
16,32,332,7718.000000
32,64,227,11473.000000
64,128,886,87900.000000
128,256,8,1028.000000
256,512,14252,5008818.000000
512,1024,25215,15725427.000000
1024,2048,18421,24543049.000000
2048,4096,728301,1497435673.500000
4096,8192,790907,5774822049.500000
8192,16384,1145,12320775.500000
16384,32768,5,90470.500000
32768,65536,16,661787.500000
65536,131072,5,427320.500000

histogram,directory size (entries)
count,4385,items
average,367.418016,ents
min,1,ents
max,7182,ents
bucket min,bucket max,count,val count
0,1,54,54
2,3,4,8
4,7,17,83
8,15,41,377
16,31,340,8026
32,63,82,3446
