skipped special files,83
skipped duplicate hardlinks,0
skipped snapshot dirs,0
total capacity used,1.47 TB
total user data,2.51 TB
percent overhead,-0.708526

histogram,file size
count,1338359,items
average,2016.438167,KB
min,0,KB
max,1223857,KB
bucket min,bucket max,count,val count
0,2,383510,137448.120117
2,4,2552,7969.435547
4,8,6351,30717.649414
8,16,107690,1374522.263672
16,32,108312,1922216.006836
32,64,3159,137923.362305
64,128,31198,3434836.322266
128,256,56686,10120575.681641
256,512,141352,55238401.114258
512,1024,169162,120183245.644531
1024,2048,141169,205731055.924805
2048,4096,69511,200686241.761719
4096,8192,33857,191813103.131836
8192,16384,39201,462456591.911133
16384,32768,34176,814030344.796875
32768,65536,9804,414246054.916016
65536,131072,142,12799304.712891
131072,262144,193,38132140.417969
262144,524288,230,85493119.256836
524288,1048576,89,63536768.050781
1048576,2097152,15,17205588.237305

histogram,capacity used
count,1338359,items
average,1180.128176,KB
min,0,KB
max,602483,KB
bucket min,bucket max,count,val count
0,2,284345,417272.500000
2,4,102256,306768.000000
4,8,107993,687878.000000
8,16,93345,1001906.500000
16,32,23195,495061.500000
32,64,18991,880584.500000
64,128,53834,5124652.500000
128,256,85138,16326592.000000
256,512,176607,66062297.000000
512,1024,152732,113612797.000000
1024,2048,106885,149575701.500000
2048,4096,48371,146109433.000000
4096,8192,37472,216878187.500000
8192,16384,35242,415368616.500000
16384,32768,6801,124882209.000000
32768,65536,4612,213405881.000000
65536,131072,173,17527819.500000
131072,262144,244,44549393.000000
262144,524288,110,38864404.500000
524288,1048576,13,7357710.000000

histogram,directory size (entries)
count,460,items
average,2910.654348,ents
min,0,ents
max,33728,ents
bucket min,bucket max,count,val count
0,1,60,29
2,3,36,102
4,7,5,27
8,15,44,465
16,31,115,2411
32,63,3,134
64,127,26,2400
128,255,3,518
256,511,3,1086
1024,2047,48,77424
2048,4095,31,73663
4096,8191,52,308859
8192,16383,1,11275
16384,32767,25,592368
32768,65535,8,268140

histogram,directory size
count,460,items
average,2.844389,KB
min,0,KB
max,32,KB
bucket min,bucket max,count,val count
0,2,343,83.283203
2,4,31,71.997070
4,8,52,301.721680
8,16,1,11.012695
16,32,25,578.533203
32,64,8,261.871094

histogram,filename length
count,1338902,items
average,18.161213,chars
min,4,chars
max,43,chars
bucket min,bucket max,count,val count
0,7,441,2595
8,15,4246,54242
16,23,1331355,24158826
24,31,809,21474
32,39,945,33840
40,47,1106,45108

histogram,mtime (files)
count,1338359,items
average,335.348800,days
min,205,days
max,559,days
bucket min,bucket max,count,val count
128,256,110694,27450718.044375
256,512,1227528,421290247.993275
512,1024,137,76118.680035

histogram,mtime (KB)
