skipped special files,20412
skipped duplicate hardlinks,457
skipped snapshot dirs,0
total capacity used,12.70 TB
total user data,31.05 TB
percent overhead,-1.446024

histogram,file size
count,2447555,items
average,13622.699245,KB
min,0,KB
max,880010254,KB
8,16,83,933.338867
16,32,74,1595.051758
32,64,92,3694.843750
64,128,40,3370.750000
128,256,30,5194.180664
256,512,18,6692.697266
512,1024,61,42457.363281
1024,2048,39,60161.687500
2048,4096,23,62398.479492
4096,8192,8,47290.628906
8192,16384,40,372512.490234
16384,32768,13,272343.562500
32768,65536,34,1352157.158203
65536,131072,17,1418326.715820
131072,262144,56,9831431.097656
262144,524288,36,13337331.797852
524288,1048576,55,41428247.501953
1048576,2097152,16,27618032.286133
2097152,4194304,7,22223435.429688
4194304,8388608,4,19042434.729492
8388608,16777216,4,42155591.914062
16777216,33554432,1,20579170.974609

histogram,capacity used
count,2044,items
average,50317.225294,KB
min,0,KB
max,10620609,KB
bucket min,bucket max,count,val count
0,2,614,882.000000
2,4,578,1734.000000
4,8,161,767.500000
8,16,91,1004.500000
16,32,108,2575.000000
32,64,39,1538.500000
64,128,19,1864.000000
128,256,17,3277.000000
256,512,39,13773.000000
512,1024,49,37029.000000
1024,2048,32,48510.000000
2048,4096,40,129139.500000
4096,8192,30,165662.000000
8192,16384,12,117489.500000
16384,32768,29,723126.000000
32768,65536,31,1335003.500000
65536,131072,34,3384787.000000
131072,262144,58,11225497.000000
262144,524288,19,6600836.500000
524288,1048576,26,16070581.500000
1048576,2097152,12,16864966.000000
2097152,4194304,2,6332258.000000
4194304,8388608,1,8000663.000000
8388608,16777216,3,31785444.500000

histogram,directory size (entries)
count,114,items
average,14.754386,ents
min,0,ents
max,141,ents
bucket min,bucket max,count,val count
0,1,29,10
2,3,10,27
4,7,30,152
8,15,26,255
16,31,6,155
32,63,5,190
64,127,6,620
128,255,2,273

histogram,directory size
count,114,items
average,0.016362,KB
min,0,KB
max,0,KB
bucket min,bucket max,count,val count
0,2,114,1.865234

histogram,filename length
count,2158,items
average,22.641798,chars
min,1,chars
max,126,chars
bucket min,bucket max,count,val count
0,7,170,595
8,15,672,8103
16,23,560,10775
24,31,267,7278
32,39,184,6499
40,47,132,5779
48,55,111,5633
56,63,23,1351
64,71,20,1354
72,79,17,1284
80,87,1,84
120,127,1,126

histogram,mtime (files)
count,2044,items
average,107.993101,days
min,81,days
max,133,days
bucket min,bucket max,count,val count
64,128,1558,156167.363843
128,256,486,64570.535301

histogram,mtime (KB)
count,199866477,items
average,111.643107,days
min,81,days
max,133,days
bucket min,bucket max,count,val count
64,128,164023956,17540749700.499119
128,256,35842521,4772964786.736192

histogram,ctime (files)
count,2044,items
average,107.947544,days
min,81,days
max,133,days
bucket min,bucket max,count,val count
64,128,1558,156077.712014
128,256,486,64567.068738

histogram,ctime (KB)
count,199866477,items
average,111.071752,days
min,81,days
max,133,days
bucket min,bucket max,count,val count
64,128,164023956,17426670396.546925
128,256,35842521,4772849412.440544

histogram,atime (files)
count,2044,items
average,103.543355,days
min,59,days
max,132,days
bucket min,bucket max,count,val count
32,64,1,59.953472
64,128,2035,210520.367130
128,256,8,1062.297280

histogram,atime (KB)
count,199866477,items
average,103.114653,days
min,59,days
max,132,days
bucket min,bucket max,count,val count
32,64,40,2401.827433
64,128,199866437,20609160099.442780

-------------------------------------------------------
stats for user 4033
histogram,file size
count,828059,items
average,13023.968189,KB
min,0,KB
max,72574713,KB
bucket min,bucket max,count,val count
0,2,56726,37701.546875
2,4,22877,63874.216797
4,8,34818,193700.191406
8,16,89747,1229835.646484
16,32,159984,4186826.689453
32,64,16229,679530.388672
64,128,95603,8183929.968750
128,256,3645,703425.357422
256,512,10284,3782198.763672
512,1024,8768,6387103.789062
1024,2048,301051,585859861.871094
2048,4096,5898,18118858.000000
4096,8192,5160,31497860.238281
8192,16384,4158,47765964.740234
16384,32768,1867,41365135.520508
32768,65536,3335,143410878.134766
65536,131072,1533,141787470.098633
131072,262144,3538,715221202.613281
262144,524288,1368,491717626.859375
524288,1048576,730,515136698.962891
1048576,2097152,476,741482960.944336
2097152,4194304,127,355456849.798828
4194304,8388608,39,206087654.658203
8388608,16777216,5,61998063.306641
16777216,33554432,1,31158448.553711
33554432,67108864,2,112790162.842773
67108864,134217728,90,6518310251.078125

histogram,capacity used
count,828059,items
average,2575.967700,KB
min,0,KB
max,37475306,KB
bucket min,bucket max,count,val count
0,2,32016,39992.000000
2,4,44996,134988.000000
4,8,53456,279679.500000
8,16,167180,1598170.000000
16,32,76939,1471785.000000
32,64,10529,440061.500000
64,128,94360,8050535.500000
128,256,11395,2161642.000000
256,512,11292,4155451.500000
512,1024,4015,2879143.000000
1024,2048,298862,585728217.500000
2048,4096,5966,18219054.500000
4096,8192,4640,26290551.000000
8192,16384,3263,35735809.500000
16384,32768,3380,75602380.500000
32768,65536,1691,79821906.000000
65536,131072,2422,218341789.500000
131072,262144,719,130311886.000000
262144,524288,440,162552615.000000
524288,1048576,335,218328894.000000
1048576,2097152,69,105686633.000000
2097152,4194304,56,173693740.000000
4194304,8388608,30,165830912.000000
8388608,16777216,7,78222094.500000
33554432,67108864,1,37475306.500000

histogram,directory size (entries)
count,5060,items
average,164.745455,ents
min,0,ents
max,11251,ents
bucket min,bucket max,count,val count
0,1,212,140
2,3,556,1400
4,7,1983,8562
8,15,601,6919
16,31,590,13158
32,63,471,20260
64,127,224,20282
128,255,177,30784
256,511,62,19186
512,1023,22,14540
1024,2047,98,175178
2048,4095,13,41747
4096,8191,22,156123
8192,16383,29,325333

histogram,directory size
count,5060,items
average,0.162837,KB
min,0,KB
max,10,KB
bucket min,bucket max,count,val count
0,2,4996,312.891602
2,4,13,40.793945
4,8,22,152.506836
8,16,29,317.764648

histogram,filename length
count,833498,items
average,15.166611,chars
min,1,chars
max,87,chars
bucket min,bucket max,count,val count
0,7,12709,62326
8,15,589445,7296157
16,23,180586,3643466
24,31,34371,959862
32,39,8764,308712
40,47,3849,162272
48,55,1970,101558
56,63,1599,92962
64,71,164,11005
72,79,40,2933
80,87,1,87

histogram,mtime (files)
count,828059,items
average,129.687713,days
min,0,days
max,157,days
bucket min,bucket max,count,val count
0,2,895,1339.110671
2,4,165,549.009560
4,8,868,4197.131192
8,16,540,6627.022014
16,32,1448,29150.453484
32,64,10574,600729.490417
64,128,10552,1034769.575370
128,256,803017,105711715.804991

histogram,mtime (KB)
count,10784614074,items
average,83.618958,days
min,0,days
max,157,days
bucket min,bucket max,count,val count
0,2,21560325,33925386.208242
2,4,3105182,8599177.047930
4,8,23701863,132456066.293538
8,16,443158107,5291463354.645593
16,32,1532660840,40084867027.489891
32,64,1607116258,86723752281.609467
64,128,4878297255,469439124326.749756
128,256,2275014239,300084003973.188782

histogram,ctime (files)
count,828059,items
average,129.685781,days
min,0,days
max,132,days
bucket min,bucket max,count,val count
0,2,908,1364.554468
2,4,152,522.182789
4,8,868,4197.029977
8,16,542,6636.235324
16,32,1474,29872.420081
32,64,10546,599317.098704
64,128,10558,1034759.776528
128,256,803011,105710808.852525

histogram,ctime (KB)
count,10784614074,items
average,81.979026,days
min,0,days
max,132,days
bucket min,bucket max,count,val count
0,2,22468409,35702739.920573
2,4,2197098,6737968.207262
4,8,23701863,132452250.931054
8,16,443497054,5296087875.291494
16,32,2255758846,62450443250.790565
32,64,883679305,50478728426.845795
64,128,4883032776,466366765412.028687
128,256,2270278719,299345242759.666565

histogram,atime (files)
count,828059,items
average,120.125036,days
min,0,days
max,132,days
bucket min,bucket max,count,val count
0,2,1064,588.120637
2,4,779,2912.146910
4,8,323,1745.310937
8,16,626,7379.064178
16,32,1498,31039.591875
32,64,11604,637562.629398
64,128,805324,97893678.906829
128,256,6841,895711.091609

histogram,atime (KB)
count,10784614074,items
average,69.689470,days
min,0,days
max,132,days
bucket min,bucket max,count,val count
0,2,25056878,4352683.695145
2,4,15552238,52729003.086166
4,8,141713120,795652686.876141
8,16,1622338638,16958952488.130199
16,32,1028418371,23980618169.910583
32,64,1010638212,55227829678.196991
64,128,6940896614,654553907394.952759

-------------------------------------------------------
stats for user 4144
histogram,file size
count,15564,items
average,22437.651409,KB
min,0,KB
max,2494871,KB
bucket min,bucket max,count,val count
0,2,2436,1972.145508
2,4,1259,3667.776367
4,8,1253,7123.616211
8,16,980,10865.065430
16,32,464,10787.046875
32,64,307,12738.911133
64,128,152,14870.271484
128,256,301,52568.419922
256,512,327,121745.730469
512,1024,588,493617.631836
1024,2048,1015,1400996.534180
2048,4096,741,1840635.968750
4096,8192,186,1174802.394531
8192,16384,1370,17491092.842773
16384,32768,3144,79110579.104492
32768,65536,322,11518654.528320
65536,131072,235,21054298.445312
131072,262144,170,34884812.274414
262144,524288,205,71585952.994141
524288,1048576,85,57302903.682617
1048576,2097152,14,26192053.884766
2097152,4194304,10,24932867.262695

histogram,capacity used
count,15564,items
average,8743.727352,KB
min,0,KB
max,771163,KB
bucket min,bucket max,count,val count
0,2,1164,1737.000000
2,4,2303,6909.000000
4,8,1920,9097.000000
8,16,977,9856.500000
16,32,315,6927.500000
32,64,260,11857.500000
64,128,159,16151.000000
128,256,359,64521.000000
256,512,288,112801.500000
512,1024,980,740317.500000
1024,2048,957,1440133.000000
2048,4096,349,1084816.000000
4096,8192,1080,6505607.000000
8192,16384,1191,15564469.500000
16384,32768,2726,64183285.000000
32768,65536,341,14741913.500000
65536,131072,138,12791310.500000
131072,262144,32,5033760.500000
262144,524288,13,5377199.000000
524288,1048576,12,8384703.000000

histogram,directory size (entries)
count,358,items
average,44.525140,ents
min,1,ents
max,2303,ents
bucket min,bucket max,count,val count
0,1,24,24
2,3,184,532
4,7,27,149
8,15,31,372
16,31,33,732
32,63,23,988
64,127,13,1128
128,255,6,931
256,511,8,2992
512,1023,7,4468
1024,2047,1,1321
2048,4095,1,2303

histogram,directory size
count,358,items
average,0.045435,KB
min,0,KB
max,2,KB
bucket min,bucket max,count,val count
0,2,357,14.014648
2,4,1,2.250977

histogram,filename length
count,15965,items
average,17.463075,chars
min,3,chars
max,70,chars
bucket min,bucket max,count,val count
0,7,836,4288
8,15,2559,30894
16,23,10302,176462
24,31,1620,44113
32,39,616,21504
40,47,21,885
48,55,4,200
56,63,4,245
64,71,3,207

histogram,mtime (files)
count,15564,items
average,354.037838,days
min,12,days
max,3001,days
bucket min,bucket max,count,val count
8,16,2,25.946667
16,32,963,23072.651343
32,64,2450,108536.299884
64,128,7478,910085.942454
128,256,399,71873.775475
256,512,823,301976.067465
512,1024,1671,1195817.559803
1024,2048,1443,2035555.994398
2048,4096,335,863300.675799

histogram,mtime (KB)
count,349219606,items
average,68.668829,days
min,12,days
max,3001,days
bucket min,bucket max,count,val count
8,16,40,521.456594
16,32,2267899,54055119.164154
32,64,239184365,10526653461.337875
64,128,107556819,13171820875.397165
128,256,3273,587698.078391
256,512,17632,6257870.459194
512,1024,106955,86685623.602702
1024,2048,78943,125049505.267577
2048,4096,3677,9390610.141111

histogram,ctime (files)
count,15564,items
average,72.330018,days
min,12,days
max,122,days
bucket min,bucket max,count,val count
8,16,2,25.946667
16,32,6067,144648.618229
32,64,2287,100774.330324
64,128,7208,880295.498519

histogram,ctime (KB)
count,349219606,items
average,67.940592,days
min,12,days
max,122,days
bucket min,bucket max,count,val count
8,16,40,521.456594
16,32,2489843,59345780.980598
32,64,239182687,10526575801.589577
64,128,107547035,13140264544.576788

histogram,atime (files)
count,15564,items
average,70.078807,days
min,0,days
max,121,days
bucket min,bucket max,count,val count
0,2,12,0.490208
8,16,2,25.814120
16,32,6068,143764.825706
32,64,2275,98525.590995
64,128,7207,848389.837662

histogram,atime (KB)
count,349219606,items
average,65.587162,days
min,0,days
max,121,days
bucket min,bucket max,count,val count
0,2,12,0.522803
8,16,40,518.765635
16,32,2489847,57314092.875831
32,64,239182674,10370488905.742517
64,128,107547030,12476519489.034920

-------------------------------------------------------
stats for user 4145
histogram,file size
count,401603,items
average,4205.569451,KB
min,0,KB
max,15667927,KB
bucket min,bucket max,count,val count
0,2,18074,7434.992188
2,4,4783,11376.814453
4,8,5598,31277.563477
8,16,34510,440405.450195
16,32,1715,38175.569336
32,64,1629,77085.935547
64,128,1247,120509.057617
128,256,1816,311701.605469
256,512,4819,1795355.291016
512,1024,10447,8065232.227539
1024,2048,299193,583269336.899414
2048,4096,2879,8774888.032227
4096,8192,3958,22746079.285156
8192,16384,2509,29097100.708008
16384,32768,4809,109995536.970703
32768,65536,1773,88196021.274414
65536,131072,556,45320087.461914
131072,262144,657,114283561.838867
262144,524288,230,88768908.991211
524288,1048576,248,184238991.617188
1048576,2097152,60,85775559.567383
2097152,4194304,76,207719163.336914
4194304,8388608,14,69354403.324219
8388608,16777216,3,40531114.292969

histogram,capacity used
count,401603,items
average,3033.659984,KB
min,0,KB
max,9821159,KB
bucket min,bucket max,count,val count
0,2,14893,18204.500000
2,4,8784,26352.000000
4,8,37897,233476.500000
8,16,2622,27342.500000
16,32,4320,110366.500000
32,64,2895,150335.000000
64,128,3619,301115.000000
128,256,3741,698263.000000
256,512,6064,2286967.000000
512,1024,4310,3236203.000000
1024,2048,298546,585358530.000000
2048,4096,2888,8593842.500000
4096,8192,2239,13102008.500000
8192,16384,4697,52534389.500000
16384,32768,1870,45674192.000000
32768,65536,1263,55679346.000000
65536,131072,366,35556312.500000
131072,262144,210,37590295.500000
262144,524288,153,53549884.000000
524288,1048576,125,77340768.500000
1048576,2097152,26,36097988.000000
2097152,4194304,72,186971287.000000
4194304,8388608,2,13368322.000000
8388608,16777216,1,9821159.500000

histogram,directory size (entries)
count,4038,items
average,102.627291,ents
min,0,ents
max,9751,ents
bucket min,bucket max,count,val count
0,1,240,223
2,3,271,614
4,7,2714,16164
8,15,220,2380
16,31,155,3392
32,63,150,6335
64,127,100,8153
128,255,51,9769
256,511,13,4306
512,1023,6,4805
1024,2047,86,159301
2048,4095,5,16515
4096,8191,26,172701
8192,16383,1,9751

histogram,directory size
count,4038,items
average,0.102175,KB
min,0,KB
max,9,KB
bucket min,bucket max,count,val count
0,2,4006,218.216797
2,4,5,16.137695
4,8,26,168.704102
8,16,1,9.524414

histogram,filename length
count,414272,items
average,12.967963,chars
min,1,chars
max,68,chars
bucket min,bucket max,count,val count
0,7,5062,26726
8,15,320465,3533342
16,23,76291,1454846
24,31,8928,228874
32,39,2594,86674
40,47,559,22866
48,55,339,16853
56,63,27,1611
64,71,7,472

histogram,mtime (files)
count,401603,items
average,138.896226,days
min,0,days
max,2264,days
bucket min,bucket max,count,val count
0,2,5,0.354329
2,4,4533,17482.547581
4,8,4,23.215984
32,64,4550,172322.305324
64,128,15969,1711306.531204
128,256,373531,52194122.651886
256,512,2012,683583.273889
512,1024,874,750352.401759
1024,2048,52,87486.614433
2048,4096,73,164461.221852

histogram,mtime (KB)
count,1688969308,items
average,132.196793,days
min,0,days
max,2264,days
bucket min,bucket max,count,val count
0,2,50477,8376.412598
2,4,29053994,110860031.943981
4,8,16755,103641.145184
32,64,34869433,1321072214.998105
64,128,91144139,9401880827.626650
128,256,1533015593,212150150222.909607
256,512,807346,282257847.483127
512,1024,11075,8973078.176595
1024,2048,188,338443.481636
2048,4096,302,682144.809323

histogram,ctime (files)
count,401603,items
average,135.673768,days
min,0,days
max,140,days
bucket min,bucket max,count,val count
0,2,5,0.354329
2,4,4533,17482.545278
4,8,4,23.215984
32,64,4550,172322.303310
64,128,16250,1737515.970833
128,256,376261,52559647.686863

histogram,ctime (KB)
count,1688969308,items
average,132.080876,days
min,0,days
max,140,days
bucket min,bucket max,count,val count
0,2,50477,8376.412598
2,4,29053994,110859978.425606
4,8,16755,103641.145184
32,64,34869433,1321072158.011081
64,128,91191909,9397881339.465710
128,256,1533786736,212250620407.867615

histogram,atime (files)
count,401603,items
average,117.555464,days
min,0,days
max,399,days
bucket min,bucket max,count,val count
0,2,101,22.283345
2,4,4467,13120.810729
4,8,2,12.476042
8,16,1,9.374456
32,64,4730,175704.855637
64,128,390732,46774502.385604
128,256,1435,199471.610058
256,512,135,47783.145903

histogram,atime (KB)
count,1688969308,items
average,101.401144,days
min,0,days
max,399,days
bucket min,bucket max,count,val count
0,2,498426,51479.156020
2,4,28625034,84030496.360107
4,8,4268,26275.784468
8,16,5004,46912.908839
32,64,47419536,1912271122.608026
64,128,1612417037,169266993976.517273

-------------------------------------------------------
stats for user 4274
histogram,file size
count,134204,items
average,274.370013,KB
min,0,KB
max,2682763,KB
bucket min,bucket max,count,val count
0,2,46405,39688.335938
2,4,27520,79958.936523
4,8,27941,159372.109375
8,16,16854,188915.910156
16,32,7855,171988.783203
32,64,3431,145365.726562
64,128,1201,105029.200195
128,256,485,87984.043945
256,512,686,252663.434570
512,1024,648,445287.096680
1024,2048,158,224395.075195
2048,4096,427,1277044.331055
4096,8192,249,1663479.720703
8192,16384,145,1546712.650391
16384,32768,76,1666608.962891
32768,65536,68,3020818.209961
65536,131072,10,882612.617188
131072,262144,19,3051054.058594
262144,524288,13,5120161.730469
524288,1048576,9,5961358.850586
2097152,4194304,4,10731053.468750

histogram,capacity used
count,134204,items
average,184.267872,KB
min,0,KB
max,2652115,KB
bucket min,bucket max,count,val count
0,2,19913,29652.500000
2,4,47632,142896.000000
4,8,41644,197874.500000
8,16,16495,164060.500000
16,32,4723,97544.000000
32,64,1097,47212.500000
64,128,652,56928.500000
128,256,410,77547.000000
256,512,496,173439.000000
512,1024,174,119873.000000
1024,2048,363,556661.000000
2048,4096,315,975299.000000
4096,8192,150,855540.000000
8192,16384,57,675577.000000
16384,32768,34,754736.500000
32768,65536,8,419545.000000
65536,131072,14,1079338.000000
131072,262144,10,1683697.000000
262144,524288,8,2866612.000000
524288,1048576,5,3146992.500000
2097152,4194304,4,10608460.000000

histogram,directory size (entries)
count,7552,items
average,18.791181,ents
min,0,ents
max,591,ents
bucket min,bucket max,count,val count
0,1,448,428
2,3,4262,12375
4,7,502,2754
8,15,656,7716
16,31,705,15817
32,63,442,18613
64,127,296,25527
128,255,145,22362
256,511,72,22145
512,1023,24,14174

histogram,directory size
count,7552,items
average,0.020304,KB
min,0,KB
max,0,KB
bucket min,bucket max,count,val count
0,2,7552,153.334961

histogram,filename length
count,141899,items
average,15.567016,chars
min,3,chars
max,52,chars
bucket min,bucket max,count,val count
0,7,18651,94780
8,15,52736,639741
16,23,54676,1037188
24,31,13392,352305
32,39,2176,73591
40,47,261,10983
48,55,7,356

histogram,mtime (files)
count,134204,items
average,820.285808,days
min,53,days
max,3001,days
bucket min,bucket max,count,val count
32,64,1,53.068275
64,128,19698,1977541.692106
128,256,11103,1973682.944225
256,512,20232,7434875.768785
512,1024,40312,28849460.411493
1024,2048,34810,49110191.427546
2048,4096,8048,20739831.305417

histogram,mtime (KB)
count,36821553,items
average,239.126814,days
min,53,days
max,3001,days
bucket min,bucket max,count,val count
32,64,0,18.190395
64,128,31742937,3326201537.607781
128,256,97761,17457917.692118
256,512,429320,152481695.009029
512,1024,2567868,2081081263.653856
1024,2048,1895280,3002086055.501590
2048,4096,88383,225712216.447110

histogram,ctime (files)
count,134204,items
average,95.275116,days
min,53,days
max,131,days
bucket min,bucket max,count,val count
32,64,1,53.068275
64,128,134199,12785724.247407
128,256,4,524.358380

histogram,ctime (KB)
count,36821553,items
average,103.399057,days
min,53,days
max,131,days
bucket min,bucket max,count,val count
32,64,0,18.190395
64,128,36821537,3807311884.610756
128,256,15,1985.427016

histogram,atime (files)
count,134204,items
average,90.671213,days
min,13,days
max,106,days
bucket min,bucket max,count,val count
8,16,5,68.491157
16,32,1,23.348368
32,64,1,52.929468
64,128,134197,12168294.659849

histogram,atime (KB)
count,36821553,items
average,102.657521,days
min,13,days
max,106,days
bucket min,bucket max,count,val count
8,16,3955,54354.863800
16,32,1263,29503.171164
32,64,0,18.142816
64,128,36816333,3779925497.349664

-------------------------------------------------------
stats for user 4452
histogram,file size
count,76610,items
average,9542.025463,KB
min,0,KB
max,73525786,KB
bucket min,bucket max,count,val count
0,2,24578,21652.735352
2,4,9772,28475.154297
4,8,9627,55094.656250
8,16,6314,69455.532227
16,32,2768,60800.034180
32,64,1229,52406.876953
64,128,1053,95207.219727
128,256,346,66096.778320
256,512,720,268258.173828
512,1024,1759,1405193.458984
1024,2048,2849,4259694.033203
2048,4096,2325,7305444.053711
4096,8192,2369,13386305.627930
8192,16384,2987,36624224.114258
16384,32768,2785,65674296.077148
32768,65536,2158,97817272.741211
65536,131072,2569,226548497.442383
131072,262144,235,43136898.673828
262144,524288,115,47987011.596680
524288,1048576,19,13194275.618164
1048576,2097152,11,15713467.887695
2097152,4194304,18,52113351.756836
4194304,8388608,1,4941367.343750
8388608,16777216,2,26664037.000000
67108864,134217728,1,73525786.113281

histogram,capacity used
count,76610,items
average,6182.902976,KB
min,0,KB
max,43936448,KB
bucket min,bucket max,count,val count
0,2,10411,14816.500000
2,4,21816,65448.000000
4,8,14853,71346.000000
8,16,5964,60061.500000
16,32,1982,40462.500000
32,64,481,21017.000000
64,128,527,49738.000000
128,256,715,133664.500000
256,512,1085,418086.500000
512,1024,1971,1464504.500000
1024,2048,2171,2967462.500000
2048,4096,3658,11291359.500000
4096,8192,2165,12341609.500000
8192,16384,3253,37638558.500000
16384,32768,2406,58605443.500000
32768,65536,1662,73172957.000000
65536,131072,1278,107564180.500000
131072,262144,127,25370680.000000
262144,524288,46,16819187.000000
524288,1048576,18,13071984.500000
1048576,2097152,6,9039600.000000
2097152,4194304,11,33341661.000000
4194304,8388608,2,12833016.500000
8388608,16777216,1,13338903.500000
33554432,67108864,1,43936448.500000

histogram,directory size (entries)
count,3796,items
average,21.450738,ents
min,0,ents
max,1327,ents
bucket min,bucket max,count,val count
0,1,395,393
2,3,1456,4222
4,7,284,1685
8,15,585,6679
16,31,475,11140
32,63,386,16459
64,127,117,10087
128,255,48,7416
256,511,36,11851
512,1023,9,5340
1024,2047,5,6155

histogram,directory size
count,3796,items
average,0.022901,KB
min,0,KB
max,1,KB
bucket min,bucket max,count,val count
0,2,3796,86.932617

histogram,filename length
count,81432,items
average,16.185971,chars
min,3,chars
max,74,chars
bucket min,bucket max,count,val count
0,7,7444,39421
8,15,23397,277153
16,23,42840,777081
24,31,6043,159409
32,39,1078,36826
40,47,445,18827
48,55,174,8609
56,63,4,245
64,71,5,339
72,79,2,146

histogram,mtime (files)
count,76610,items
average,505.971691,days
min,12,days
max,3001,days
bucket min,bucket max,count,val count
8,16,949,13295.491551
16,32,71,1512.273067
32,64,627,36906.580208
64,128,37180,2842322.142269
128,256,3470,620572.649988
256,512,6683,2455905.316192
512,1024,13394,9585032.160544
1024,2048,11556,16300539.116204
2048,4096,2680,6906405.552326

histogram,mtime (KB)
count,731014570,items
average,70.100892,days
min,12,days
max,3001,days
bucket min,bucket max,count,val count
8,16,2503959,35056602.958326
16,32,938,19728.227349
32,64,120022042,4891558080.316770
64,128,606798881,44493193572.469154
128,256,29742,5315445.284735
256,512,142291,50535307.160573
512,1024,855726,693538850.011034
1024,2048,631570,1000430797.984095
2048,4096,29417,75124882.741721

histogram,ctime (files)
count,76610,items
average,70.101213,days
min,12,days
max,98,days
bucket min,bucket max,count,val count
8,16,6089,85293.664699
32,64,12603,793747.267824
64,128,57918,4491412.969398

histogram,ctime (KB)
count,731014570,items
average,62.505679,days
min,12,days
max,98,days
bucket min,bucket max,count,val count
8,16,2726352,38171968.360461
32,64,403702478,22770526372.689011
64,128,324585739,22883863932.383217

histogram,atime (files)
count,76610,items
average,69.374996,days
min,4,days
max,98,days
bucket min,bucket max,count,val count
4,8,1,4.848414
8,16,6089,84392.660868
16,32,9,287.258877
32,64,13161,826541.549803
64,128,57350,4403592.112523

histogram,atime (KB)
count,731014570,items
average,59.473487,days
min,4,days
max,98,days
bucket min,bucket max,count,val count
4,8,73525786,356483476.622822
8,16,2726352,37980449.905560
16,32,13397177,427761341.369187
32,64,320074974,20081886961.153393
64,128,321290279,22571873391.475063

-------------------------------------------------------
stats for user 4483
histogram,file size
count,81458,items
average,1155.261054,KB
min,0,KB
max,238380,KB
bucket min,bucket max,count,val count
0,2,31015,17081.670898
2,4,9076,26306.214844
4,8,9559,54821.073242
8,16,6011,69613.479492
16,32,3753,85060.370117
32,64,3037,130283.536133
64,128,1583,159827.004883
128,256,2461,446638.898438
256,512,3371,1290021.127930
512,1024,3883,2821878.113281
1024,2048,2021,2819895.159180
2048,4096,1151,3613218.079102
4096,8192,1712,10360451.298828
8192,16384,1473,16278877.148438
16384,32768,587,11583715.667969
32768,65536,655,34992168.485352
65536,131072,99,7180082.236328
131072,262144,11,2175315.374023

histogram,capacity used
count,81458,items
average,589.294145,KB
min,0,KB
max,86243,KB
bucket min,bucket max,count,val count
0,2,21324,30278.000000
2,4,17170,51510.000000
4,8,14022,66883.500000
8,16,6286,64752.500000
16,32,3435,72356.000000
32,64,2969,134716.000000
64,128,1442,137189.000000
128,256,3741,724608.000000
256,512,3982,1415217.000000
512,1024,1570,1060489.500000
1024,2048,899,1441228.000000
2048,4096,1536,4536271.000000
4096,8192,1667,9244383.000000
8192,16384,668,6880848.500000
16384,32768,596,16347956.000000
32768,65536,142,5130052.500000
65536,131072,9,663984.000000

histogram,directory size (entries)
count,5255,items
average,16.508088,ents
min,0,ents
max,1960,ents
bucket min,bucket max,count,val count
0,1,152,148
2,3,1488,4058
4,7,388,2270
8,15,2530,26587
16,31,298,6481
32,63,183,7972
64,127,110,9730
128,255,61,9792
256,511,37,11717
512,1023,5,2975
1024,2047,3,5020

histogram,directory size
count,5255,items
average,0.018074,KB
min,0,KB
max,1,KB
bucket min,bucket max,count,val count
0,2,5255,94.980469

histogram,filename length
count,86754,items
average,17.497049,chars
min,2,chars
max,46,chars
bucket min,bucket max,count,val count
0,7,7446,38045
8,15,26014,315316
16,23,39242,764604
24,31,12157,332441
32,39,1686,58561
40,47,209,8972

histogram,mtime (files)
count,81458,items
average,369.107552,days
min,0,days
max,3001,days
bucket min,bucket max,count,val count
0,2,4030,4731.528426
2,4,4670,12027.863935
4,8,33,187.765058
8,16,160,1847.231944
16,32,5343,127092.196134
32,64,809,39211.584826
64,128,38518,4722608.487639
128,256,4405,851819.786447
256,512,4668,1674750.020891
512,1024,9037,6422525.817407
1024,2048,7711,10903894.816470
2048,4096,2074,5306065.851655

histogram,mtime (KB)
count,94105254,items
average,58.027431,days
min,0,days
max,3001,days
bucket min,bucket max,count,val count
0,2,2435634,2854622.047378
2,4,28914138,73845071.762759
4,8,447,2542.353799
8,16,13238,133208.456980
16,32,35576400,827971460.370720
32,64,898184,44425919.325253
64,128,22606698,2777030920.500957
128,256,2248955,443872122.718311
256,512,414788,115742730.418194
512,1024,563072,449594845.179099
1024,2048,385539,612141438.383108
2048,4096,48156,113071299.782613

histogram,ctime (files)
count,81458,items
average,72.778507,days
min,0,days
max,130,days
bucket min,bucket max,count,val count
0,2,21311,25116.878715
2,4,4593,11763.915509
4,8,8,48.023900
8,16,53,552.088148
16,32,10222,279088.206007
32,64,252,12316.290012
64,128,37520,4623912.239641
128,256,7499,975593.985498

histogram,ctime (KB)
count,94105254,items
average,43.515155,days
min,0,days
max,130,days
bucket min,bucket max,count,val count
0,2,3117092,3659389.411302
2,4,28913230,73842132.651425
4,8,106,640.436833
8,16,11027,106914.321667
16,32,35795588,834758267.775776
32,64,892153,44140399.743974
64,128,22601139,2777467383.770518
128,256,2774916,361029655.335700

histogram,atime (files)
count,81458,items
average,62.346559,days
min,0,days
max,900,days
bucket min,bucket max,count,val count
0,2,30124,34167.021042
2,4,975,2562.548137
4,8,14,88.982951
8,16,20,240.510949
16,32,10644,180226.014468
32,64,62,2986.872731
64,128,39303,4792448.800313
