skipped special files,22
skipped duplicate hardlinks,0
skipped snapshot dirs,0
total capacity used,9.09 TB
total user data,8.93 TB
percent overhead,0.017741

histogram,file size
count,1426860,items
average,6719.669724,KB
min,0,KB
max,124232,KB
bucket min,bucket max,count,val count
0,2,424,225.894531
2,4,29,69.682617
4,8,461,2075.779297
8,16,15762,199326.870117
16,32,36,794.050781
32,64,4,184.117188
64,128,325,31657.850586
128,256,7695,1569299.799805
256,512,6508,2590791.909180
512,1024,19534,14100093.000977
1024,2048,58203,114195380.203125
2048,4096,718,1812941.962891
4096,8192,1316828,9449739906.945312
8192,16384,316,2596712.002930
16384,32768,6,134963.367188
32768,65536,3,154254.346680
65536,131072,8,899264.794922

histogram,capacity used
count,1426860,items
average,6841.013318,KB
min,0,KB
max,124375,KB
bucket min,bucket max,count,val count
0,2,265,378.500000
2,4,164,492.000000
4,8,490,2715.500000
8,16,15757,220523.000000
16,32,41,926.500000
32,64,4,188.500000
64,128,323,31700.500000
128,256,2,257.000000
256,512,10743,3199438.500000
512,1024,22369,16627879.000000
1024,2048,1134,1507878.000000
2048,4096,58412,120310594.000000
4096,8192,1316823,9615435805.000000
8192,16384,316,2638957.000000
16384,32768,6,135560.000000
32768,65536,3,154618.000000
65536,131072,8,900352.000000

histogram,directory size (entries)
count,3788,items
average,377.685058,ents
min,0,ents
max,7182,ents
bucket min,bucket max,count,val count
0,1,34,16
2,3,11,23
4,7,3,18
8,15,27,246
16,31,37,828
32,63,72,3525
64,127,288,23040
128,255,1,186
256,511,3235,1293889
512,1023,72,57600
1024,2047,1,1026
4096,8191,7,50274

histogram,directory size
count,3788,items
average,0.370786,KB
min,0,KB
max,7,KB
bucket min,bucket max,count,val count
0,2,3781,1355.428711
4,8,7,49.109375

histogram,filename length
count,1430672,items
average,12.175530,chars
min,4,chars
max,49,chars
bucket min,bucket max,count,val count
0,7,3763,17993
8,15,1375029,16413818
16,23,51780,983884
24,31,57,1646
32,39,19,673
48,55,24,1176

histogram,mtime (files)
count,1426860,items
average,36.844203,days
min,0,days
max,405,days
bucket min,bucket max,count,val count
0,2,87399,106966.204711
2,4,105695,316837.861979
4,8,170509,991953.781412
8,16,322407,3645511.211644
16,32,624885,14488637.455683
32,64,6439,276694.243565
64,128,89,9456.964132
128,256,181,35613.752130
256,512,109256,32699847.466181

histogram,mtime (KB)
count,9588027942,items
average,19.116494,days
min,0,days
max,405,days
bucket min,bucket max,count,val count
0,2,627336678,767633848.652204
2,4,758445042,2273587700.017606
4,8,1223559150,7118194484.046707
8,16,2313741216,26161889036.495441
16,32,4484286464,103973339556.985001
32,64,46106352,1981446234.086977
64,128,143,15304.353657
128,256,144,28701.332748
