skipped special files,1164
skipped duplicate hardlinks,174
skipped snapshot dirs,0
total capacity used,4.82 TB
total user data,4.81 TB
percent overhead,0.002041

histogram,file size
count,61786,items
average,83520.622084,KB
min,0,KB
max,121431634,KB
bucket min,bucket max,count,val count
0,2,2115,1228.902344
2,4,467,1270.072266
4,8,526,3196.139648
8,16,1257,14597.929688
16,32,401,9113.144531
32,64,321,14426.627930
64,128,2667,261773.470703
128,256,375,68367.181641
256,512,367,130007.404297
512,1024,396,272392.589844
1024,2048,223,318427.404297
2048,4096,14525,51311925.343750
4096,8192,1498,8165043.326172
8192,16384,418,4544088.095703
16384,32768,1740,39770594.106445
32768,65536,23145,966470094.748047
65536,131072,10273,696922431.782227
131072,262144,256,50489165.277344
262144,524288,171,66242991.583984
524288,1048576,285,213097326.355469
1048576,2097152,151,217349721.654297
2097152,4194304,59,176592423.615234
4194304,8388608,53,325643077.705078
8388608,16777216,55,604471338.193359
16777216,33554432,26,520195868.434570
33554432,67108864,9,542408736.008789
67108864,134217728,7,675635528.985352

histogram,capacity used
count,61786,items
average,83691.407568,KB
min,0,KB
max,121670212,KB
bucket min,bucket max,count,val count
0,2,471,0.000000
4,8,2111,8444.000000
8,16,1336,13916.000000
16,32,777,14876.000000
32,64,352,16000.000000
64,128,2695,278168.000000
128,256,382,70816.000000
256,512,372,133148.000000
512,1024,396,274208.000000
1024,2048,218,308620.000000
2048,4096,14529,51478628.000000
4096,8192,1498,8181428.000000
8192,16384,419,4563008.000000
16384,32768,1729,39502572.000000
32768,65536,23155,968862880.000000
65536,131072,10274,698453760.000000
131072,262144,251,49277308.000000
262144,524288,176,67687192.000000
524288,1048576,284,212467476.000000
1048576,2097152,152,218827656.000000
2097152,4194304,58,172740232.000000
4194304,8388608,54,330482684.000000
8388608,16777216,55,605658724.000000
16777216,33554432,26,521218132.000000
33554432,67108864,9,543474452.000000
67108864,134217728,7,676962980.000000

histogram,directory size (entries)
count,3319,items
average,20.018982,ents
min,0,ents
max,3089,ents
bucket min,bucket max,count,val count
0,1,104,57
2,3,205,567
4,7,2561,16916
8,15,170,1783
16,31,115,2631
32,63,47,1941
64,127,29,2758
128,255,35,6472
256,511,29,9563
512,1023,20,13260
1024,2047,1,1230
2048,4095,3,9265

histogram,directory size
count,3319,items
average,8.272371,KB
min,8,KB
max,104,KB
bucket min,bucket max,count,val count
