skipped special files,121
skipped duplicate hardlinks,1
skipped snapshot dirs,0
total capacity used,3.07 TB
total user data,3.06 TB
percent overhead,0.003723

histogram,file size
count,3277031,items
average,1002.791031,KB
min,0,KB
max,35500209,KB
bucket min,bucket max,count,val count
0,2,1958533,1373360.675781
2,4,173761,501006.345703
4,8,173772,1036722.090820
8,16,139835,1606530.773438
16,32,139950,3316328.559570
32,64,140590,6477692.015625
64,128,157855,14136409.203125
128,256,128476,23766616.376953
256,512,115072,42543930.554688
512,1024,42320,28724063.818359
1024,2048,20438,30161325.789062
2048,4096,13233,38079368.530273
4096,8192,15668,88380689.583008
8192,16384,11129,136433718.364258
16384,32768,40673,990048358.949219
32768,65536,4539,169589151.641602
65536,131072,310,28735270.510742
131072,262144,253,47474388.006836
262144,524288,179,66743783.549805
524288,1048576,136,102742541.692383
1048576,2097152,97,133614544.857422
2097152,4194304,90,284421115.449219
4194304,8388608,88,531666721.591797
8388608,16777216,24,261499003.201172
16777216,33554432,8,182601738.337891
33554432,67108864,2,70502915.402344

histogram,capacity used
count,3277031,items
average,1006.539037,KB
min,0,KB
max,35534920,KB
bucket min,bucket max,count,val count
0,2,759017,0.000000
4,8,1373390,5493560.000000
8,16,256078,2377756.000000
16,32,165852,3503140.000000
32,64,157851,6877340.000000
64,128,161772,14649484.000000
128,256,133656,24549700.000000
256,512,118325,43592328.000000
512,1024,44010,29734984.000000
1024,2048,20546,30281540.000000
2048,4096,13306,38247644.000000
4096,8192,15680,88510912.000000
8192,16384,11111,136187392.000000
16384,32768,40658,990581692.000000
32768,65536,4592,171622768.000000
65536,131072,309,28637856.000000
131072,262144,254,47648348.000000
262144,524288,179,66818940.000000
524288,1048576,136,102863888.000000
1048576,2097152,96,131668724.000000
2097152,4194304,90,282673400.000000
4194304,8388608,89,536613448.000000
8388608,16777216,24,261813716.000000
16777216,33554432,8,182904664.000000
33554432,67108864,2,70606404.000000

histogram,directory size (entries)
count,13095,items
average,251.259794,ents
min,0,ents
max,64813,ents
bucket min,bucket max,count,val count
0,1,1176,919
2,3,4039,11164
4,7,4269,19518
8,15,1233,13672
16,31,702,15034
32,63,355,15811
64,127,287,26480
128,255,308,54450
256,511,308,107017
512,1023,45,36303
1024,2047,135,213186
2048,4095,17,52496
4096,8191,26,138942
8192,16383,157,1689501
16384,32767,36,782331
32768,65535,2,113423

histogram,directory size
count,13095,items
average,15.267507,KB
min,8,KB
max,2032,KB
bucket min,bucket max,count,val count
8,16,12369,98952.000000
16,32,327,5384.000000
32,64,118,5288.000000
64,128,60,4416.000000
128,256,26,4512.000000
256,512,157,53200.000000
512,1024,36,24624.000000
1024,2048,2,3552.000000

histogram,filename length
count,3290248,items
