skipped special files,0
skipped duplicate hardlinks,0
skipped snapshot dirs,0
total capacity used,1.93 TB
total user data,4.12 TB
percent overhead,-1.136933

histogram,file size
count,17030,items
average,259537.245961,KB
min,0,KB
max,61396566,KB
bucket min,bucket max,count,val count
0,2,3344,4428.267578
2,4,3121,7470.992188
4,8,431,2474.559570
8,16,90,921.027344
16,32,182,3881.751953
32,64,82,3750.917969
64,128,474,46020.495117
128,256,198,36775.673828
256,512,185,66845.849609
512,1024,223,172768.132812
1024,2048,269,405900.872070
2048,4096,352,1064935.940430
4096,8192,450,2812826.497070
8192,16384,755,9182463.423828
16384,32768,487,10760182.202148
32768,65536,536,28733863.528320
65536,131072,1091,102927735.792969
131072,262144,1488,263135580.099609
262144,524288,914,332047248.989258
524288,1048576,1816,1231202776.457031
1048576,2097152,158,248889809.206055
2097152,4194304,179,550770521.328125
4194304,8388608,171,1034895875.991211
8388608,16777216,26,268221435.057617
16777216,33554432,1,22493671.370117
33554432,67108864,7,312029134.287109

histogram,capacity used
count,17030,items
average,121452.950998,KB
min,0,KB
max,46516525,KB
bucket min,bucket max,count,val count
0,2,350,481.000000
2,4,6005,18015.000000
4,8,694,3001.000000
8,16,91,895.500000
16,32,86,1944.000000
32,64,115,5367.000000
64,128,495,39879.000000
128,256,203,37391.000000
256,512,230,84667.500000
512,1024,263,198452.500000
1024,2048,280,412695.000000
2048,4096,373,1094803.000000
4096,8192,750,4592667.000000
8192,16384,1144,13526613.000000
16384,32768,682,15109754.500000
32768,65536,900,44681971.000000
65536,131072,1362,132808534.000000
131072,262144,636,115848434.000000
262144,524288,1729,761373192.500000
524288,1048576,426,284486228.000000
1048576,2097152,129,176190588.500000
2097152,4194304,62,163935163.500000
4194304,8388608,15,81580315.000000
8388608,16777216,2,17791474.000000
16777216,33554432,5,130573564.000000
33554432,67108864,3,123947665.000000

histogram,directory size (entries)
count,385,items
average,45.231169,ents
min,0,ents
max,1100,ents
bucket min,bucket max,count,val count
0,1,56,22
2,3,5,12
4,7,7,36
8,15,80,836
16,31,39,965
32,63,157,6591
64,127,27,2076
128,255,3,759
256,511,5,1536
512,1023,5,3481
1024,2047,1,1100

histogram,directory size
count,385,items
average,0.046124,KB
min,0,KB
max,1,KB
bucket min,bucket max,count,val count
0,2,385,17.757812

histogram,filename length
count,17415,items
average,26.106690,chars
min,1,chars
max,59,chars
bucket min,bucket max,count,val count
0,7,530,2636
8,15,3765,44058
16,23,6726,133936
24,31,1931,52904
32,39,821,28796
40,47,542,24368
48,55,1775,90900
56,63,1325,77050

histogram,mtime (files)
count,17030,items
average,126.535700,days
min,110,days
max,135,days
bucket min,bucket max,count,val count
64,128,11372,1412993.799850
128,256,5658,741909.174850

histogram,mtime (KB)
count,4419919298,items
average,125.562043,days
min,110,days
max,135,days
bucket min,bucket max,count,val count
64,128,3168454015,390834456816.313538
128,256,1251465283,164139639197.486053

histogram,ctime (files)
count,17030,items
average,126.469412,days
min,110,days
max,135,days
bucket min,bucket max,count,val count
64,128,11372,1411865.206574
128,256,5658,741908.872928

histogram,ctime (KB)
count,4419919298,items
average,125.481375,days
min,110,days
max,135,days
bucket min,bucket max,count,val count
64,128,3168454015,390480324072.914307
128,256,1251465283,164137225396.655609

histogram,atime (files)
count,17030,items
average,125.978614,days
min,70,days
max,135,days
bucket min,bucket max,count,val count
64,128,11970,1481700.336759
128,256,5060,663715.452546

histogram,atime (KB)
count,4419919298,items
average,124.849752,days
min,70,days
max,135,days
bucket min,bucket max,count,val count
64,128,3267936494,400984661949.363831
128,256,1151982804,150841165509.907410

-------------------------------------------------------
stats for user 0
histogram,file size
count,2,items
average,8005969.625488,KB
min,0,KB
max,16011938,KB
bucket min,bucket max,count,val count
0,2,1,0.782227
8388608,16777216,1,16011938.468750

histogram,capacity used
count,2,items
average,4499461.500000,KB
min,3,KB
max,8998920,KB
bucket min,bucket max,count,val count
2,4,1,3.000000
8388608,16777216,1,8998920.000000

histogram,directory size (entries)
count,0,items
average,0.000000,ents
min,0,ents
max,0,ents
bucket min,bucket max,count,val count

histogram,directory size
count,0,items
average,0.000000,KB
min,0,KB
max,0,KB
bucket min,bucket max,count,val count

histogram,filename length
count,2,items
average,23.000000,chars
min,22,chars
max,24,chars
bucket min,bucket max,count,val count
16,23,1,22
24,31,1,24

histogram,mtime (files)
count,2,items
average,134.299971,days
min,133,days
max,134,days
bucket min,bucket max,count,val count
128,256,2,268.599942

histogram,mtime (KB)
count,16011939,items
average,134.669201,days
min,133,days
max,134,days
bucket min,bucket max,count,val count
128,256,16011939,2156315071.038774

histogram,ctime (files)
count,2,items
average,134.299971,days
min,133,days
max,134,days
bucket min,bucket max,count,val count
128,256,2,268.599942

histogram,ctime (KB)
count,16011939,items
average,134.669201,days
min,133,days
max,134,days
bucket min,bucket max,count,val count
