skipped special files,3274
skipped duplicate hardlinks,5
skipped snapshot dirs,0
total capacity used,3.71 TB
total user data,3.71 TB
percent overhead,0.002040

histogram,file size
count,226439,items
average,17575.862058,KB
min,0,KB
max,14516680,KB
bucket min,bucket max,count,val count
0,2,53428,43158.712891
2,4,8979,25974.641602
4,8,14573,87964.247070
8,16,17057,196373.273438
16,32,9918,232957.000000
32,64,9172,436980.099609
64,128,12465,1112717.841797
128,256,8001,1465642.458008
256,512,7338,2754619.075195
512,1024,7900,5895714.402344
1024,2048,14688,23856526.072266
2048,4096,6967,20599509.199219
4096,8192,6900,41080298.535156
8192,16384,7934,103865521.749023
16384,32768,3483,76238394.589844
32768,65536,30572,1030906018.539062
65536,131072,1539,140798028.785156
131072,262144,1686,316145811.279297
262144,524288,1848,674184164.341797
524288,1048576,1953,1470929407.502930
1048576,2097152,34,44749417.842773
2097152,4194304,2,4210332.342773
4194304,8388608,1,5528416.000000
8388608,16777216,1,14516680.000000

histogram,capacity used
count,226439,items
average,17611.742483,KB
min,0,KB
max,14545208,KB
bucket min,bucket max,count,val count
0,2,7757,0.000000
4,8,54661,218644.000000
8,16,23438,223000.000000
16,32,16099,321288.000000
32,64,8699,391832.000000
64,128,14374,1279096.000000
128,256,8222,1498476.000000
256,512,7388,2736812.000000
512,1024,7789,5677780.000000
1024,2048,15057,24285900.000000
2048,4096,6949,20524100.000000
4096,8192,6946,41345480.000000
8192,16384,7911,103655776.000000
16384,32768,3508,76730448.000000
32768,65536,30575,1033278684.000000
65536,131072,1539,140889796.000000
131072,262144,1691,317613844.000000
262144,524288,1845,674411980.000000
524288,1048576,1953,1473763900.000000
1048576,2097152,34,44835412.000000
2097152,4194304,2,4218616.000000
4194304,8388608,1,5539284.000000
8388608,16777216,1,14545208.000000

histogram,directory size (entries)
count,15314,items
average,16.000457,ents
min,0,ents
max,1184,ents
bucket min,bucket max,count,val count
0,1,3300,1020
2,3,3058,7233
4,7,3563,15718
8,15,2207,24853
