skipped special files,2653113
skipped duplicate hardlinks,0
skipped snapshot dirs,0
total capacity used,2.59 TB
total user data,2.41 TB
percent overhead,0.066169

histogram,file size
count,69514915,items
average,37.203503,KB
min,0,KB
max,4126696,KB
bucket min,bucket max,count,val count
0,2,25271441,26469598.346680
2,4,21204957,71781976.131836
4,8,10791824,53764588.849609
8,16,1069103,11983635.340820
16,32,581949,13371246.303711
32,64,546929,27956362.324219
64,128,9181947,760495722.464844
128,256,476498,78428451.423828
256,512,173932,62077310.137695
512,1024,80797,55769303.331055
1024,2048,28810,40873394.247070
2048,4096,17346,50108768.185547
4096,8192,20905,126136289.621094
8192,16384,39503,493754933.299805
16384,32768,27335,575193123.289062
32768,65536,1280,49810569.690430
65536,131072,142,12975410.693359
131072,262144,169,25416456.767578
262144,524288,16,6633161.553711
524288,1048576,20,15751286.656250
1048576,2097152,9,15148807.241211
2097152,4194304,3,12297980.000000

histogram,capacity used
count,69514915,items
average,39.844690,KB
min,0,KB
max,4134804,KB
bucket min,bucket max,count,val count
0,2,1527187,0.000000
4,8,44954264,179817056.000000
8,16,11480404,94616164.000000
16,32,859118,17423792.000000
32,64,395181,17475960.000000
64,128,9250466,808830260.000000
128,256,648930,102560552.000000
256,512,179942,63877428.000000
512,1024,83406,57350076.000000
1024,2048,29166,41283800.000000
2048,4096,17375,50144548.000000
4096,8192,20895,125976096.000000
8192,16384,39456,493196268.000000
16384,32768,27472,578497436.000000
32768,65536,1294,50367932.000000
65536,131072,142,13001964.000000
131072,262144,169,25467692.000000
262144,524288,16,6646300.000000
524288,1048576,20,15782336.000000
1048576,2097152,5,6775936.000000
2097152,4194304,7,20708620.000000

histogram,directory size (entries)
count,578559,items
average,125.737541,ents
min,0,ents
max,322302,ents
bucket min,bucket max,count,val count
0,1,162881,51446
2,3,59902,140432
4,7,40929,244768
8,15,193146,2068349
16,31,45433,1013937
32,63,17622,824525
64,127,15309,1389763
128,255,23282,4050107
256,511,4332,1472903
512,1023,1184,854183
1024,2047,1861,2939803
2048,4095,6162,18572251
4096,8191,6015,32871777
8192,16383,460,4579426
16384,32767,26,557994
32768,65535,12,539836
65536,131071,2,252784
262144,524287,1,322302

histogram,directory size
count,578559,items
average,11.279154,KB
min,8,KB
max,10072,KB
bucket min,bucket max,count,val count
8,16,558479,4467832.000000
16,32,5076,86992.000000
32,64,1819,82584.000000
64,128,5919,542816.000000
128,256,6681,1126448.000000
256,512,540,164488.000000
512,1024,30,19600.000000
1024,2048,12,16920.000000
2048,4096,2,7904.000000
8192,16384,1,10072.000000

histogram,filename length
count,72746587,items
average,18.665238,chars
min,1,chars
max,90,chars
bucket min,bucket max,count,val count
0,7,1420656,6575506
8,15,16788910,203008370
16,23,49084504,1001870599
24,31,4979022,127156063
32,39,340189,11868399
40,47,22971,958813
48,55,636,31570
56,63,109675,6361165
64,71,6,417
72,79,8,606
80,87,6,501
88,95,4,360

histogram,mtime (files)
count,69514915,items
average,1987.091924,days
min,-8217,days
max,14117,days
bucket min,bucket max,count,val count
-1,0,11,-82422.830058
0,2,2047,1706.485718
2,4,1110,4298.926111
4,8,9755,63188.140544
8,16,10331,114724.231748
16,32,3850,104325.750914
32,64,14768,735683.524456
64,128,42849,4118311.494653
128,256,262340,56919813.572768
256,512,2568295,1019622925.849758
