skipped special files,90
skipped duplicate hardlinks,0
skipped snapshot dirs,0
total capacity used,1.26 TB
total user data,2.27 TB
percent overhead,-0.803367

histogram,file size
count,1042830,items
average,2338.856564,KB
min,0,KB
max,1118041,KB
bucket min,bucket max,count,val count
0,2,372624,135254.687500
2,4,3054,9480.374023
4,8,3716,19920.787109
8,16,32912,433619.226562
16,32,103963,1930120.022461
32,64,3934,186756.987305
64,128,9987,1029994.212891
128,256,21879,4021155.828125
256,512,41786,16570699.370117
512,1024,136221,104677322.438477
1024,2048,134605,192523572.473633
2048,4096,67784,194561453.947266
4096,8192,19224,111432670.874023
8192,16384,44617,555658916.977539
16384,32768,43392,957002529.924805
32768,65536,2419,84198903.458008
65536,131072,158,13930687.279297
131072,262144,179,34519225.557617
262144,524288,274,100521142.116211
524288,1048576,100,63493787.542969
1048576,2097152,2,2172576.541016

histogram,capacity used
count,1042830,items
average,1296.850946,KB
min,0,KB
max,541591,KB
bucket min,bucket max,count,val count
0,2,274691,403559.500000
2,4,101980,305940.000000
4,8,26102,161312.000000
8,16,90044,990029.500000
16,32,27036,610078.000000
32,64,11781,535016.500000
64,128,17120,1630334.500000
128,256,32988,6313740.500000
256,512,83347,32630792.000000
512,1024,155800,115618563.500000
1024,2048,94594,134647482.500000
2048,4096,40449,116768704.000000
4096,8192,43346,260166531.000000
8192,16384,34748,389952875.500000
16384,32768,7795,170063306.000000
32768,65536,430,16294513.000000
65536,131072,183,17649017.500000
131072,262144,303,57392070.000000
262144,524288,92,29719615.500000
524288,1048576,1,541591.000000

histogram,directory size (entries)
count,473,items
average,2205.902748,ents
min,0,ents
max,33721,ents
bucket min,bucket max,count,val count
0,1,64,33
2,3,38,107
4,7,7,35
8,15,42,435
16,31,116,2422
32,63,3,154
64,127,28,2629
256,511,2,576
512,1023,3,2052
1024,2047,70,112924
2048,4095,43,112877
4096,8191,31,162008
16384,32767,21,481039
32768,65535,5,166101

histogram,directory size
count,473,items
average,2.156155,KB
min,0,KB
max,32,KB
bucket min,bucket max,count,val count
0,2,373,119.250977
2,4,43,110.315430
4,8,31,158.271484
16,32,21,469.805664
32,64,5,162.217773

histogram,filename length
count,1043393,items
average,17.971995,chars
min,4,chars
max,43,chars
bucket min,bucket max,count,val count
0,7,452,2693
8,15,4428,56538
16,23,1035352,18580982
24,31,861,22808
32,39,1004,35981
40,47,1296,52852

histogram,mtime (files)
count,1042830,items
average,329.173443,days
min,219,days
max,559,days
bucket min,bucket max,count,val count
128,256,120392,30129269.221713
256,512,922209,313015479.928239
512,1024,229,127192.359734

histogram,mtime (KB)
count,2439029790,items
average,342.333461,days
min,219,days
max,559,days
bucket min,bucket max,count,val count
128,256,143933532,35777156505.783493
256,512,2295095773,799184091355.467285
512,1024,485,262408.332125

histogram,ctime (files)
count,1042830,items
average,79.334090,days
min,73,days
max,87,days
bucket min,bucket max,count,val count
