skipped special files,198
skipped duplicate hardlinks,0
skipped snapshot dirs,0
total capacity used,12.50 TB
total user data,32.99 TB
percent overhead,-1.638699

histogram,file size
count,204592,items
average,173142.638017,KB
min,0,KB
max,283152512,KB
bucket min,bucket max,count,val count
0,2,65157,41641.370117
2,4,23325,68531.554688
4,8,23114,130890.497070
8,16,15244,167615.688477
16,32,8047,173720.432617
32,64,4640,214306.828125
64,128,31197,3661865.370117
128,256,3466,665457.317383
256,512,3009,1105577.418945
512,1024,832,605084.856445
1024,2048,831,1239743.720703
2048,4096,585,1632807.536133
4096,8192,1131,6811585.283203
8192,16384,1277,14874685.949219
16384,32768,803,17088614.936523
32768,65536,658,32497645.336914
65536,131072,15330,1487878732.642578
131072,262144,1804,341372912.029297
262144,524288,832,353860758.601562
524288,1048576,687,619668101.000000
1048576,2097152,1048,1909981379.500000
2097152,4194304,314,1077451418.288086
4194304,8388608,208,1150141442.500000
8388608,16777216,798,8234261422.500000
16777216,33554432,82,1756140928.000000
33554432,67108864,54,2284516192.000000
67108864,134217728,60,5848406984.000000
134217728,268435456,53,8623376480.000000
268435456,536870912,6,1655562072.000000

histogram,capacity used
count,204592,items
average,65616.027618,KB
min,0,KB
max,121875615,KB
bucket min,bucket max,count,val count
0,2,39457,57926.500000
2,4,44724,134172.000000
4,8,33427,157511.500000
8,16,14311,141922.000000
16,32,34048,695992.500000
32,64,3960,177911.500000
64,128,3100,286442.500000
128,256,3135,626416.000000
256,512,1835,647439.500000
512,1024,1578,1278222.500000
1024,2048,1283,1986778.000000
2048,4096,810,2074688.500000
4096,8192,654,3672332.000000
8192,16384,483,5695135.000000
16384,32768,2866,78723938.000000
32768,65536,13141,644088276.000000
65536,131072,2340,237103781.500000
131072,262144,842,175420808.500000
262144,524288,731,311893078.500000
524288,1048576,648,443444465.000000
1048576,2097152,508,831166559.000000
2097152,4194304,372,1226167398.500000
4194304,8388608,146,829890474.500000
8388608,16777216,32,427260742.500000
16777216,33554432,59,1388723068.500000
33554432,67108864,57,2953275899.500000
67108864,134217728,45,3859722942.500000

histogram,directory size (entries)
count,39760,items
average,6.150629,ents
min,0,ents
max,27366,ents
bucket min,bucket max,count,val count
0,1,24975,22037
2,3,6282,14657
4,7,4607,22707
8,15,1712,18786
16,31,1396,28690
32,63,447,19275
64,127,197,18603
128,255,86,15148
256,511,24,8611
512,1023,19,13721
1024,2047,10,13471
4096,8191,4,21477
16384,32767,1,27366

histogram,directory size
count,39760,items
average,0.007960,KB
min,0,KB
max,26,KB
bucket min,bucket max,count,val count
0,2,39755,268.765625
4,8,4,20.981445
16,32,1,26.726562

histogram,filename length
count,244550,items
average,18.376831,chars
min,1,chars
max,83,chars
bucket min,bucket max,count,val count
0,7,25698,118961
8,15,101800,1125012
16,23,44390,859413
24,31,30755,848360
32,39,38677,1382122
40,47,2033,85375
48,55,192,9497
56,63,424,26256
64,71,415,27053
72,79,163,11761
80,87,3,244

histogram,mtime (files)
count,204592,items
average,847.040307,days
min,0,days
max,4391,days
bucket min,bucket max,count,val count
0,2,783,814.339977
2,4,1018,3237.245683
4,8,2487,13291.916713
8,16,3507,40894.022593
16,32,687,16631.636725
32,64,1693,83123.053368
64,128,8695,872061.335775
128,256,7648,1286751.440579
256,512,26991,12056877.307523
512,1024,49709,33047580.180420
1024,2048,99941,122420164.394605
2048,4096,1429,3439176.297488
4096,8192,4,17067.373287

histogram,mtime (KB)
count,35423598597,items
average,50.768227,days
min,0,days
max,4391,days
bucket min,bucket max,count,val count
0,2,1297452185,1401240390.527731
2,4,4855427020,14354055019.280325
4,8,1642009773,10573279296.529924
8,16,10534134937,123760537675.006561
16,32,5514683283,118182796371.944229
32,64,2871431139,147116678832.849915
64,128,2624712374,239707455800.478516
128,256,5992095389,1102026103573.076416
256,512,65320508,18195662083.399006
512,1024,13234353,8859328465.561861
1024,2048,12980635,13886834898.630739
2048,4096,116970,329206208.275212
4096,8192,27,118106.680914

histogram,ctime (files)
count,204592,items
average,167.898235,days
min,0,days
max,318,days
bucket min,bucket max,count,val count
0,2,786,815.853368
2,4,1018,3235.383588
4,8,2489,13302.517905
8,16,3506,40884.072569
16,32,686,16611.458588
32,64,1691,82979.304618
64,128,12716,1340006.916979
128,256,181694,32851159.228320
256,512,6,1641.050926

histogram,ctime (KB)
count,35423598597,items
average,47.111469,days
min,0,days
max,318,days
bucket min,bucket max,count,val count
0,2,1297759386,1401095526.188454
2,4,4855427020,14353407391.280771
4,8,1642214574,10573555075.052505
8,16,10534032536,123746820277.817535
