skipped special files,16
skipped duplicate hardlinks,0
skipped snapshot dirs,0
total capacity used,6.34 TB
total user data,6.23 TB
percent overhead,0.017258

histogram,file size
count,935085,items
average,7155.613300,KB
min,0,KB
max,123729,KB
bucket min,bucket max,count,val count
0,2,420,251.525391
2,4,29,69.903320
4,8,9,44.565430
8,16,11,126.833008
16,32,1,26.079102
64,128,1,80.128906
128,256,1,200.674805
512,1024,3,2273.913086
2048,4096,10,23432.105469
4096,8192,934273,6687426626.011719
8192,16384,316,2590495.993164
32768,65536,2,102556.193359
65536,131072,9,960478.372070

histogram,capacity used
count,935085,items
average,7281.250299,KB
min,0,KB
max,123863,KB
bucket min,bucket max,count,val count
0,2,236,340.000000
2,4,184,552.000000
4,8,38,174.500000
8,16,10,122.000000
16,32,2,44.000000
64,128,1,81.000000
256,512,1,261.500000
512,1024,3,2447.000000
2048,4096,10,23858.000000
4096,8192,934273,6804862928.000000
8192,16384,316,2632682.000000
32768,65536,2,102739.000000
65536,131072,9,961707.000000

histogram,directory size (entries)
count,2580,items
average,363.441860,ents
min,0,ents
max,400,ents
bucket min,bucket max,count,val count
0,1,15,14
2,3,10,29
4,7,3,19
8,15,15,145
16,31,49,1161
32,63,40,2040
64,127,144,12672
256,511,2304,921600

histogram,directory size
count,2580,items
average,0.356877,KB
min,0,KB
max,0,KB
bucket min,bucket max,count,val count
0,2,2580,920.742188

histogram,filename length
count,937681,items
average,11.901918,chars
min,4,chars
max,49,chars
bucket min,bucket max,count,val count
0,7,2551,12168
8,15,934562,11136052
16,23,460,7949
24,31,48,1390
32,39,21,732
48,55,39,1911

histogram,mtime (files)
count,935085,items
average,16.699860,days
min,0,days
max,248,days
bucket min,bucket max,count,val count
0,2,52459,81187.662859
2,4,110858,327138.247187
4,8,163340,915487.660035
8,16,426871,5131912.235660
16,32,62873,1038955.576898
32,64,12710,440169.547836
64,128,105733,7636484.307176
128,256,241,44453.445509

histogram,mtime (KB)
count,6691106662,items
average,16.449610,days
min,0,days
max,248,days
bucket min,bucket max,count,val count
0,2,376528140,582704119.767569
2,4,795562455,2347636492.717501
4,8,1172086267,6568921513.723995
8,16,3063479562,36828907527.115158
16,32,451151903,7455119031.297652
32,64,91118623,3155482853.109143
64,128,741179486,53127282373.550995
128,256,222,41144.823762

histogram,ctime (files)
count,935085,items
average,16.634136,days
min,0,days
max,95,days
bucket min,bucket max,count,val count
0,2,52810,81575.338391
2,4,110559,326039.738472
4,8,163428,914844.982037
8,16,427496,5139131.868113
16,32,62342,1030107.218021
32,64,12732,440778.864803
64,128,105718,7621852.685208

histogram,ctime (KB)
count,6691106662,items
average,16.431196,days
min,0,days
max,95,days
bucket min,bucket max,count,val count
0,2,379046966,585485979.576247
2,4,793043691,2338300483.222842
4,8,1172086349,6560932899.739223
8,16,3067469554,36874938492.911430
16,32,447162002,7388569656.443799
32,64,91118641,3154448480.797479
64,128,741179455,53040210512.068970

histogram,atime (files)
count,935085,items
average,14.079679,days
min,0,days
max,95,days
bucket min,bucket max,count,val count
0,2,171396,58072.089525
2,4,96765,381836.986146
4,8,385042,2468143.862222
8,16,163380,2248218.756586
16,32,52,883.986829
32,64,12732,440282.562222
64,128,105718,7568258.540555

histogram,atime (KB)
count,6691106662,items
average,13.869318,days
min,0,days
max,95,days
bucket min,bucket max,count,val count
0,2,1230317034,416743996.333467
2,4,694001693,2738606204.952806
4,8,2762398683,17707874351.216923
8,16,1171916735,16127473121.036802
16,32,174418,2965117.364110
32,64,91118641,3150891313.542165
64,128,741179455,52656534678.144730

-------------------------------------------------------
stats for user 0
histogram,file size
count,0,items
average,0.000000,KB
min,0,KB
max,0,KB
bucket min,bucket max,count,val count

histogram,capacity used
count,0,items
average,0.000000,KB
min,0,KB
max,0,KB
bucket min,bucket max,count,val count

histogram,directory size (entries)
count,1,items
average,2.000000,ents
min,2,ents
max,2,ents
bucket min,bucket max,count,val count
2,3,1,2

histogram,directory size
count,1,items
average,0.003906,KB
min,0,KB
max,0,KB
bucket min,bucket max,count,val count
0,2,1,0.003906

histogram,filename length
count,1,items
average,19.000000,chars
min,19,chars
max,19,chars
bucket min,bucket max,count,val count
16,23,1,19

histogram,mtime (files)
count,0,items
average,0.000000,days
min,0,days
max,0,days
bucket min,bucket max,count,val count

histogram,mtime (KB)
count,0,items
average,0.000000,days
min,0,days
max,0,days
bucket min,bucket max,count,val count

histogram,ctime (files)
count,0,items
average,0.000000,days
min,0,days
max,0,days
bucket min,bucket max,count,val count

histogram,ctime (KB)
count,0,items
average,0.000000,days
min,0,days
max,0,days
bucket min,bucket max,count,val count

histogram,atime (files)
count,0,items
average,0.000000,days
min,0,days
max,0,days
bucket min,bucket max,count,val count

histogram,atime (KB)
count,0,items
average,0.000000,days
min,0,days
max,0,days
bucket min,bucket max,count,val count

-------------------------------------------------------
stats for user 213
histogram,file size
count,935085,items
average,7155.613300,KB
min,0,KB
max,123729,KB
bucket min,bucket max,count,val count
0,2,420,251.525391
2,4,29,69.903320
4,8,9,44.565430
8,16,11,126.833008
16,32,1,26.079102
64,128,1,80.128906
128,256,1,200.674805
512,1024,3,2273.913086
2048,4096,10,23432.105469
4096,8192,934273,6687426626.011719
8192,16384,316,2590495.993164
32768,65536,2,102556.193359
65536,131072,9,960478.372070

histogram,capacity used
count,935085,items
average,7281.250299,KB
min,0,KB
max,123863,KB
bucket min,bucket max,count,val count
0,2,236,340.000000
2,4,184,552.000000
4,8,38,174.500000
8,16,10,122.000000
16,32,2,44.000000
64,128,1,81.000000
256,512,1,261.500000
512,1024,3,2447.000000
2048,4096,10,23858.000000
4096,8192,934273,6804862928.000000
8192,16384,316,2632682.000000
32768,65536,2,102739.000000
65536,131072,9,961707.000000

histogram,directory size (entries)
count,2579,items
average,363.582009,ents
min,0,ents
max,400,ents
bucket min,bucket max,count,val count
0,1,15,14
2,3,9,27
4,7,3,19
8,15,15,145
16,31,49,1161
32,63,40,2040
64,127,144,12672
256,511,2304,921600

histogram,directory size
count,2579,items
average,0.357014,KB
min,0,KB
max,0,KB
bucket min,bucket max,count,val count
0,2,2579,920.738281

histogram,filename length
count,937680,items
average,11.901910,chars
min,4,chars
max,49,chars
bucket min,bucket max,count,val count
0,7,2551,12168
8,15,934562,11136052
16,23,459,7930
24,31,48,1390
32,39,21,732
48,55,39,1911

histogram,mtime (files)
count,935085,items
average,16.699860,days
min,0,days
max,248,days
bucket min,bucket max,count,val count
0,2,52459,81187.662859
2,4,110858,327138.247187
4,8,163340,915487.660035
8,16,426871,5131912.235660
16,32,62873,1038955.576898
32,64,12710,440169.547836
64,128,105733,7636484.307176
128,256,241,44453.445509

histogram,mtime (KB)
count,6691106662,items
average,16.449610,days
min,0,days
max,248,days
bucket min,bucket max,count,val count
0,2,376528140,582704119.767569
2,4,795562455,2347636492.717501
4,8,1172086267,6568921513.723995
8,16,3063479562,36828907527.115158
16,32,451151903,7455119031.297652
32,64,91118623,3155482853.109143
64,128,741179486,53127282373.550995
128,256,222,41144.823762

histogram,ctime (files)
count,935085,items
average,16.634136,days
min,0,days
