#Generated by fsstats v1.4.5 (03/22/2008)
#Comment: This is a comment line that can be modified or repeated before
#uploading to record voluntarily added information.

skipped special files,0
skipped duplicate hardlinks,0
skipped snapshot dirs,0
total capacity used,2.10 TB
total user data,1.79 TB
percent overhead,0.146027

histogram,file size
count,155009,items
average,12409.513701,KB
min,0,KB
max,3482700,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
32768,65536,14,0.000090,0.968450,110270.087891,0.000335,0.127503
65536,131072,105,0.000677,0.969127,2111487.750977,0.006419,0.133923
131072,262144,1475,0.009513,0.978640,50885372.760742,0.154701,0.288623
262144,524288,2184,0.014085,0.992725,115734214.248047,0.351853,0.640476
524288,1048576,1060,0.006836,0.999561,97375575.567383,0.296039,0.936516
1048576,2097152,47,0.000303,0.999865,11260557.556641,0.034234,0.970750
2097152,4194304,21,0.000135,1.000000,9621186.040039,0.029250,1.000000

histogram,negative overhead
count,0,items
average,0.000000,KB
min,0,KB
max,0,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct

histogram,directory size (entries)
count,44,items
average,3523.931818,ents
min,0,ents
max,11300,ents
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,1,6,0.136364,0.136364,3.000000,0.000019,0.000019
4,7,2,0.045455,0.181818,8.000000,0.000052,0.000071
8,15,4,0.090909,0.272727,38.000000,0.000245,0.000316
16,31,7,0.159091,0.431818,158.000000,0.001019,0.001335
32,63,1,0.022727,0.454545,60.000000,0.000387,0.001722
512,1023,2,0.045455,0.500000,1654.000000,0.010667,0.012389
1024,2047,4,0.090909,0.590909,6493.000000,0.041876,0.054265
2048,4095,1,0.022727,0.613636,3231.000000,0.020838,0.075103
4096,8191,9,0.204545,0.818182,53008.000000,0.341870,0.416974
8192,16383,8,0.181818,1.000000,90400.000000,0.583026,1.000000

histogram,directory size
count,44,items
average,126.943248,KB
min,0,KB
max,408,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,19,0.431818,0.431818,7.584961,0.001358,0.001358
2,4,1,0.022727,0.454545,3.037109,0.000544,0.001902
16,32,2,0.045455,0.500000,61.189453,0.010955,0.012857
32,64,4,0.090909,0.590909,227.871094,0.040797,0.053654
64,128,1,0.022727,0.613636,107.966797,0.019330,0.072983
128,256,9,0.204545,0.818182,1909.884766,0.341936,0.414920
256,512,8,0.181818,1.000000,3267.968750,0.585080,1.000000

histogram,filename length
count,155054,items
average,18.888020,chars
min,4,chars
max,62,chars
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,7,37,0.000239,0.000239,193.000000,0.000066,0.000066
8,15,282,0.001819,0.002057,3542.000000,0.001209,0.001275
16,23,154606,0.997111,0.999168,2920434.000000,0.997190,0.998466
24,31,40,0.000258,0.999426,1012.000000,0.000346,0.998811
32,39,44,0.000284,0.999710,1583.000000,0.000541,0.999352
40,47,40,0.000258,0.999968,1642.000000,0.000561,0.999912
48,55,4,0.000026,0.999994,195.000000,0.000067,0.999979
56,63,1,0.000006,1.000000,62.000000,0.000021,1.000000

histogram,link count
count,155009,items
average,1.000000,links
min,1,links
max,1,links
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,1,155009,1.000000,1.000000,155009.000000,1.000000,1.000000

histogram,symlink target length
count,1,items
average,66.000000,chars
min,66,chars
max,66,chars
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
64,71,1,1.000000,1.000000,66.000000,1.000000,1.000000

relative symlink target pct,0.000000
absolute symlink target pct,1.000000
histogram,mtime (files)
count,155009,items
average,10.757057,days
min,2,days
max,182,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
2,4,5,0.000032,0.000032,14.592674,0.000009,0.000009
4,8,5,0.000032,0.000065,30.725324,0.000018,0.000027
8,16,154934,0.999516,0.999581,1663965.864225,0.997916,0.997943
16,32,38,0.000245,0.999826,645.498565,0.000387,0.998330
32,64,7,0.000045,0.999871,373.909074,0.000224,0.998555
64,128,7,0.000045,0.999916,686.299931,0.000412,0.998966
128,256,13,0.000084,1.000000,1723.815162,0.001034,1.000000

histogram,mtime (KB)
count,1923586309,items
average,11.193493,days
min,2,days
max,182,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
2,4,10707,0.000006,0.000006,30502.318464,0.000001,0.000001
4,8,385,0.000000,0.000006,2365.042616,0.000000,0.000002
8,16,1923391011,0.999898,0.999904,21528461916.342037,0.999852,0.999853
16,32,184167,0.000096,1.000000,3152468.388461,0.000146,1.000000
32,64,20,0.000000,1.000000,836.416322,0.000000,1.000000
64,128,8,0.000000,1.000000,957.351255,0.000000,1.000000
128,256,7,0.000000,1.000000,1090.806053,0.000000,1.000000

histogram,ctime (files)
count,155009,items
average,10.742042,days
min,2,days
max,17,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
2,4,5,0.000032,0.000032,14.592674,0.000009,0.000009
4,8,5,0.000032,0.000065,30.725324,0.000018,0.000027
8,16,154934,0.999516,0.999581,1663962.610752,0.999309,0.999336
16,32,65,0.000419,1.000000,1105.290475,0.000664,1.000000

histogram,ctime (KB)
count,1923586309,items
average,11.193431,days
min,2,days
max,17,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
2,4,10707,0.000006,0.000006,30502.318464,0.000001,0.000001
4,8,385,0.000000,0.000006,2365.042616,0.000000,0.000002
8,16,1923391011,0.999898,0.999904,21528355004.025036,0.999853,0.999854
16,32,184204,0.000096,1.000000,3141883.392228,0.000146,1.000000

histogram,atime (files)
count,155009,items
average,10.757057,days
min,2,days
max,182,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
2,4,5,0.000032,0.000032,14.592674,0.000009,0.000009
4,8,5,0.000032,0.000065,30.725324,0.000018,0.000027
8,16,154934,0.999516,0.999581,1663965.864236,0.997916,0.997943
16,32,38,0.000245,0.999826,645.498565,0.000387,0.998330
32,64,7,0.000045,0.999871,373.909074,0.000224,0.998555
64,128,7,0.000045,0.999916,686.299931,0.000412,0.998966
128,256,13,0.000084,1.000000,1723.815162,0.001034,1.000000

histogram,atime (KB)
count,1923586309,items
average,11.193493,days
min,2,days
max,182,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
2,4,10707,0.000006,0.000006,30502.318464,0.000001,0.000001
4,8,385,0.000000,0.000006,2365.042616,0.000000,0.000002
8,16,1923391011,0.999898,0.999904,21528461916.342186,0.999852,0.999853
16,32,184167,0.000096,1.000000,3152468.388461,0.000146,1.000000
32,64,20,0.000000,1.000000,836.416322,0.000000,1.000000
64,128,8,0.000000,1.000000,957.351255,0.000000,1.000000
128,256,7,0.000000,1.000000,1090.806053,0.000000,1.000000

