#Generated by fsstats v1.4.5 (03/22/2008)
#Comment: This is a comment line that can be modified or repeated before
#uploading to record voluntarily added information.

skipped special files,0
skipped duplicate hardlinks,0
skipped snapshot dirs,0
total capacity used,326.48 GB
total user data,277.30 GB
percent overhead,0.150648

histogram,file size
count,47774,items
average,6086.279591,KB
min,0,KB
max,1116290,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,3943,0.082534,0.082534,1307.760742,0.000004,0.000004
2,4,832,0.017415,0.099950,2290.261719,0.000008,0.000012
4,8,828,0.017332,0.117281,4719.858398,0.000016,0.000029
8,16,28335,0.593105,0.710386,367288.374023,0.001263,0.001292
16,32,2399,0.050216,0.760602,45263.267578,0.000156,0.001447
32,64,16,0.000335,0.760937,883.907227,0.000003,0.001450
64,128,22,0.000461,0.761397,1808.513672,0.000006,0.001457
128,256,3,0.000063,0.761460,599.845703,0.000002,0.001459
256,512,5,0.000105,0.761565,1939.548828,0.000007,0.001465
512,1024,1024,0.021434,0.782999,935940.850586,0.003219,0.004684
1024,2048,2127,0.044522,0.827521,3487323.897461,0.011994,0.016678
2048,4096,901,0.018860,0.846381,2924590.473633,0.010058,0.026736
4096,8192,1612,0.033742,0.880123,11107452.281250,0.038201,0.064937
8192,16384,2415,0.050551,0.930674,21308925.396484,0.073285,0.138222
16384,32768,12,0.000251,0.930925,336193.100586,0.001156,0.139379
32768,65536,1543,0.032298,0.963223,84840438.583008,0.291783,0.431161
65536,131072,1669,0.034935,0.998158,117066977.412109,0.402616,0.833777
131072,262144,14,0.000293,0.998451,3390817.376953,0.011662,0.845439
262144,524288,34,0.000712,0.999163,15298175.637695,0.052613,0.898052
524288,1048576,37,0.000774,0.999937,26385446.701172,0.090745,0.988797
1048576,2097152,3,0.000063,1.000000,3257538.143555,0.011203,1.000000

histogram,capacity used
count,47774,items
average,7165.632457,KB
min,1,KB
max,1302817,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,34,0.000712,0.000712,51.000000,0.000000,0.000000
16,32,5569,0.116570,0.117281,142009.500000,0.000415,0.000415
32,64,28335,0.593105,0.710386,1402582.500000,0.004097,0.004512
64,128,2401,0.050257,0.760644,176617.500000,0.000516,0.005028
128,256,28,0.000586,0.761230,5754.000000,0.000017,0.005045
256,512,11,0.000230,0.761460,4008.500000,0.000012,0.005057
512,1024,32,0.000670,0.762130,29184.000000,0.000085,0.005142
1024,2048,1615,0.033805,0.795935,2035182.500000,0.005945,0.011087
2048,4096,1907,0.039917,0.835852,5043580.500000,0.014733,0.025820
4096,8192,1285,0.026897,0.862750,7602287.500000,0.022207,0.048027
8192,16384,3243,0.067882,0.930632,32937728.500000,0.096216,0.144243
16384,32768,6,0.000126,0.930757,138793.000000,0.000405,0.144649
32768,65536,825,0.017269,0.948026,45972765.500000,0.134293,0.278942
65536,131072,2395,0.050132,0.998158,190416096.500000,0.556234,0.835176
262144,524288,25,0.000523,0.998681,8944981.500000,0.026130,0.861306
524288,1048576,56,0.001172,0.999853,39048484.000000,0.114066,0.975372
1048576,2097152,7,0.000147,1.000000,8430818.500000,0.024628,1.000000

histogram,positive overhead
count,47806,items
average,1078.796909,KB
min,1,KB
max,186526,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,3961,0.082856,0.082856,98681.585938,0.001913,0.001913
2,4,833,0.017425,0.100280,18948.254883,0.000367,0.002281
4,8,828,0.017320,0.117600,16394.141602,0.000318,0.002599
8,16,28335,0.592708,0.710308,1035294.125977,0.020074,0.022673
16,32,2401,0.050224,0.760532,131437.042969,0.002549,0.025222
32,64,17,0.000356,0.760888,2327.413086,0.000045,0.025267
64,128,23,0.000481,0.761369,4502.019531,0.000087,0.025354
128,256,12,0.000251,0.761620,7237.863281,0.000140,0.025494
256,512,5,0.000105,0.761724,1315.951172,0.000026,0.025520
512,1024,1024,0.021420,0.783144,268395.149414,0.005204,0.030724
1024,2048,2127,0.044492,0.827637,980394.602539,0.019010,0.049734
2048,4096,901,0.018847,0.846484,668521.026367,0.012963,0.062697
4096,8192,1612,0.033720,0.880203,2114493.718750,0.041000,0.103697
8192,16384,2415,0.050517,0.930720,3882361.103516,0.075279,0.178976
16384,32768,12,0.000251,0.930971,58056.899414,0.001126,0.180101
32768,65536,1543,0.032276,0.963247,14372859.916992,0.278690,0.458791
65536,131072,1669,0.034912,0.998159,19819438.087891,0.384299,0.843090
131072,262144,14,0.000293,0.998452,569027.623047,0.011033,0.854124
262144,524288,34,0.000711,0.999163,2563123.362305,0.049699,0.903823
524288,1048576,37,0.000774,0.999937,4415344.798828,0.085614,0.989436
1048576,2097152,3,0.000063,1.000000,544810.356445,0.010564,1.000000

histogram,negative overhead
count,0,items
average,0.000000,KB
min,0,KB
max,0,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct

histogram,directory size (entries)
count,31,items
average,1542.096774,ents
min,0,ents
max,5008,ents
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,1,5,0.161290,0.161290,4.000000,0.000084,0.000084
2,3,1,0.032258,0.193548,3.000000,0.000063,0.000146
8,15,5,0.161290,0.354839,51.000000,0.001067,0.001213
16,31,5,0.161290,0.516129,119.000000,0.002489,0.003703
32,63,2,0.064516,0.580645,101.000000,0.002113,0.005815
512,1023,2,0.064516,0.645161,1654.000000,0.034599,0.040414
1024,2047,1,0.032258,0.677419,1634.000000,0.034181,0.074595
2048,4095,1,0.032258,0.709677,3231.000000,0.067587,0.142182
4096,8191,9,0.290323,1.000000,41008.000000,0.857818,1.000000

histogram,directory size
count,31,items
average,55.183846,KB
min,0,KB
max,176,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,17,0.548387,0.548387,8.088867,0.004728,0.004728
2,4,1,0.032258,0.580645,2.983398,0.001744,0.006472
16,32,2,0.064516,0.645161,61.189453,0.035769,0.042241
32,64,1,0.032258,0.677419,54.179688,0.031671,0.073912
64,128,1,0.032258,0.709677,107.966797,0.063113,0.137025
128,256,9,0.290323,1.000000,1476.291016,0.862975,1.000000

histogram,filename length
count,47806,items
average,18.644689,chars
min,4,chars
max,62,chars
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,7,24,0.000502,0.000502,131.000000,0.000147,0.000147
8,15,231,0.004832,0.005334,2892.000000,0.003245,0.003392
16,23,47430,0.992135,0.997469,884139.000000,0.991935,0.995326
24,31,44,0.000920,0.998389,1159.000000,0.001300,0.996626
32,39,35,0.000732,0.999121,1252.000000,0.001405,0.998031
40,47,39,0.000816,0.999937,1595.000000,0.001789,0.999820
48,55,2,0.000042,0.999979,98.000000,0.000110,0.999930
56,63,1,0.000021,1.000000,62.000000,0.000070,1.000000

histogram,link count
count,47774,items
average,1.000000,links
min,1,links
max,1,links
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,1,47774,1.000000,1.000000,47774.000000,1.000000,1.000000

histogram,symlink target length
count,1,items
average,66.000000,chars
min,66,chars
max,66,chars
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
64,71,1,1.000000,1.000000,66.000000,1.000000,1.000000

relative symlink target pct,0.000000
absolute symlink target pct,1.000000
histogram,mtime (files)
count,47774,items
average,24.442355,days
min,9,days
max,182,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
8,16,54,0.001130,0.001130,555.150486,0.000475,0.000475
16,32,47699,0.998430,0.999560,1164901.404144,0.997596,0.998071
32,64,6,0.000126,0.999686,291.583218,0.000250,0.998321
64,128,2,0.000042,0.999728,239.543750,0.000205,0.998526
128,256,13,0.000272,1.000000,1721.388495,0.001474,1.000000

histogram,mtime (KB)
count,290765921,items
average,24.342266,days
min,9,days
max,182,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
8,16,1144328,0.003936,0.003936,11774700.274828,0.001664,0.001664
16,32,289621575,0.996064,1.000000,7066124853.317259,0.998336,1.000000
32,64,5,0.000000,1.000000,255.430366,0.000000,1.000000
64,128,3,0.000000,1.000000,455.869071,0.000000,1.000000
128,256,7,0.000000,1.000000,1089.346808,0.000000,1.000000

histogram,ctime (files)
count,47774,items
average,24.406841,days
min,9,days
max,26,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
8,16,54,0.001130,0.001130,555.150451,0.000476,0.000476
16,32,47720,0.998870,1.000000,1165457.272188,0.999524,1.000000

histogram,ctime (KB)
count,290765921,items
average,24.342176,days
min,9,days
max,26,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
8,16,1144328,0.003936,0.003936,11774700.235619,0.001664,0.001664
16,32,289621592,0.996064,1.000000,7066100449.944347,0.998336,1.000000

histogram,atime (files)
count,47774,items
average,24.442355,days
min,9,days
max,182,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
8,16,54,0.001130,0.001130,555.150486,0.000475,0.000475
16,32,47699,0.998430,0.999560,1164901.404144,0.997596,0.998071
32,64,6,0.000126,0.999686,291.583218,0.000250,0.998321
64,128,2,0.000042,0.999728,239.543750,0.000205,0.998526
128,256,13,0.000272,1.000000,1721.388495,0.001474,1.000000

histogram,atime (KB)
count,290765921,items
average,24.342266,days
min,9,days
max,182,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
8,16,1144328,0.003936,0.003936,11774700.274828,0.001664,0.001664
16,32,289621575,0.996064,1.000000,7066124853.317259,0.998336,1.000000
32,64,5,0.000000,1.000000,255.430366,0.000000,1.000000
64,128,3,0.000000,1.000000,455.869071,0.000000,1.000000
128,256,7,0.000000,1.000000,1089.346808,0.000000,1.000000

