#Generated by fsstats v1.4.5 (03/22/2008)
#Comment: This is a comment line that can be modified or repeated before
#uploading to record voluntarily added information.

skipped special files,0
skipped duplicate hardlinks,0
skipped snapshot dirs,0
total capacity used,342.68 GB
total user data,291.31 GB
percent overhead,0.149910

histogram,file size
count,47759,items
average,6395.783650,KB
min,0,KB
max,1700413,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,3935,0.082393,0.082393,1301.002930,0.000004,0.000004
2,4,815,0.017065,0.099458,2290.675781,0.000007,0.000012
4,8,823,0.017232,0.116690,4694.933594,0.000015,0.000027
8,16,28350,0.593605,0.710295,368375.531250,0.001206,0.001233
16,32,2396,0.050169,0.760464,45865.227539,0.000150,0.001383
32,64,11,0.000230,0.760694,611.875977,0.000002,0.001385
64,128,14,0.000293,0.760987,1255.561523,0.000004,0.001389
128,256,3,0.000063,0.761050,599.266602,0.000002,0.001391
256,512,9,0.000188,0.761239,4304.939453,0.000014,0.001405
512,1024,970,0.020310,0.781549,806959.219727,0.002642,0.004047
1024,2048,1721,0.036035,0.817584,2588647.333984,0.008475,0.012522
2048,4096,1235,0.025859,0.843443,3508646.739258,0.011487,0.024009
4096,8192,2386,0.049959,0.893402,15699682.340820,0.051397,0.075406
8192,16384,1774,0.037145,0.930547,19018039.680664,0.062261,0.137667
16384,32768,88,0.001843,0.932390,2558799.312500,0.008377,0.146044
32768,65536,1913,0.040055,0.972445,102719484.089844,0.336282,0.482326
65536,131072,1228,0.025712,0.998157,104778460.424805,0.343023,0.825349
131072,262144,10,0.000209,0.998367,2104032.244141,0.006888,0.832237
262144,524288,27,0.000565,0.998932,10865543.202148,0.035572,0.867809
524288,1048576,45,0.000942,0.999874,32467155.225586,0.106291,0.974099
1048576,2097152,6,0.000126,1.000000,7911482.500000,0.025901,1.000000

histogram,capacity used
count,47759,items
average,7523.495352,KB
min,1,KB
max,1985569,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,36,0.000754,0.000754,54.000000,0.000000,0.000000
16,32,5537,0.115936,0.116690,141193.500000,0.000393,0.000393
32,64,28350,0.593605,0.710295,1403325.000000,0.003906,0.004299
64,128,2396,0.050169,0.760464,176106.000000,0.000490,0.004789
128,256,17,0.000356,0.760820,3385.500000,0.000009,0.004798
256,512,11,0.000230,0.761050,3960.500000,0.000011,0.004809
512,1024,258,0.005402,0.766452,235171.000000,0.000654,0.005464
1024,2048,1627,0.034067,0.800519,2260352.500000,0.006291,0.011754
2048,4096,1864,0.039029,0.839549,5270636.000000,0.014669,0.026423
4096,8192,1303,0.027283,0.866831,7988866.500000,0.022234,0.048657
8192,16384,2977,0.062334,0.929165,32856265.500000,0.091441,0.140098
16384,32768,87,0.001822,0.930987,1713490.500000,0.004769,0.144867
32768,65536,944,0.019766,0.950753,48634344.000000,0.135353,0.280220
65536,131072,2264,0.047405,0.998157,196335412.000000,0.546416,0.826636
131072,262144,8,0.000168,0.998325,1904964.000000,0.005302,0.831938
262144,524288,22,0.000461,0.998786,9224985.000000,0.025674,0.857612
524288,1048576,47,0.000984,0.999770,36208646.500000,0.100771,0.958383
1048576,2097152,11,0.000230,1.000000,14953456.500000,0.041617,1.000000

histogram,positive overhead
count,47791,items
average,1127.124221,KB
min,1,KB
max,285156,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,3953,0.082714,0.082714,98461.474609,0.001828,0.001828
2,4,816,0.017074,0.099789,18514.434570,0.000344,0.002172
4,8,823,0.017221,0.117009,16291.566406,0.000302,0.002474
8,16,28350,0.593208,0.710217,1034949.468750,0.019213,0.021687
16,32,2398,0.050177,0.760394,130566.583008,0.002424,0.024111
32,64,12,0.000251,0.760645,1727.944336,0.000032,0.024143
64,128,15,0.000314,0.760959,3266.971680,0.000061,0.024204
128,256,12,0.000251,0.761210,7262.442383,0.000135,0.024339
256,512,9,0.000188,0.761399,2348.560547,0.000044,0.024382
512,1024,970,0.020297,0.781695,255927.780273,0.004751,0.029134
1024,2048,1721,0.036011,0.817706,693566.166016,0.012876,0.042009
2048,4096,1235,0.025842,0.843548,740421.760742,0.013746,0.055755
4096,8192,2386,0.049926,0.893474,2966280.659180,0.055067,0.110822
8192,16384,1774,0.037120,0.930594,3426757.319336,0.063616,0.174438
16384,32768,88,0.001841,0.932435,440132.687500,0.008171,0.182609
32768,65536,1913,0.040028,0.972463,17405513.410156,0.323124,0.505733
65536,131072,1228,0.025695,0.998159,17680565.575195,0.328230,0.833963
131072,262144,10,0.000209,0.998368,353830.755859,0.006569,0.840531
262144,524288,27,0.000565,0.998933,1823137.297852,0.033846,0.874377
524288,1048576,45,0.000942,0.999874,5441256.274414,0.101014,0.975391
1048576,2097152,6,0.000126,1.000000,1325614.500000,0.024609,1.000000

histogram,negative overhead
count,0,items
average,0.000000,KB
min,0,KB
max,0,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct

histogram,directory size (entries)
count,31,items
average,1541.612903,ents
min,0,ents
max,5008,ents
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,1,5,0.161290,0.161290,4.000000,0.000084,0.000084
2,3,2,0.064516,0.225806,6.000000,0.000126,0.000209
8,15,4,0.129032,0.354839,41.000000,0.000858,0.001067
16,31,5,0.161290,0.516129,114.000000,0.002385,0.003453
32,63,2,0.064516,0.580645,98.000000,0.002051,0.005503
512,1023,2,0.064516,0.645161,1654.000000,0.034610,0.040113
1024,2047,1,0.032258,0.677419,1634.000000,0.034191,0.074304
2048,4095,1,0.032258,0.709677,3231.000000,0.067608,0.141913
4096,8191,9,0.290323,1.000000,41008.000000,0.858087,1.000000

histogram,directory size
count,31,items
average,55.144342,KB
min,0,KB
max,176,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,17,0.548387,0.548387,6.958008,0.004070,0.004070
2,4,1,0.032258,0.580645,2.889648,0.001690,0.005761
16,32,2,0.064516,0.645161,61.189453,0.035794,0.041555
32,64,1,0.032258,0.677419,54.179688,0.031694,0.073249
64,128,1,0.032258,0.709677,107.966797,0.063158,0.136407
128,256,9,0.290323,1.000000,1476.291016,0.863593,1.000000

histogram,filename length
count,47791,items
average,18.629951,chars
min,4,chars
max,62,chars
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,7,24,0.000502,0.000502,131.000000,0.000147,0.000147
8,15,233,0.004875,0.005378,2922.000000,0.003282,0.003429
16,23,47449,0.992844,0.998221,884450.000000,0.993380,0.996809
24,31,36,0.000753,0.998975,946.000000,0.001063,0.997872
32,39,31,0.000649,0.999623,1103.000000,0.001239,0.999110
40,47,14,0.000293,0.999916,583.000000,0.000655,0.999765
48,55,3,0.000063,0.999979,147.000000,0.000165,0.999930
56,63,1,0.000021,1.000000,62.000000,0.000070,1.000000

histogram,link count
count,47759,items
average,1.000000,links
min,1,links
max,1,links
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,1,47759,1.000000,1.000000,47759.000000,1.000000,1.000000

histogram,symlink target length
count,1,items
average,66.000000,chars
min,66,chars
max,66,chars
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
64,71,1,1.000000,1.000000,66.000000,1.000000,1.000000

relative symlink target pct,0.000000
absolute symlink target pct,1.000000
histogram,mtime (files)
count,47759,items
average,42.543443,days
min,10,days
max,182,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
8,16,53,0.001110,0.001110,558.030081,0.000275,0.000275
32,64,47691,0.998576,0.999686,2029311.780660,0.998759,0.999034
64,128,2,0.000042,0.999728,239.753194,0.000118,0.999152
128,256,13,0.000272,1.000000,1722.749884,0.000848,1.000000

histogram,mtime (KB)
count,305456231,items
average,42.274132,days
min,10,days
max,182,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
8,16,1528392,0.005004,0.005004,16104865.401986,0.001247,0.001247
32,64,303927827,0.994996,1.000000,12896790639.832787,0.998753,1.000000
64,128,3,0.000000,1.000000,456.267711,0.000000,1.000000
128,256,7,0.000000,1.000000,1090.165462,0.000000,1.000000

histogram,ctime (files)
count,47759,items
average,42.514935,days
min,10,days
max,48,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
8,16,53,0.001110,0.001110,558.030000,0.000275,0.000275
32,64,47706,0.998890,1.000000,2029912.737384,0.999725,1.000000

histogram,ctime (KB)
count,305456231,items
average,42.273335,days
min,10,days
max,48,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
8,16,1528392,0.005004,0.005004,16104865.136693,0.001247,0.001247
32,64,303927839,0.994996,1.000000,12896548649.307312,0.998753,1.000000

histogram,atime (files)
count,47759,items
average,42.543443,days
min,10,days
max,182,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
8,16,53,0.001110,0.001110,558.030081,0.000275,0.000275
32,64,47691,0.998576,0.999686,2029311.780671,0.998759,0.999034
64,128,2,0.000042,0.999728,239.753194,0.000118,0.999152
128,256,13,0.000272,1.000000,1722.749884,0.000848,1.000000

histogram,atime (KB)
count,305456231,items
average,42.274132,days
min,10,days
max,182,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
8,16,1528392,0.005004,0.005004,16104865.401986,0.001247,0.001247
32,64,303927827,0.994996,1.000000,12896790639.832937,0.998753,1.000000
64,128,3,0.000000,1.000000,456.267711,0.000000,1.000000
128,256,7,0.000000,1.000000,1090.165462,0.000000,1.000000

