#Generated by fsstats v1.4.5 (03/22/2008)
#Comment: This is a comment line that can be modified or repeated before
#uploading to record voluntarily added information.

skipped special files,0
skipped duplicate hardlinks,0
skipped snapshot dirs,0
total capacity used,728.33 GB
total user data,621.83 GB
percent overhead,0.146217

histogram,file size
count,45512,items
average,14326.726087,KB
min,0,KB
max,11965855,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
average,16780.132800,KB
min,1,KB
max,13964361,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,33,0.000725,0.000725,49.500000,0.000000,0.000000
16,32,3246,0.071322,0.072047,82773.000000,0.000108,0.000108
32,64,28044,0.616189,0.688236,1388178.000000,0.001818,0.001926
64,128,2799,0.061500,0.749736,205774.500000,0.000269,0.002196
128,256,8,0.000176,0.749912,1596.000000,0.000002,0.002198
256,512,19,0.000417,0.750330,6780.500000,0.000009,0.002207
512,1024,17,0.000374,0.750703,15849.500000,0.000021,0.002227
1024,2048,267,0.005867,0.756570,357368.500000,0.000468,0.002695
2048,4096,1681,0.036935,0.793505,4662145.500000,0.006105,0.008800
4096,8192,1599,0.035134,0.828639,8355982.500000,0.010941,0.019741
8192,16384,1091,0.023972,0.852610,10549636.500000,0.013814,0.033555
16384,32768,3411,0.074947,0.927558,76264308.500000,0.099862,0.133417
32768,65536,131,0.002878,0.930436,6850212.500000,0.008970,0.142387
65536,131072,830,0.018237,0.948673,85916165.000000,0.112500,0.254887
131072,262144,2249,0.049416,0.998088,393019917.500000,0.514628,0.769515
262144,524288,11,0.000242,0.998330,4510912.500000,0.005907,0.775422
524288,1048576,35,0.000769,0.999099,26596260.500000,0.034826,0.810247
1048576,2097152,28,0.000615,0.999714,39839682.000000,0.052167,0.862414
2097152,4194304,5,0.000110,0.999824,12134455.500000,0.015889,0.878303
4194304,8388608,1,0.000022,0.999846,5266289.500000,0.006896,0.885199
8388608,16777216,7,0.000154,1.000000,87673066.500000,0.114801,1.000000

histogram,positive overhead
count,45554,items
average,2451.312597,KB
min,1,KB
max,1998505,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,2408,0.052860,0.052860,59029.221680,0.000529,0.000529
2,4,81,0.001778,0.054638,1834.156250,0.000016,0.000545
4,8,819,0.017979,0.072617,16212.473633,0.000145,0.000690
8,16,28044,0.615621,0.688238,1024702.703125,0.009176,0.009867
16,32,2800,0.061466,0.749704,154603.171875,0.001385,0.011251
32,64,6,0.000132,0.749835,901.888672,0.000008,0.011259
64,128,19,0.000417,0.750252,4303.902344,0.000039,0.011298
128,256,14,0.000307,0.750560,7286.866211,0.000065,0.011363
256,512,3,0.000066,0.750626,788.077148,0.000007,0.011370
512,1024,190,0.004171,0.754797,49685.537109,0.000445,0.011815
1024,2048,625,0.013720,0.768516,314253.971680,0.002814,0.014629
2048,4096,1667,0.036594,0.805110,1047045.893555,0.009376,0.024006
4096,8192,1828,0.040128,0.845239,2003513.782227,0.017942,0.041948
8192,16384,584,0.012820,0.858059,1248484.035156,0.011180,0.053128
16384,32768,3174,0.069676,0.927734,10699371.102539,0.095815,0.148943
32768,65536,347,0.007617,0.935351,3259579.534180,0.029190,0.178133
65536,131072,896,0.019669,0.955020,15931751.930664,0.142672,0.320805
131072,262144,1965,0.043136,0.998156,50793901.138672,0.454869,0.775674
262144,524288,13,0.000285,0.998441,907971.345703,0.008131,0.783805
524288,1048576,35,0.000768,0.999210,4227441.125000,0.037858,0.821662
1048576,2097152,27,0.000593,0.999802,6228247.869141,0.055775,0.877438
2097152,4194304,1,0.000022,0.999824,385502.821289,0.003452,0.880890
4194304,8388608,1,0.000022,0.999846,753572.634766,0.006748,0.887638
8388608,16777216,7,0.000154,1.000000,12547108.843750,0.112362,1.000000

histogram,negative overhead
count,0,items
average,0.000000,KB
min,0,KB
max,0,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct

histogram,directory size (entries)
count,41,items
average,1111.048780,ents
min,0,ents
max,4500,ents
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,1,7,0.170732,0.170732,2.000000,0.000044,0.000044
4,7,2,0.048780,0.219512,8.000000,0.000176,0.000220
8,15,4,0.097561,0.317073,41.000000,0.000900,0.001120
16,31,6,0.146341,0.463415,131.000000,0.002876,0.003995
32,63,1,0.024390,0.487805,55.000000,0.001207,0.005203
64,127,8,0.195122,0.682927,800.000000,0.017562,0.022765
512,1023,2,0.048780,0.731707,1654.000000,0.036309,0.059074
1024,2047,2,0.048780,0.780488,3631.000000,0.079709,0.138783
2048,4095,1,0.024390,0.804878,3231.000000,0.070928,0.209712
4096,8191,8,0.195122,1.000000,36000.000000,0.790288,1.000000

histogram,directory size
count,41,items
average,39.786419,KB
min,0,KB
max,162,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,19,0.463415,0.463415,6.580078,0.004034,0.004034
2,4,9,0.219512,0.682927,29.342773,0.017988,0.022022
16,32,2,0.048780,0.731707,61.189453,0.037511,0.059533
32,64,1,0.024390,0.756098,54.133789,0.033186,0.092718
64,128,2,0.048780,0.804878,179.997070,0.110343,0.203062
128,256,8,0.195122,1.000000,1300.000000,0.796938,1.000000

histogram,filename length
count,45554,items
average,18.670172,chars
min,4,chars
max,62,chars
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,7,32,0.000702,0.000702,158.000000,0.000186,0.000186
8,15,217,0.004764,0.005466,2709.000000,0.003185,0.003371
16,23,45199,0.992207,0.997673,843848.000000,0.992178,0.995549
24,31,26,0.000571,0.998244,673.000000,0.000791,0.996340
32,39,41,0.000900,0.999144,1474.000000,0.001733,0.998073
40,47,36,0.000790,0.999934,1481.000000,0.001741,0.999814
48,55,2,0.000044,0.999978,96.000000,0.000113,0.999927
56,63,1,0.000022,1.000000,62.000000,0.000073,1.000000

histogram,link count
count,45512,items
average,1.000000,links
min,1,links
max,1,links
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,1,45512,1.000000,1.000000,45512.000000,1.000000,1.000000

histogram,symlink target length
count,1,items
average,66.000000,chars
min,66,chars
max,66,chars
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
64,71,1,1.000000,1.000000,66.000000,1.000000,1.000000

relative symlink target pct,0.000000
absolute symlink target pct,1.000000
histogram,mtime (files)
count,45512,items
average,8.895929,days
min,1,days
max,182,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,4,0.000088,0.000088,4.485336,0.000011,0.000011
2,4,1,0.000022,0.000110,3.373310,0.000008,0.000019
4,8,1918,0.042143,0.042253,15154.818900,0.037431,0.037451
8,16,43565,0.957220,0.999473,387212.080197,0.956383,0.993833
16,32,1,0.000022,0.999495,18.134421,0.000045,0.993878
32,64,6,0.000132,0.999626,271.146088,0.000670,0.994548
64,128,4,0.000088,0.999714,484.087870,0.001196,0.995743
128,256,13,0.000286,1.000000,1723.392963,0.004257,1.000000

histogram,mtime (KB)
count,652037957,items
average,8.564256,days
min,1,days
max,182,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,145,0.000000,0.000000,174.604247,0.000000,0.000000
2,4,49,0.000000,0.000000,165.954343,0.000000,0.000000
4,8,36432130,0.055874,0.055875,289567098.369926,0.051855,0.051855
8,16,615605611,0.944125,1.000000,5294650567.644045,0.948145,1.000000
16,32,0,0.000000,1.000000,2.851213,0.000000,1.000000
32,64,5,0.000000,1.000000,237.073825,0.000000,1.000000
64,128,6,0.000000,1.000000,800.628061,0.000000,1.000000
128,256,7,0.000000,1.000000,1090.552169,0.000000,1.000000

histogram,ctime (files)
count,45512,items
average,8.848437,days
min,1,days
max,14,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,4,0.000088,0.000088,4.485336,0.000011,0.000011
2,4,1,0.000022,0.000110,3.373310,0.000008,0.000020
4,8,1918,0.042143,0.042253,15154.818808,0.037632,0.037652
8,16,43589,0.957747,1.000000,387547.407141,0.962348,1.000000

histogram,ctime (KB)
count,652037957,items
average,8.564177,days
min,1,days
max,14,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,145,0.000000,0.000000,174.604247,0.000000,0.000000
2,4,49,0.000000,0.000000,165.954343,0.000000,0.000000
4,8,36432130,0.055874,0.055875,289567064.242364,0.051855,0.051855
8,16,615605632,0.944125,1.000000,5294601254.178788,0.948145,1.000000

histogram,atime (files)
count,45512,items
average,8.895929,days
min,1,days
max,182,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,4,0.000088,0.000088,4.485336,0.000011,0.000011
2,4,1,0.000022,0.000110,3.373310,0.000008,0.000019
4,8,1918,0.042143,0.042253,15154.818900,0.037431,0.037451
8,16,43565,0.957220,0.999473,387212.080197,0.956383,0.993833
16,32,1,0.000022,0.999495,18.134421,0.000045,0.993878
32,64,6,0.000132,0.999626,271.146088,0.000670,0.994548
64,128,4,0.000088,0.999714,484.087870,0.001196,0.995743
128,256,13,0.000286,1.000000,1723.392963,0.004257,1.000000

histogram,atime (KB)
count,652037957,items
average,8.564256,days
min,1,days
max,182,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,145,0.000000,0.000000,174.604247,0.000000,0.000000
2,4,49,0.000000,0.000000,165.954343,0.000000,0.000000
4,8,36432130,0.055874,0.055875,289567098.369926,0.051855,0.051855
8,16,615605611,0.944125,1.000000,5294650567.644045,0.948145,1.000000
16,32,0,0.000000,1.000000,2.851213,0.000000,1.000000
32,64,5,0.000000,1.000000,237.073825,0.000000,1.000000
64,128,6,0.000000,1.000000,800.628061,0.000000,1.000000
128,256,7,0.000000,1.000000,1090.552169,0.000000,1.000000

