#Generated by fsstats v1.4.5 (03/22/2008)
#Comment: This is a comment line that can be modified or repeated before
#uploading to record voluntarily added information.

skipped special files,0
skipped duplicate hardlinks,0
skipped snapshot dirs,0
total capacity used,711.26 GB
total user data,607.11 GB
percent overhead,0.146426

histogram,file size
count,47285,items
average,13463.074982,KB
min,0,KB
max,11848993,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
8,16,28836,0.609525,0.697119,1052671.962891,0.009638,0.010514
16,32,2922,0.061764,0.758883,162846.088867,0.001491,0.012005
32,64,9,0.000190,0.759073,1116.783203,0.000010,0.012015
64,128,20,0.000423,0.759496,4315.850586,0.000040,0.012055
128,256,11,0.000233,0.759729,6921.256836,0.000063,0.012118
256,512,2,0.000042,0.759771,527.518555,0.000005,0.012123
512,1024,108,0.002283,0.762054,28229.120117,0.000258,0.012381
1024,2048,889,0.018791,0.780845,440671.040039,0.004035,0.016416
2048,4096,1823,0.038534,0.819379,1227375.432617,0.011237,0.027653
4096,8192,1330,0.028113,0.847492,1478145.892578,0.013533,0.041187
8192,16384,1235,0.026105,0.873597,2871068.901367,0.026286,0.067473
16384,32768,2676,0.056564,0.930161,8783618.984375,0.080419,0.147892
32768,65536,206,0.004354,0.934516,1916487.138672,0.017547,0.165439
65536,131072,1324,0.027986,0.962502,23184115.139648,0.212265,0.377704
131072,262144,1684,0.035596,0.998098,42196474.366211,0.386335,0.764039
262144,524288,13,0.000275,0.998372,1029496.548828,0.009426,0.773464
524288,1048576,45,0.000951,0.999324,5841949.003906,0.053487,0.826951
1048576,2097152,23,0.000486,0.999810,5731133.318359,0.052472,0.879423
2097152,4194304,1,0.000021,0.999831,375974.973633,0.003442,0.882865
4194304,8388608,1,0.000021,0.999852,804567.117188,0.007366,0.890232
8388608,16777216,7,0.000148,1.000000,11989176.856445,0.109768,1.000000

histogram,negative overhead
count,2,items
average,8320.551270,KB
min,3297,KB
max,13343,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
16384,32768,2,1.000000,1.000000,16641.102539,1.000000,1.000000

histogram,directory size (entries)
count,25,items
average,1892.400000,ents
min,0,ents
max,4606,ents
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,1,3,0.120000,0.120000,2.000000,0.000042,0.000042
2,3,1,0.040000,0.160000,3.000000,0.000063,0.000106
8,15,2,0.080000,0.240000,19.000000,0.000402,0.000507
16,31,5,0.200000,0.440000,110.000000,0.002325,0.002832
32,63,1,0.040000,0.480000,52.000000,0.001099,0.003932
512,1023,2,0.080000,0.560000,1654.000000,0.034961,0.038892
1024,2047,1,0.040000,0.600000,1633.000000,0.034517,0.073409
2048,4095,1,0.040000,0.640000,3231.000000,0.068294,0.141704
4096,8191,9,0.360000,1.000000,40606.000000,0.858296,1.000000

histogram,directory size
count,25,items
average,67.697773,KB
min,0,KB
max,162,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,11,0.440000,0.440000,4.841797,0.002861,0.002861
2,4,1,0.040000,0.480000,2.642578,0.001561,0.004422
16,32,2,0.080000,0.560000,61.189453,0.036154,0.040577
32,64,1,0.040000,0.600000,54.133789,0.031986,0.072562
64,128,1,0.040000,0.640000,107.966797,0.063793,0.136356
128,256,9,0.360000,1.000000,1461.669922,0.863644,1.000000

histogram,filename length
count,47311,items
average,18.632939,chars
min,4,chars
max,60,chars
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,7,22,0.000465,0.000465,117.000000,0.000133,0.000133
8,15,227,0.004798,0.005263,2853.000000,0.003236,0.003369
16,23,46977,0.992940,0.998203,875509.000000,0.993155,0.996524
24,31,19,0.000402,0.998605,487.000000,0.000552,0.997077
32,39,31,0.000655,0.999260,1100.000000,0.001248,0.998325
40,47,32,0.000676,0.999937,1321.000000,0.001499,0.999823
48,55,2,0.000042,0.999979,96.000000,0.000109,0.999932
56,63,1,0.000021,1.000000,60.000000,0.000068,1.000000

histogram,link count
count,47285,items
average,1.000000,links
min,1,links
max,1,links
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,1,47285,1.000000,1.000000,47285.000000,1.000000,1.000000

histogram,symlink target length
count,1,items
average,64.000000,chars
min,64,chars
max,64,chars
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
64,71,1,1.000000,1.000000,64.000000,1.000000,1.000000

relative symlink target pct,0.000000
absolute symlink target pct,1.000000
histogram,mtime (files)
count,47285,items
average,4.649196,days
min,0,days
max,182,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,1,0.000021,0.000021,0.995185,0.000005,0.000005
2,4,6089,0.128772,0.128793,21545.116169,0.098005,0.098009
4,8,41139,0.870022,0.998816,195533.571424,0.889447,0.987457
8,16,32,0.000677,0.999492,260.748970,0.001186,0.988643
16,32,1,0.000021,0.999514,18.135104,0.000082,0.988725
32,64,6,0.000127,0.999640,271.150185,0.001233,0.989959
64,128,4,0.000085,0.999725,484.090602,0.002202,0.992161
128,256,13,0.000275,1.000000,1723.401840,0.007839,1.000000

histogram,mtime (KB)
count,636601500,items
average,4.261715,days
min,0,days
max,182,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,85,0.000000,0.000000,85.256465,0.000000,0.000000
2,4,251963621,0.395795,0.395795,954591681.629522,0.351857,0.351857
4,8,384463409,0.603931,0.999726,1756999632.741822,0.647619,0.999476
8,16,174363,0.000274,1.000000,1420390.972132,0.000524,0.999999
16,32,0,0.000000,1.000000,2.851320,0.000000,0.999999
32,64,5,0.000000,1.000000,237.077560,0.000000,0.999999
64,128,6,0.000000,1.000000,800.632585,0.000000,1.000000
128,256,7,0.000000,1.000000,1090.557507,0.000000,1.000000

histogram,ctime (files)
count,47285,items
average,4.600437,days
min,0,days
max,8,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,1,0.000021,0.000021,0.995185,0.000005,0.000005
2,4,6090,0.128793,0.128815,21549.112604,0.099062,0.099067
4,8,41138,0.870001,0.998816,195528.729792,0.898852,0.997918
8,16,56,0.001184,1.000000,452.841586,0.002082,1.000000

histogram,ctime (KB)
count,636601500,items
average,4.261670,days
min,0,days
max,8,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,85,0.000000,0.000000,85.256465,0.000000,0.000000
2,4,251979332,0.395820,0.395820,954654201.527428,0.351883,0.351883
4,8,384447699,0.603906,0.999726,1756921163.526331,0.647597,0.999480
8,16,174383,0.000274,1.000000,1410157.001957,0.000520,1.000000

histogram,atime (files)
count,47285,items
average,4.649196,days
min,0,days
max,182,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,1,0.000021,0.000021,0.995185,0.000005,0.000005
2,4,6089,0.128772,0.128793,21545.116169,0.098005,0.098009
4,8,41139,0.870022,0.998816,195533.571424,0.889447,0.987457
8,16,32,0.000677,0.999492,260.748970,0.001186,0.988643
16,32,1,0.000021,0.999514,18.135104,0.000082,0.988725
32,64,6,0.000127,0.999640,271.150185,0.001233,0.989959
64,128,4,0.000085,0.999725,484.090602,0.002202,0.992161
128,256,13,0.000275,1.000000,1723.401840,0.007839,1.000000

histogram,atime (KB)
count,636601500,items
average,4.261715,days
min,0,days
max,182,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,85,0.000000,0.000000,85.256465,0.000000,0.000000
2,4,251963621,0.395795,0.395795,954591681.629522,0.351857,0.351857
4,8,384463409,0.603931,0.999726,1756999632.741822,0.647619,0.999476
8,16,174363,0.000274,1.000000,1420390.972132,0.000524,0.999999
16,32,0,0.000000,1.000000,2.851320,0.000000,0.999999
32,64,5,0.000000,1.000000,237.077560,0.000000,0.999999
64,128,6,0.000000,1.000000,800.632585,0.000000,1.000000
128,256,7,0.000000,1.000000,1090.557507,0.000000,1.000000

