#Generated by fsstats v1.4.5 (03/22/2008)
#Comment: This is a comment line that can be modified or repeated before
#uploading to record voluntarily added information.

skipped special files,0
skipped duplicate hardlinks,0
skipped snapshot dirs,0
total capacity used,972.59 GB
total user data,827.58 GB
percent overhead,0.149099

histogram,file size
count,127531,items
average,6804.439936,KB
min,0,KB
max,2340291,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,9679,0.075895,0.075895,3635.606445,0.000004,0.000004
2,4,816,0.006398,0.082294,2321.849609,0.000003,0.000007
4,8,2497,0.019580,0.101873,14038.936523,0.000016,0.000023
8,16,85273,0.668645,0.770519,1105577.957031,0.001274,0.001297
16,32,2394,0.018772,0.789290,45552.184570,0.000052,0.001350
32,64,2407,0.018874,0.808164,94022.256836,0.000108,0.001458
64,128,45,0.000353,0.808517,4203.847656,0.000005,0.001463
128,256,33,0.000259,0.808776,5965.705078,0.000007,0.001470
256,512,509,0.003991,0.812767,197531.226562,0.000228,0.001697
512,1024,2333,0.018294,0.831061,1714590.950195,0.001976,0.003673
1024,2048,3646,0.028589,0.859650,5176703.782227,0.005965,0.009639
2048,4096,3696,0.028981,0.888631,10710340.307617,0.012342,0.021981
4096,8192,4557,0.035732,0.924363,27108261.566406,0.031239,0.053220
8192,16384,2017,0.015816,0.940179,23377476.725586,0.026939,0.080159
16384,32768,1598,0.012530,0.952710,34280103.278320,0.039503,0.119662
32768,65536,2081,0.016318,0.969027,101871386.766602,0.117394,0.237056
65536,131072,2292,0.017972,0.986999,218092728.498047,0.251323,0.488379
131072,262144,1126,0.008829,0.995828,197806240.704102,0.227946,0.716325
262144,524288,399,0.003129,0.998957,127282233.724609,0.146676,0.863002
524288,1048576,97,0.000761,0.999718,66693477.488281,0.076856,0.939857
1048576,2097152,29,0.000227,0.999945,36753822.025391,0.042354,0.982211
2097152,4194304,7,0.000055,1.000000,15436814.099609,0.017789,1.000000

histogram,capacity used
count,127531,items
average,7996.584803,KB
min,1,KB
max,2731689,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,197,0.001545,0.001545,295.500000,0.000000,0.000000
16,32,12795,0.100329,0.101873,326272.500000,0.000320,0.000320
32,64,85273,0.668645,0.770519,4221013.500000,0.004139,0.004459
64,128,3483,0.027311,0.797830,308584.500000,0.000303,0.004762
128,256,1337,0.010484,0.808313,197125.500000,0.000193,0.004955
256,512,59,0.000463,0.808776,23440.500000,0.000023,0.004978
512,1024,1921,0.015063,0.823839,1601609.500000,0.001570,0.006549
1024,2048,3689,0.028926,0.852765,5494597.500000,0.005388,0.011936
2048,4096,3626,0.028432,0.881198,10733695.000000,0.010525,0.022462
4096,8192,3596,0.028197,0.909395,19888114.000000,0.019502,0.041963
8192,16384,3862,0.030283,0.939677,43070585.000000,0.042234,0.084197
16384,32768,1499,0.011754,0.951431,35843272.500000,0.035147,0.119344
32768,65536,1581,0.012397,0.963828,78843403.500000,0.077312,0.196656
65536,131072,2415,0.018937,0.982765,226011334.500000,0.221620,0.418276
131072,262144,1648,0.012922,0.995687,300866280.000000,0.295021,0.713297
262144,524288,409,0.003207,0.998894,149062701.500000,0.146167,0.859464
524288,1048576,99,0.000776,0.999671,75739036.500000,0.074268,0.933732
1048576,2097152,35,0.000274,0.999945,49560812.500000,0.048598,0.982330
2097152,4194304,7,0.000055,1.000000,18020282.500000,0.017670,1.000000

histogram,positive overhead
count,127579,items
average,1191.860051,KB
min,1,KB
max,391398,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,9699,0.076023,0.076023,238737.334961,0.001570,0.001570
2,4,818,0.006412,0.082435,18531.216797,0.000122,0.001692
4,8,2497,0.019572,0.102007,49634.563477,0.000326,0.002018
8,16,85273,0.668394,0.770401,3115435.542969,0.020489,0.022507
16,32,2396,0.018781,0.789182,131044.625977,0.000862,0.023369
32,64,2411,0.018898,0.808080,232380.162109,0.001528,0.024897
64,128,47,0.000368,0.808448,10122.718750,0.000067,0.024964
128,256,43,0.000337,0.808785,15792.306641,0.000104,0.025068
256,512,517,0.004052,0.812838,143629.835938,0.000945,0.026012
512,1024,2333,0.018287,0.831124,612700.549805,0.004029,0.030042
1024,2048,3646,0.028578,0.859703,1272173.217773,0.008366,0.038408
2048,4096,3696,0.028970,0.888673,2277875.692383,0.014980,0.053388
4096,8192,4557,0.035719,0.924392,5157757.933594,0.033920,0.087309
8192,16384,2017,0.015810,0.940202,4241444.774414,0.027894,0.115202
16384,32768,1598,0.012526,0.952727,5945341.721680,0.039100,0.154302
32768,65536,2081,0.016311,0.969039,17298726.733398,0.113765,0.268067
65536,131072,2292,0.017965,0.987004,36781981.501953,0.241897,0.509964
131072,262144,1126,0.008826,0.995830,33251264.295898,0.218677,0.728642
262144,524288,399,0.003127,0.998958,21353164.775391,0.140429,0.869071
524288,1048576,97,0.000760,0.999718,11172836.011719,0.073478,0.942549
1048576,2097152,29,0.000227,0.999945,6152269.474609,0.040460,0.983010
2097152,4194304,7,0.000055,1.000000,2583468.400391,0.016990,1.000000

histogram,negative overhead
count,0,items
average,0.000000,KB
min,0,KB
max,0,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct

histogram,directory size (entries)
count,47,items
average,2714.425532,ents
min,0,ents
max,8300,ents
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,1,7,0.148936,0.148936,5.000000,0.000039,0.000039
4,7,1,0.021277,0.170213,4.000000,0.000031,0.000071
8,15,5,0.106383,0.276596,49.000000,0.000384,0.000455
16,31,5,0.106383,0.382979,112.000000,0.000878,0.001333
32,63,3,0.063830,0.446809,152.000000,0.001191,0.002524
512,1023,2,0.042553,0.489362,1654.000000,0.012965,0.015489
1024,2047,4,0.085106,0.574468,6556.000000,0.051388,0.066877
2048,4095,2,0.042553,0.617021,6462.000000,0.050651,0.117528
4096,8191,10,0.212766,0.829787,46184.000000,0.362006,0.479534
8192,16383,8,0.170213,1.000000,66400.000000,0.520466,1.000000

histogram,directory size
count,47,items
average,97.394843,KB
min,0,KB
max,299,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,19,0.404255,0.404255,7.494141,0.001637,0.001637
2,4,2,0.042553,0.446809,5.933594,0.001296,0.002933
16,32,2,0.042553,0.489362,61.189453,0.013367,0.016301
32,64,4,0.085106,0.574468,230.081055,0.050263,0.066563
64,128,2,0.042553,0.617021,215.933594,0.047172,0.113736
128,256,10,0.212766,0.829787,1658.488281,0.362309,0.476044
256,512,8,0.170213,1.000000,2398.437500,0.523956,1.000000

histogram,filename length
count,127579,items
average,18.741932,chars
min,4,chars
