#Generated by fsstats v1.4.5 (03/22/2008)
#Comment: This is a comment line that can be modified or repeated before
#uploading to record voluntarily added information.

skipped special files,0
skipped duplicate hardlinks,0
skipped snapshot dirs,0
total capacity used,300.11 GB
total user data,249.06 GB
percent overhead,0.170082

histogram,file size
count,156310,items
average,1670.760745,KB
min,0,KB
max,1305248,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,12762,0.081645,0.081645,4130.511719,0.000016,0.000016
2,4,2661,0.017024,0.098669,7443.279297,0.000029,0.000044
4,8,2646,0.016928,0.115597,15072.730469,0.000058,0.000102
8,16,93075,0.595451,0.711049,1208875.756836,0.004629,0.004731
16,32,7948,0.050848,0.761896,143918.869141,0.000551,0.005282
32,64,18,0.000115,0.762011,713.923828,0.000003,0.005285
64,128,6,0.000038,0.762050,660.194336,0.000003,0.005287
128,256,2462,0.015751,0.777801,505877.695312,0.001937,0.007224
256,512,5640,0.036082,0.813883,2036475.500977,0.007798,0.015022
512,1024,5113,0.032711,0.846593,3629446.157227,0.013898,0.028920
1024,2048,6053,0.038724,0.885318,9533862.011719,0.036506,0.065426
2048,4096,7206,0.046101,0.931418,18726444.679688,0.071706,0.137132
4096,8192,237,0.001516,0.932935,1701017.810547,0.006513,0.143645
8192,16384,4882,0.031233,0.964167,64113968.882812,0.245500,0.389145
16384,32768,5503,0.035206,0.999373,113134272.448242,0.433205,0.822350
32768,65536,9,0.000058,0.999431,333271.947266,0.001276,0.823626
65536,131072,1,0.000006,0.999437,75954.385742,0.000291,0.823917
131072,262144,14,0.000090,0.999527,2907145.861328,0.011132,0.835049
262144,524288,32,0.000205,0.999731,12815886.206055,0.049074,0.884123
524288,1048576,39,0.000250,0.999981,26666109.335938,0.102108,0.986230
1048576,2097152,3,0.000019,1.000000,3596063.823242,0.013770,1.000000

histogram,capacity used
count,156310,items
average,2013.008925,KB
min,1,KB
max,1523673,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,30,0.000192,0.000192,45.000000,0.000000,0.000000
16,32,18039,0.115405,0.115597,459994.500000,0.001462,0.001462
32,64,93075,0.595451,0.711049,4607212.500000,0.014642,0.016104
64,128,7962,0.050937,0.761986,586431.000000,0.001864,0.017968
128,256,5,0.000032,0.762018,895.500000,0.000003,0.017971
256,512,2243,0.014350,0.776367,1036492.500000,0.003294,0.021265
512,1024,9139,0.058467,0.834835,6462812.500000,0.020539,0.041804
1024,2048,4931,0.031546,0.866381,7116324.500000,0.022616,0.064421
2048,4096,9762,0.062453,0.928834,28088659.000000,0.089269,0.153689
4096,8192,461,0.002949,0.931783,2192931.500000,0.006969,0.160659
8192,16384,2910,0.018617,0.950400,39043693.000000,0.124085,0.284743
16384,32768,7471,0.047796,0.998196,164529326.500000,0.522891,0.807634
32768,65536,193,0.001235,0.999431,6746009.500000,0.021439,0.829074
65536,131072,1,0.000006,0.999437,88857.500000,0.000282,0.829356
131072,262144,8,0.000051,0.999488,1675260.000000,0.005324,0.834680
262144,524288,28,0.000179,0.999667,11179082.000000,0.035528,0.870208
524288,1048576,44,0.000281,0.999949,31242698.000000,0.099292,0.969501
