#Generated by fsstats v1.4.5 (03/22/2008)
#Comment: This is a comment line that can be modified or repeated before
#uploading to record voluntarily added information.

skipped special files,0
skipped duplicate hardlinks,0
skipped snapshot dirs,0
total capacity used,352.82 GB
total user data,299.95 GB
percent overhead,0.149843

histogram,file size
count,47710,items
average,6592.322066,KB
min,0,KB
max,1999542,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,2217,0.046468,0.046468,1284.944336,0.000004,0.000004
2,4,807,0.016915,0.063383,2318.031250,0.000007,0.000011
4,8,825,0.017292,0.080675,4696.278320,0.000015,0.000026
8,16,29253,0.613142,0.693817,380784.120117,0.001211,0.001237
16,32,2914,0.061077,0.754894,58315.845703,0.000185,0.001422
32,64,295,0.006183,0.761077,10511.205078,0.000033,0.001456
64,128,24,0.000503,0.761580,2180.743164,0.000007,0.001463
128,256,6,0.000126,0.761706,1169.817383,0.000004,0.001467
256,512,104,0.002180,0.763886,50351.634766,0.000160,0.001627
512,1024,1031,0.021610,0.785496,764411.128906,0.002430,0.004057
1024,2048,1647,0.034521,0.820017,2499347.274414,0.007947,0.012004
2048,4096,1310,0.027458,0.847474,3891920.117188,0.012374,0.024378
4096,8192,2245,0.047055,0.894529,12749884.708008,0.040538,0.064915
8192,16384,807,0.016915,0.911444,7764350.875977,0.024686,0.089602
16384,32768,1253,0.026263,0.937707,26286235.024414,0.083576,0.173178
32768,65536,1566,0.032823,0.970530,69951179.802734,0.222406,0.395584
65536,131072,787,0.016495,0.987026,65906780.125000,0.209547,0.605131
131072,262144,546,0.011444,0.998470,79140624.057617,0.251624,0.856755
262144,524288,38,0.000796,0.999266,15086221.885742,0.047966,0.904721
524288,1048576,28,0.000587,0.999853,19802522.354492,0.062961,0.967682
1048576,2097152,7,0.000147,1.000000,10164595.793945,0.032318,1.000000

histogram,capacity used
count,47710,items
average,7754.086711,KB
min,1,KB
max,2333649,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,50,0.001048,0.001048,75.000000,0.000000,0.000000
16,32,3799,0.079627,0.080675,96874.500000,0.000262,0.000262
32,64,29253,0.613142,0.693817,1448023.500000,0.003914,0.004176
64,128,3191,0.066883,0.760700,256138.500000,0.000692,0.004869
128,256,25,0.000524,0.761224,4477.500000,0.000012,0.004881
256,512,22,0.000461,0.761685,7529.000000,0.000020,0.004901
512,1024,740,0.015510,0.777196,637790.000000,0.001724,0.006625
1024,2048,1272,0.026661,0.803857,1746476.000000,0.004721,0.011346
2048,4096,1558,0.032656,0.836512,4288385.000000,0.011592,0.022938
4096,8192,2447,0.051289,0.887801,14721318.500000,0.039793,0.062731
8192,16384,1068,0.022385,0.910187,10861690.000000,0.029360,0.092091
16384,32768,1141,0.023915,0.934102,25889055.500000,0.069980,0.162071
32768,65536,1598,0.033494,0.967596,77981109.000000,0.210790,0.372861
65536,131072,864,0.018109,0.985705,77525624.000000,0.209558,0.582419
131072,262144,604,0.012660,0.998365,100407890.000000,0.271411,0.853831
262144,524288,30,0.000629,0.998994,11580117.000000,0.031302,0.885133
524288,1048576,36,0.000755,0.999748,24869558.000000,0.067225,0.952357
1048576,2097152,10,0.000210,0.999958,13128423.000000,0.035487,0.987844
