#Generated by fsstats v1.4.5 (03/22/2008)
#Comment: This is a comment line that can be modified or repeated before
#uploading to record voluntarily added information.

skipped special files,0
skipped duplicate hardlinks,0
skipped snapshot dirs,0
total capacity used,559.74 GB
total user data,477.30 GB
percent overhead,0.147281

histogram,file size
count,42671,items
average,11728.976815,KB
min,0,KB
max,229920,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,1742,0.040824,0.040824,1262.843750,0.000003,0.000003
2,4,16,0.000375,0.041199,39.741211,0.000000,0.000003
4,8,805,0.018865,0.060064,4573.711914,0.000009,0.000012
8,16,28026,0.656793,0.716857,363273.159180,0.000726,0.000738
16,32,801,0.018772,0.735628,13146.039062,0.000026,0.000764
64,128,7,0.000164,0.735792,612.103516,0.000001,0.000765
128,256,2,0.000047,0.735839,356.653320,0.000001,0.000766
256,512,1,0.000023,0.735863,274.040039,0.000001,0.000766
512,1024,11,0.000258,0.736121,8725.827148,0.000017,0.000784
1024,2048,904,0.021185,0.757306,1685840.459961,0.003368,0.004152
2048,4096,1914,0.044855,0.802161,6041824.568359,0.012072,0.016224
4096,8192,1196,0.028028,0.830189,7234057.294922,0.014454,0.030678
8192,16384,1356,0.031778,0.861967,19788793.917969,0.039539,0.070217
16384,32768,2683,0.062876,0.924844,49254887.102539,0.098414,0.168631
32768,65536,13,0.000305,0.925148,628844.638672,0.001256,0.169887
65536,131072,1449,0.033957,0.959106,159616277.741211,0.318922,0.488809
131072,262144,1745,0.040894,1.000000,255844379.841797,0.511191,1.000000

histogram,capacity used
count,42671,items
average,13754.636135,KB
min,1,KB
max,268529,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,21,0.000492,0.000492,31.500000,0.000000,0.000000
16,32,2542,0.059572,0.060064,64821.000000,0.000110,0.000110
32,64,28026,0.656793,0.716857,1387287.000000,0.002364,0.002474
64,128,801,0.018772,0.735628,58873.500000,0.000100,0.002574
128,256,3,0.000070,0.735699,652.500000,0.000001,0.002576
256,512,6,0.000141,0.735839,2153.000000,0.000004,0.002579
512,1024,9,0.000211,0.736050,8541.500000,0.000015,0.002594
1024,2048,23,0.000539,0.736589,38162.500000,0.000065,0.002659
2048,4096,1645,0.038551,0.775140,4316611.500000,0.007355,0.010013
4096,8192,1918,0.044949,0.820089,10022877.000000,0.017077,0.027090
8192,16384,780,0.018279,0.838368,8598906.000000,0.014651,0.041741
16384,32768,3669,0.085983,0.924351,75613391.500000,0.128830,0.170571
32768,65536,28,0.000656,0.925008,1007122.000000,0.001716,0.172287
65536,131072,792,0.018561,0.943568,90263356.000000,0.153791,0.326078
131072,262144,2399,0.056221,0.999789,393137958.500000,0.669828,0.995905
262144,524288,9,0.000211,1.000000,2403333.500000,0.004095,1.000000

histogram,positive overhead
count,42698,items
average,2024.545295,KB
min,1,KB
max,38621,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,1757,0.041149,0.041149,42884.590820,0.000496,0.000496
2,4,16,0.000375,0.041524,368.258789,0.000004,0.000500
4,8,805,0.018853,0.060378,15953.788086,0.000185,0.000685
8,16,28026,0.656377,0.716755,1024013.840820,0.011846,0.012531
16,32,803,0.018807,0.735561,46053.271484,0.000533,0.013064
32,64,1,0.000023,0.735585,307.366211,0.000004,0.013067
