#Generated by fsstats v1.4.5 (03/22/2008)
#Comment: This is a comment line that can be modified or repeated before
#uploading to record voluntarily added information.

skipped special files,0
skipped duplicate hardlinks,0
skipped snapshot dirs,0
total capacity used,372.19 GB
total user data,316.60 GB
percent overhead,0.149364

histogram,file size
count,47780,items
average,6948.023710,KB
min,0,KB
max,1235169,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,4061,0.084994,0.084994,1330.414062,0.000004,0.000004
2,4,771,0.016136,0.101130,2125.807617,0.000006,0.000010
4,8,832,0.017413,0.118543,4742.163086,0.000014,0.000025
8,16,28327,0.592863,0.711406,367791.821289,0.001108,0.001133
16,32,2335,0.048870,0.760276,43900.001953,0.000132,0.001265
32,64,15,0.000314,0.760590,873.948242,0.000003,0.001267
64,128,18,0.000377,0.760967,1531.167969,0.000005,0.001272
128,256,3,0.000063,0.761030,599.714844,0.000002,0.001274
256,512,1,0.000021,0.761051,287.402344,0.000001,0.001275
512,1024,377,0.007890,0.768941,351080.633789,0.001058,0.002332
1024,2048,1727,0.036145,0.805086,2421791.916992,0.007295,0.009627
2048,4096,1601,0.033508,0.838594,4315355.249023,0.012999,0.022626
4096,8192,1069,0.022373,0.860967,6567140.441406,0.019782,0.042408
8192,16384,3325,0.069590,0.930557,33422419.173828,0.100677,0.143085
16384,32768,13,0.000272,0.930829,346221.742188,0.001043,0.144128
32768,65536,931,0.019485,0.950314,52112706.676758,0.156977,0.301105
65536,131072,2286,0.047844,0.998158,184161568.586914,0.554743,0.855848
131072,262144,6,0.000126,0.998284,1459266.765625,0.004396,0.860244
262144,524288,44,0.000921,0.999205,17465345.234375,0.052610,0.912854
524288,1048576,32,0.000670,0.999874,22002198.215820,0.066276,0.979130
1048576,2097152,6,0.000126,1.000000,6928295.783203,0.020870,1.000000

histogram,capacity used
count,47780,items
average,8167.870699,KB
min,1,KB
max,1441833,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,99,0.002072,0.002072,148.500000,0.000000,0.000000
16,32,5565,0.116471,0.118543,141907.500000,0.000364,0.000364
32,64,28327,0.592863,0.711406,1402186.500000,0.003593,0.003957
64,128,2335,0.048870,0.760276,171646.500000,0.000440,0.004397
128,256,25,0.000523,0.760799,5029.500000,0.000013,0.004410
256,512,11,0.000230,0.761030,4008.500000,0.000010,0.004420
512,1024,31,0.000649,0.761679,29614.500000,0.000076,0.004496
1024,2048,1627,0.034052,0.795730,2328336.500000,0.005966,0.010462
2048,4096,1624,0.033989,0.829720,4475524.000000,0.011468,0.021930
4096,8192,1054,0.022059,0.851779,5797493.000000,0.014855,0.036785
8192,16384,3759,0.078673,0.930452,43328918.500000,0.111026,0.147811
16384,32768,11,0.000230,0.930682,239944.500000,0.000615,0.148426
32768,65536,440,0.009209,0.939891,26001148.000000,0.066625,0.215051
65536,131072,2784,0.058267,0.998158,250469088.000000,0.641799,0.856850
131072,262144,1,0.000021,0.998179,231849.500000,0.000594,0.857444
262144,524288,35,0.000733,0.998912,13825196.500000,0.035426,0.892870
524288,1048576,44,0.000921,0.999833,31438010.000000,0.080556,0.973426
1048576,2097152,8,0.000167,1.000000,10370812.000000,0.026574,1.000000

histogram,positive overhead
count,47813,items
average,1219.171105,KB
min,1,KB
max,206663,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,4080,0.085332,0.085332,100133.589844,0.001718,0.001718
2,4,772,0.016146,0.101479,17557.208984,0.000301,0.002019
4,8,832,0.017401,0.118880,16473.836914,0.000283,0.002302
8,16,28327,0.592454,0.711334,1034394.678711,0.017745,0.020047
16,32,2337,0.048878,0.760212,128072.308594,0.002197,0.022244
32,64,16,0.000335,0.760546,2239.872070,0.000038,0.022282
64,128,19,0.000397,0.760944,3933.365234,0.000067,0.022350
128,256,12,0.000251,0.761195,7165.994141,0.000123,0.022472
256,512,1,0.000021,0.761216,258.097656,0.000004,0.022477
512,1024,377,0.007885,0.769100,98660.866211,0.001693,0.024169
1024,2048,1727,0.036120,0.805220,588654.583008,0.010098,0.034268
2048,4096,1601,0.033485,0.838705,978822.250977,0.016792,0.051059
4096,8192,1069,0.022358,0.861063,1243863.058594,0.021338,0.072398
8192,16384,3325,0.069542,0.930605,6063032.326172,0.104011,0.176409
16384,32768,13,0.000272,0.930877,59021.757812,0.001013,0.177421
32768,65536,931,0.019472,0.950348,8823369.823242,0.151364,0.328786
65536,131072,2286,0.047811,0.998159,31115812.413086,0.533790,0.862576
131072,262144,6,0.000125,0.998285,244678.234375,0.004197,0.866773
262144,524288,44,0.000920,0.999205,2925544.765625,0.050188,0.916961
524288,1048576,32,0.000669,0.999875,3681737.784180,0.063160,0.980121
1048576,2097152,6,0.000125,1.000000,1158801.216797,0.019879,1.000000

histogram,negative overhead
count,0,items
average,0.000000,KB
min,0,KB
max,0,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct

histogram,directory size (entries)
count,32,items
average,1494.125000,ents
min,0,ents
max,5008,ents
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,1,5,0.156250,0.156250,4.000000,0.000084,0.000084
2,3,1,0.031250,0.187500,3.000000,0.000063,0.000146
8,15,6,0.187500,0.375000,63.000000,0.001318,0.001464
16,31,5,0.156250,0.531250,112.000000,0.002343,0.003807
32,63,2,0.062500,0.593750,103.000000,0.002154,0.005961
512,1023,2,0.062500,0.656250,1654.000000,0.034594,0.040555
1024,2047,1,0.031250,0.687500,1634.000000,0.034176,0.074730
2048,4095,1,0.031250,0.718750,3231.000000,0.067577,0.142307
4096,8191,9,0.281250,1.000000,41008.000000,0.857693,1.000000

histogram,directory size
count,32,items
average,53.454437,KB
min,0,KB
max,176,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,18,0.562500,0.562500,7.931641,0.004637,0.004637
2,4,1,0.031250,0.593750,2.983398,0.001744,0.006381
16,32,2,0.062500,0.656250,61.189453,0.035772,0.042153
32,64,1,0.031250,0.687500,54.179688,0.031674,0.073827
64,128,1,0.031250,0.718750,107.966797,0.063118,0.136945
128,256,9,0.281250,1.000000,1476.291016,0.863055,1.000000

histogram,filename length
count,47813,items
average,18.635957,chars
min,4,chars
max,62,chars
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,7,24,0.000502,0.000502,131.000000,0.000147,0.000147
8,15,232,0.004852,0.005354,2905.000000,0.003260,0.003407
16,23,47452,0.992450,0.997804,884499.000000,0.992658,0.996065
24,31,46,0.000962,0.998766,1216.000000,0.001365,0.997430
32,39,32,0.000669,0.999435,1136.000000,0.001275,0.998705
40,47,23,0.000481,0.999916,948.000000,0.001064,0.999769
48,55,3,0.000063,0.999979,144.000000,0.000162,0.999930
56,63,1,0.000021,1.000000,62.000000,0.000070,1.000000

histogram,link count
count,47780,items
average,1.000000,links
min,1,links
max,1,links
