#Generated by fsstats v1.4.5 (03/22/2008)
#Comment: This is a comment line that can be modified or repeated before
#uploading to record voluntarily added information.

skipped special files,0
skipped duplicate hardlinks,0
skipped snapshot dirs,0
total capacity used,972.75 GB
total user data,831.11 GB
percent overhead,0.145605

histogram,file size
count,55741,items
average,15634.542303,KB
min,0,KB
max,19457129,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
64,128,1402,0.025152,0.795160,117639.000000,0.000115,0.002130
128,256,12,0.000215,0.795375,2562.000000,0.000003,0.002132
256,512,10,0.000179,0.795554,3487.000000,0.000003,0.002135
512,1024,248,0.004449,0.800004,186932.000000,0.000183,0.002319
1024,2048,542,0.009724,0.809727,810165.000000,0.000794,0.003113
2048,4096,1640,0.029422,0.839149,5071076.000000,0.004972,0.008085
4096,8192,1585,0.028435,0.867584,9143177.500000,0.008964,0.017049
8192,16384,1569,0.028148,0.895732,21024121.500000,0.020612,0.037661
16384,32768,2312,0.041478,0.937210,62129292.000000,0.060912,0.098572
32768,65536,624,0.011195,0.948404,26259392.000000,0.025745,0.124317
65536,131072,195,0.003498,0.951903,21903660.500000,0.021474,0.145791
131072,262144,1412,0.025331,0.977234,269359750.000000,0.264080,0.409872
262144,524288,1208,0.021672,0.998906,388262500.000000,0.380652,0.790524
524288,1048576,14,0.000251,0.999157,10599085.000000,0.010391,0.800915
1048576,2097152,29,0.000520,0.999677,44077051.500000,0.043213,0.844128
2097152,4194304,11,0.000197,0.999874,29837152.500000,0.029252,0.873381
8388608,16777216,3,0.000054,0.999928,38925716.500000,0.038163,0.911544
16777216,33554432,4,0.000072,1.000000,90224830.000000,0.088456,1.000000

histogram,positive overhead
count,55768,items
average,2663.149888,KB
min,1,KB
max,3226568,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,2075,0.037208,0.037208,50772.661133,0.000342,0.000342
2,4,14,0.000251,0.037459,322.790039,0.000002,0.000344
4,8,818,0.014668,0.052127,16195.928711,0.000109,0.000453
8,16,40029,0.717777,0.769904,1462541.539062,0.009848,0.010301
16,32,1397,0.025050,0.794954,81560.652344,0.000549,0.010850
32,64,12,0.000215,0.795169,1475.885742,0.000010,0.010860
64,128,16,0.000287,0.795456,3179.323242,0.000021,0.010881
128,256,12,0.000215,0.795671,9661.138672,0.000065,0.010946
256,512,188,0.003371,0.799042,49141.375000,0.000331,0.011277
512,1024,224,0.004017,0.803059,58569.692383,0.000394,0.011671
1024,2048,735,0.013180,0.816239,294739.756836,0.001985,0.013656
2048,4096,1826,0.032743,0.848981,1148936.970703,0.007736,0.021392
4096,8192,1199,0.021500,0.870481,1332017.346680,0.008969,0.030361
8192,16384,1723,0.030896,0.901377,3832871.788086,0.025807,0.056168
16384,32768,2303,0.041296,0.942673,9836309.360352,0.066230,0.122397
32768,65536,322,0.005774,0.948447,2306632.126953,0.015531,0.137928
65536,131072,532,0.009540,0.957987,10442284.424805,0.070310,0.208238
131072,262144,1132,0.020298,0.978285,33815165.717773,0.227683,0.435921
262144,524288,1154,0.020693,0.998978,53621518.614258,0.361043,0.796964
524288,1048576,19,0.000341,0.999319,2698803.599609,0.018171,0.815135
1048576,2097152,22,0.000394,0.999713,5418734.086914,0.036485,0.851620
2097152,4194304,9,0.000161,0.999874,3652531.897461,0.024593,0.876214
8388608,16777216,3,0.000054,0.999928,5547945.931641,0.037355,0.913569
16777216,33554432,4,0.000072,1.000000,12836630.346680,0.086431,1.000000

histogram,negative overhead
count,1,items
average,1306.500000,KB
min,1306,KB
max,1306,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
131072,262144,1,1.000000,1.000000,1306.500000,1.000000,1.000000

histogram,directory size (entries)
count,27,items
average,2065.481481,ents
min,0,ents
max,6000,ents
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,1,3,0.111111,0.111111,2.000000,0.000036,0.000036
2,3,1,0.037037,0.148148,3.000000,0.000054,0.000090
8,15,2,0.074074,0.222222,19.000000,0.000341,0.000430
16,31,7,0.259259,0.481481,153.000000,0.002744,0.003174
32,63,1,0.037037,0.518519,56.000000,0.001004,0.004178
512,1023,3,0.111111,0.629630,2671.000000,0.047895,0.052073
1024,2047,1,0.037037,0.666667,1633.000000,0.029282,0.081355
2048,4095,1,0.037037,0.703704,3231.000000,0.057936,0.139291
4096,8191,8,0.296296,1.000000,48000.000000,0.860709,1.000000

histogram,directory size
count,27,items
average,74.165292,KB
min,0,KB
max,216,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,13,0.481481,0.481481,6.206055,0.003099,0.003099
2,4,1,0.037037,0.518519,2.818359,0.001407,0.004507
16,32,2,0.074074,0.592593,61.189453,0.030557,0.035064
32,64,2,0.074074,0.666667,90.688477,0.045288,0.080352
64,128,1,0.037037,0.703704,107.966797,0.053917,0.134269
128,256,8,0.296296,1.000000,1733.593750,0.865731,1.000000

histogram,filename length
count,55769,items
average,18.769567,chars
min,4,chars
max,62,chars
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,7,21,0.000377,0.000377,107.000000,0.000102,0.000102
8,15,187,0.003353,0.003730,2348.000000,0.002243,0.002345
16,23,55473,0.994692,0.998422,1041234.000000,0.994721,0.997066
24,31,26,0.000466,0.998888,682.000000,0.000652,0.997718
32,39,33,0.000592,0.999480,1180.000000,0.001127,0.998845
40,47,27,0.000484,0.999964,1098.000000,0.001049,0.999894
48,55,1,0.000018,0.999982,49.000000,0.000047,0.999941
56,63,1,0.000018,1.000000,62.000000,0.000059,1.000000

histogram,link count
count,55741,items
average,1.000000,links
min,1,links
max,1,links
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,1,55741,1.000000,1.000000,55741.000000,1.000000,1.000000

histogram,symlink target length
count,1,items
average,66.000000,chars
min,66,chars
max,66,chars
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
64,71,1,1.000000,1.000000,66.000000,1.000000,1.000000

relative symlink target pct,0.000000
absolute symlink target pct,1.000000
histogram,mtime (files)
count,55741,items
average,5.077056,days
min,3,days
max,128,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
2,4,947,0.016989,0.016989,3689.278935,0.013036,0.013036
4,8,54687,0.981091,0.998080,276344.632870,0.976482,0.989518
8,16,84,0.001507,0.999587,755.046192,0.002668,0.992186
16,32,2,0.000036,0.999623,46.412106,0.000164,0.992350
32,64,5,0.000090,0.999713,254.784803,0.000900,0.993251
64,128,4,0.000072,0.999785,368.438032,0.001302,0.994553
128,256,12,0.000215,1.000000,1541.588750,0.005447,1.000000

histogram,mtime (KB)
count,871485022,items
average,4.750524,days
min,3,days
max,128,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
2,4,106808011,0.122559,0.122559,415171552.312557,0.100283,0.100283
4,8,764149071,0.876836,0.999394,3720062732.648550,0.898564,0.998846
8,16,527908,0.000606,1.000000,4774105.651091,0.001153,0.999999
16,32,0,0.000000,1.000000,6.887811,0.000000,0.999999
32,64,20,0.000000,1.000000,815.229858,0.000000,1.000000
64,128,4,0.000000,1.000000,518.282774,0.000000,1.000000
128,256,6,0.000000,1.000000,797.641705,0.000000,1.000000

histogram,ctime (files)
count,55741,items
average,5.041009,days
min,3,days
max,9,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
2,4,947,0.016989,0.016989,3689.278912,0.013130,0.013130
4,8,54687,0.981091,0.998080,276341.303426,0.983453,0.996582
8,16,107,0.001920,1.000000,960.306400,0.003418,1.000000

histogram,ctime (KB)
count,871485022,items
average,4.750399,days
min,3,days
max,9,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
2,4,106808011,0.122559,0.122559,415171325.550181,0.100285,0.100285
4,8,764149071,0.876836,0.999394,3719971768.582248,0.898565,0.998851
8,16,527940,0.000606,1.000000,4758493.863794,0.001149,1.000000

histogram,atime (files)
count,55741,items
average,5.077056,days
min,3,days
max,128,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
2,4,947,0.016989,0.016989,3689.278935,0.013036,0.013036
4,8,54687,0.981091,0.998080,276344.632882,0.976482,0.989518
8,16,84,0.001507,0.999587,755.046192,0.002668,0.992186
16,32,2,0.000036,0.999623,46.412106,0.000164,0.992350
32,64,5,0.000090,0.999713,254.784803,0.000900,0.993251
64,128,4,0.000072,0.999785,368.438032,0.001302,0.994553
128,256,12,0.000215,1.000000,1541.588750,0.005447,1.000000

histogram,atime (KB)
count,871485022,items
average,4.750524,days
min,3,days
max,128,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
2,4,106808011,0.122559,0.122559,415171552.312557,0.100283,0.100283
4,8,764149071,0.876836,0.999394,3720062732.668861,0.898564,0.998846
8,16,527908,0.000606,1.000000,4774105.651091,0.001153,0.999999
16,32,0,0.000000,1.000000,6.887811,0.000000,0.999999
32,64,20,0.000000,1.000000,815.229858,0.000000,1.000000
64,128,4,0.000000,1.000000,518.282774,0.000000,1.000000
128,256,6,0.000000,1.000000,797.641705,0.000000,1.000000

