#Generated by fsstats v1.4.5 (03/22/2008)
#Comment: This is a comment line that can be modified or repeated before
#uploading to record voluntarily added information.

skipped special files,0
skipped duplicate hardlinks,0
skipped snapshot dirs,0
total capacity used,293.73 GB
total user data,249.31 GB
percent overhead,0.151236

histogram,file size
count,47758,items
average,5473.815755,KB
min,0,KB
max,1509572,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,4189,0.087713,0.087713,1319.012695,0.000005,0.000005
2,4,701,0.014678,0.102391,1853.127930,0.000007,0.000012
4,8,830,0.017379,0.119771,4715.997070,0.000018,0.000030
8,16,28330,0.593199,0.712970,367305.458984,0.001405,0.001435
16,32,2279,0.047720,0.760689,42063.142578,0.000161,0.001596
32,64,21,0.000440,0.761129,1068.690430,0.000004,0.001600
64,128,117,0.002450,0.763579,12887.414062,0.000049,0.001650
128,256,405,0.008480,0.772059,74629.004883,0.000285,0.001935
256,512,600,0.012563,0.784622,226558.230469,0.000867,0.002802
512,1024,806,0.016877,0.801499,634126.671875,0.002426,0.005227
1024,2048,1989,0.041647,0.843147,2999358.945312,0.011473,0.016701
2048,4096,1265,0.026488,0.869634,3966657.249023,0.015174,0.031874
4096,8192,1149,0.024059,0.893693,7383811.824219,0.028245,0.060120
8192,16384,2500,0.052347,0.946040,29817421.782227,0.114060,0.174180
16384,32768,410,0.008585,0.954625,10315222.508789,0.039459,0.213638
32768,65536,639,0.013380,0.968005,34341299.540039,0.131365,0.345004
65536,131072,1461,0.030592,0.998597,139707448.418945,0.534421,0.879424
131072,262144,22,0.000461,0.999058,4047085.181641,0.015481,0.894905
262144,524288,23,0.000482,0.999539,9278889.127930,0.035494,0.930400
524288,1048576,19,0.000398,0.999937,14192134.262695,0.054289,0.984689
1048576,2097152,3,0.000063,1.000000,4002637.242188,0.015311,1.000000

histogram,capacity used
count,47758,items
average,6449.000314,KB
min,1,KB
max,1761801,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,193,0.004041,0.004041,289.500000,0.000001,0.000001
16,32,5527,0.115729,0.119771,140938.500000,0.000458,0.000459
32,64,28330,0.593199,0.712970,1402335.000000,0.004553,0.005012
64,128,2283,0.047804,0.760773,168112.500000,0.000546,0.005558
128,256,29,0.000607,0.761380,5683.500000,0.000018,0.005576
256,512,475,0.009946,0.771326,200248.500000,0.000650,0.006226
512,1024,986,0.020646,0.791972,715655.000000,0.002324,0.008550
1024,2048,1719,0.035994,0.827966,2581906.500000,0.008383,0.016933
2048,4096,1484,0.031073,0.859039,4324442.000000,0.014041,0.030974
4096,8192,1215,0.025441,0.884480,6909366.500000,0.022434,0.053407
8192,16384,2204,0.046149,0.930629,26327322.000000,0.085481,0.138888
16384,32768,995,0.020834,0.951464,19725660.500000,0.064046,0.202934
32768,65536,484,0.010134,0.961598,22889710.000000,0.074319,0.277253
65536,131072,1327,0.027786,0.989384,124412846.500000,0.403949,0.681203
131072,262144,456,0.009548,0.998932,64366156.000000,0.208987,0.890190
262144,524288,24,0.000503,0.999435,9715740.000000,0.031545,0.921735
524288,1048576,22,0.000461,0.999895,17238417.000000,0.055970,0.977705
1048576,2097152,5,0.000105,1.000000,6866527.500000,0.022295,1.000000

histogram,positive overhead
count,47788,items
average,974.740911,KB
min,1,KB
max,252229,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,4204,0.087972,0.087972,101101.484375,0.002170,0.002170
2,4,703,0.014711,0.102683,16067.961914,0.000345,0.002515
4,8,830,0.017368,0.120051,16449.002930,0.000353,0.002869
8,16,28330,0.592827,0.712878,1035029.541016,0.022220,0.025089
16,32,2281,0.047732,0.760609,125889.167969,0.002703,0.027791
32,64,22,0.000460,0.761070,2726.175781,0.000059,0.027850
64,128,118,0.002469,0.763539,28029.619141,0.000602,0.028451
128,256,414,0.008663,0.772202,112499.704102,0.002415,0.030867
256,512,600,0.012555,0.784758,156757.769531,0.003365,0.034232
512,1024,806,0.016866,0.801624,210730.328125,0.004524,0.038756
1024,2048,1989,0.041621,0.843245,746432.554688,0.016024,0.054780
2048,4096,1265,0.026471,0.869716,877040.250977,0.018828,0.073609
4096,8192,1149,0.024044,0.893760,1414407.675781,0.030365,0.103973
8192,16384,2500,0.052314,0.946074,5328272.217773,0.114387,0.218361
16384,32768,410,0.008580,0.954654,1778328.491211,0.038177,0.256538
32768,65536,639,0.013372,0.968025,5816730.959961,0.124874,0.381411
65536,131072,1461,0.030573,0.998598,23540423.081055,0.505366,0.886778
131072,262144,22,0.000460,0.999058,678299.818359,0.014562,0.901339
262144,524288,23,0.000481,0.999540,1553849.372070,0.033358,0.934697
524288,1048576,19,0.000398,0.999937,2372838.237305,0.050940,0.985638
1048576,2097152,3,0.000063,1.000000,669015.257812,0.014362,1.000000

histogram,negative overhead
count,0,items
average,0.000000,KB
min,0,KB
max,0,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct

