#Generated by fsstats v1.4.5 (03/22/2008)
#Comment: This is a comment line that can be modified or repeated before
#uploading to record voluntarily added information.

skipped special files,0
skipped duplicate hardlinks,0
skipped snapshot dirs,0
total capacity used,378.10 GB
total user data,321.58 GB
percent overhead,0.149489

histogram,file size
count,49597,items
average,6798.796891,KB
min,0,KB
max,1434976,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,5140,0.103635,0.103635,1962.545898,0.000006,0.000006
2,4,754,0.015203,0.118838,2074.854492,0.000006,0.000012
4,8,909,0.018328,0.137166,5118.001953,0.000015,0.000027
8,16,28113,0.566829,0.703994,364812.338867,0.001082,0.001109
16,32,2340,0.047180,0.751174,42796.560547,0.000127,0.001236
32,64,35,0.000706,0.751880,1719.053711,0.000005,0.001241
64,128,64,0.001290,0.753171,5826.305664,0.000017,0.001258
128,256,76,0.001532,0.754703,14145.446289,0.000042,0.001300
256,512,241,0.004859,0.759562,90906.946289,0.000270,0.001570
512,1024,365,0.007359,0.766921,276815.529297,0.000821,0.002391
1024,2048,1744,0.035163,0.802085,2426231.795898,0.007195,0.009586
2048,4096,2154,0.043430,0.845515,5987786.050781,0.017757,0.027343
4096,8192,1001,0.020183,0.865698,5632141.529297,0.016703,0.044046
8192,16384,3494,0.070448,0.936145,40465837.242188,0.120005,0.164052
16384,32768,371,0.007480,0.943626,9100879.385742,0.026990,0.191041
32768,65536,379,0.007642,0.951267,20742901.571289,0.061515,0.252556
65536,131072,2339,0.047160,0.998427,210975719.276367,0.625670,0.878226
131072,262144,12,0.000242,0.998669,2470043.056641,0.007325,0.885551
262144,524288,35,0.000706,0.999375,13499553.645508,0.040034,0.925585
524288,1048576,26,0.000524,0.999899,18887060.940430,0.056011,0.981597
1048576,2097152,5,0.000101,1.000000,6205597.318359,0.018403,1.000000

histogram,capacity used
count,49597,items
average,7993.623395,KB
min,1,KB
max,1674969,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,116,0.002339,0.002339,174.000000,0.000000,0.000000
16,32,6687,0.134827,0.137166,170518.500000,0.000430,0.000431
32,64,28113,0.566829,0.703994,1391593.500000,0.003510,0.003941
64,128,2350,0.047382,0.751376,173229.000000,0.000437,0.004378
128,256,45,0.000907,0.752283,9019.500000,0.000023,0.004400
256,512,116,0.002339,0.754622,45854.000000,0.000116,0.004516
512,1024,460,0.009275,0.763897,355890.000000,0.000898,0.005414
1024,2048,1623,0.032724,0.796621,2528466.500000,0.006378,0.011791
2048,4096,2068,0.041696,0.838317,6294094.000000,0.015876,0.027667
4096,8192,1169,0.023570,0.861887,6653593.500000,0.016783,0.044449
8192,16384,3372,0.067988,0.929875,44133002.000000,0.111318,0.155767
16384,32768,607,0.012239,0.942113,13359246.500000,0.033696,0.189464
32768,65536,284,0.005726,0.947840,14684986.000000,0.037040,0.226504
65536,131072,2367,0.047725,0.995564,239759710.500000,0.604752,0.831256
131072,262144,149,0.003004,0.998568,20408671.500000,0.051477,0.882733
262144,524288,34,0.000686,0.999254,13777923.000000,0.034752,0.917485
524288,1048576,29,0.000585,0.999839,22166515.500000,0.055911,0.973396
1048576,2097152,8,0.000161,1.000000,10547252.000000,0.026604,1.000000

histogram,positive overhead
count,49638,items
average,1193.999478,KB
min,1,KB
max,239992,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,5158,0.103912,0.103912,126489.461914,0.002134,0.002134
2,4,762,0.015351,0.119263,17329.969727,0.000292,0.002427
4,8,910,0.018333,0.137596,18081.522461,0.000305,0.002732
8,16,28113,0.566360,0.703957,1026781.161133,0.017324,0.020056
16,32,2342,0.047182,0.751138,129543.250000,0.002186,0.022242
32,64,37,0.000745,0.751884,4437.019531,0.000075,0.022317
64,128,65,0.001309,0.753193,13075.227539,0.000221,0.022537
128,256,85,0.001712,0.754906,26185.762695,0.000442,0.022979
256,512,241,0.004855,0.759761,63046.553711,0.001064,0.024043
512,1024,365,0.007353,0.767114,95347.970703,0.001609,0.025652
1024,2048,1744,0.035134,0.802248,551832.204102,0.009311,0.034963
2048,4096,2154,0.043394,0.845642,1284236.949219,0.021668,0.056631
4096,8192,1001,0.020166,0.865808,1074727.970703,0.018133,0.074764
8192,16384,3494,0.070390,0.936198,7294259.757812,0.123073,0.197837
16384,32768,371,0.007474,0.943672,1566421.114258,0.026430,0.224267
32768,65536,379,0.007635,0.951307,3515474.928711,0.059315,0.283582
65536,131072,2339,0.047121,0.998429,35588173.223633,0.600464,0.884047
131072,262144,12,0.000242,0.998670,414718.943359,0.006997,0.891044
262144,524288,35,0.000705,0.999375,2260226.854492,0.038136,0.929180
524288,1048576,26,0.000524,0.999899,3159730.059570,0.053313,0.982493
1048576,2097152,5,0.000101,1.000000,1037626.181641,0.017507,1.000000

histogram,negative overhead
count,0,items
average,0.000000,KB
min,0,KB
max,0,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct

histogram,directory size (entries)
count,40,items
average,1240.925000,ents
min,0,ents
max,5008,ents
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,1,7,0.175000,0.175000,3.000000,0.000060,0.000060
2,3,1,0.025000,0.200000,3.000000,0.000060,0.000121
4,7,1,0.025000,0.225000,4.000000,0.000081,0.000201
8,15,3,0.075000,0.300000,28.000000,0.000564,0.000766
16,31,5,0.125000,0.425000,113.000000,0.002277,0.003042
32,63,1,0.025000,0.450000,58.000000,0.001168,0.004211
64,127,7,0.175000,0.625000,700.000000,0.014102,0.018313
128,255,1,0.025000,0.650000,166.000000,0.003344,0.021657
512,1023,2,0.050000,0.700000,1654.000000,0.033322,0.054979
1024,2047,2,0.050000,0.750000,2669.000000,0.053770,0.108750
2048,4095,1,0.025000,0.775000,3231.000000,0.065093,0.173842
4096,8191,9,0.225000,1.000000,41008.000000,0.826158,1.000000

histogram,directory size
count,40,items
average,44.336304,KB
min,0,KB
max,176,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,17,0.425000,0.425000,4.926758,0.002778,0.002778
2,4,8,0.200000,0.625000,26.175781,0.014760,0.017538
4,8,1,0.025000,0.650000,5.475586,0.003088,0.020625
16,32,2,0.050000,0.700000,61.189453,0.034503,0.055128
32,64,2,0.050000,0.750000,91.426758,0.051553,0.106681
64,128,1,0.025000,0.775000,107.966797,0.060879,0.167561
128,256,9,0.225000,1.000000,1476.291016,0.832439,1.000000

histogram,filename length
count,49638,items
average,18.586788,chars
min,4,chars
max,62,chars
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,7,33,0.000665,0.000665,167.000000,0.000181,0.000181
8,15,232,0.004674,0.005339,2901.000000,0.003144,0.003325
16,23,49295,0.993090,0.998429,916886.000000,0.993795,0.997120
24,31,28,0.000564,0.998993,727.000000,0.000788,0.997908
32,39,31,0.000625,0.999617,1103.000000,0.001196,0.999104
40,47,15,0.000302,0.999919,621.000000,0.000673,0.999777
48,55,3,0.000060,0.999980,144.000000,0.000156,0.999933
56,63,1,0.000020,1.000000,62.000000,0.000067,1.000000

histogram,link count
count,49597,items
average,1.000000,links
min,1,links
max,1,links
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,1,49597,1.000000,1.000000,49597.000000,1.000000,1.000000

histogram,symlink target length
count,1,items
average,67.000000,chars
min,67,chars
max,67,chars
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
64,71,1,1.000000,1.000000,67.000000,1.000000,1.000000

relative symlink target pct,0.000000
absolute symlink target pct,1.000000
histogram,mtime (files)
