#Generated by fsstats v1.4.5 (03/22/2008)
#Comment: This is a comment line that can be modified or repeated before
#uploading to record voluntarily added information.

skipped special files,0
skipped duplicate hardlinks,0
skipped snapshot dirs,0
total capacity used,562.84 GB
total user data,479.97 GB
percent overhead,0.147226

histogram,file size
count,47688,items
average,10553.707822,KB
min,0,KB
max,2281671,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,2277,0.047748,0.047748,1278.929688,0.000003,0.000003
2,4,823,0.017258,0.065006,2374.444336,0.000005,0.000007
4,8,824,0.017279,0.082285,4698.796875,0.000009,0.000017
8,16,29129,0.610825,0.693109,379535.974609,0.000754,0.000771
16,32,3238,0.067900,0.761009,66032.413086,0.000131,0.000902
32,64,6,0.000126,0.761135,335.729492,0.000001,0.000903
64,128,18,0.000377,0.761512,1620.089844,0.000003,0.000906
128,256,5,0.000105,0.761617,955.704102,0.000002,0.000908
256,512,1,0.000021,0.761638,274.250977,0.000001,0.000908
512,1024,11,0.000231,0.761869,8630.312500,0.000017,0.000925
1024,2048,1188,0.024912,0.786781,1858098.330078,0.003692,0.004617
2048,4096,1687,0.035376,0.822157,4764337.288086,0.009466,0.014084
4096,8192,1295,0.027156,0.849312,7370690.198242,0.014645,0.028729
8192,16384,2586,0.054227,0.903540,33415698.849609,0.066395,0.095124
16384,32768,1307,0.027407,0.930947,24908097.606445,0.049491,0.144615
32768,65536,159,0.003334,0.934281,9656991.339844,0.019188,0.163803
65536,131072,2247,0.047119,0.981400,226799852.589844,0.450639,0.614442
131072,262144,801,0.016797,0.998197,120722623.270508,0.239869,0.854311
262144,524288,17,0.000356,0.998553,6762968.307617,0.013438,0.867749
524288,1048576,48,0.001007,0.999560,36211916.871094,0.071951,0.939700
1048576,2097152,19,0.000398,0.999958,25825777.491211,0.051314,0.991014
2097152,4194304,2,0.000042,1.000000,4522429.816406,0.008986,1.000000

histogram,capacity used
count,47688,items
average,12375.575994,KB
min,1,KB
max,2663145,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,31,0.000650,0.000650,46.500000,0.000000,0.000000
16,32,3893,0.081635,0.082285,99271.500000,0.000168,0.000168
32,64,29129,0.610825,0.693109,1441885.500000,0.002443,0.002611
64,128,3238,0.067900,0.761009,249537.000000,0.000423,0.003034
128,256,12,0.000252,0.761261,2466.000000,0.000004,0.003038
256,512,17,0.000356,0.761617,6049.500000,0.000010,0.003049
512,1024,9,0.000189,0.761806,8549.500000,0.000014,0.003063
1024,2048,654,0.013714,0.775520,1077213.000000,0.001825,0.004888
2048,4096,1837,0.038521,0.814041,5345659.500000,0.009058,0.013946
4096,8192,1360,0.028519,0.842560,7541232.000000,0.012778,0.026725
8192,16384,2098,0.043994,0.886554,27728427.000000,0.046984,0.073709
16384,32768,2114,0.044330,0.930884,43723059.000000,0.074086,0.147795
32768,65536,12,0.000252,0.931136,592066.000000,0.001003,0.148798
65536,131072,1834,0.038458,0.969594,195335119.000000,0.330983,0.479781
131072,262144,1364,0.028603,0.998197,221433654.000000,0.375205,0.854986
262144,524288,12,0.000252,0.998448,5182026.000000,0.008781,0.863767
524288,1048576,43,0.000902,0.999350,33967448.500000,0.057556,0.921323
1048576,2097152,27,0.000566,0.999916,36868216.500000,0.062471,0.983793
2097152,4194304,4,0.000084,1.000000,9564542.000000,0.016207,1.000000

histogram,positive overhead
count,47715,items
average,1821.000496,KB
min,1,KB
max,381473,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,2290,0.047993,0.047993,56198.966797,0.000647,0.000647
2,4,824,0.017269,0.065262,18635.000977,0.000214,0.000861
4,8,824,0.017269,0.082532,16313.203125,0.000188,0.001049
8,16,29129,0.610479,0.693011,1062349.525391,0.012227,0.013276
16,32,3240,0.067903,0.760914,183830.397461,0.002116,0.015391
32,64,7,0.000147,0.761060,1060.636719,0.000012,0.015403
64,128,19,0.000398,0.761459,4084.443359,0.000047,0.015450
128,256,14,0.000293,0.761752,7741.004883,0.000089,0.015540
256,512,1,0.000021,0.761773,263.249023,0.000003,0.015543
512,1024,11,0.000231,0.762004,2858.187500,0.000033,0.015575
1024,2048,1188,0.024898,0.786901,465667.669922,0.005359,0.020935
2048,4096,1687,0.035356,0.822257,1041065.211914,0.011982,0.032916
4096,8192,1295,0.027140,0.849397,1402308.301758,0.016139,0.049055
