#Generated by fsstats v1.4.5 (03/22/2008)
#Comment: This is a comment line that can be modified or repeated before
#uploading to record voluntarily added information.

skipped special files,0
skipped duplicate hardlinks,0
skipped snapshot dirs,0
total capacity used,1.03 TB
total user data,901.96 GB
percent overhead,0.145764

histogram,file size
count,59721,items
average,15836.426438,KB
min,0,KB
max,3343260,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,2166,0.036269,0.036269,1268.066406,0.000001,0.000001
2,4,25,0.000419,0.036687,75.619141,0.000000,0.000001
4,8,1620,0.027126,0.063813,7943.743164,0.000008,0.000010
8,16,41205,0.689958,0.753772,535987.639648,0.000567,0.000577
16,32,3267,0.054704,0.808476,84482.799805,0.000089,0.000666
32,64,14,0.000234,0.808711,606.614258,0.000001,0.000667
64,128,20,0.000335,0.809045,1724.208008,0.000002,0.000668
128,256,10,0.000167,0.809213,1731.827148,0.000002,0.000670
256,512,13,0.000218,0.809431,4300.669922,0.000005,0.000675
512,1024,104,0.001741,0.811172,96038.788086,0.000102,0.000776
1024,2048,317,0.005308,0.816480,507303.983398,0.000536,0.001313
2048,4096,1416,0.023710,0.840190,3751454.201172,0.003967,0.005279
4096,8192,1598,0.026758,0.866948,7937427.293945,0.008393,0.013672
8192,16384,1148,0.019223,0.886171,12116348.773438,0.012811,0.026483
16384,32768,3498,0.058572,0.944743,81008056.882812,0.085653,0.112136
32768,65536,9,0.000151,0.944894,358811.069336,0.000379,0.112516
65536,131072,401,0.006715,0.951608,36330466.461914,0.038414,0.150929
131072,262144,2277,0.038127,0.989736,525947373.597656,0.556107,0.707036
262144,524288,529,0.008858,0.998593,141781266.092773,0.149911,0.856947
524288,1048576,20,0.000335,0.998928,17680974.551758,0.018695,0.875642
1048576,2097152,43,0.000720,0.999648,61262140.118164,0.064775,0.940417
2097152,4194304,21,0.000352,1.000000,56351440.274414,0.059583,1.000000

histogram,capacity used
count,59721,items
average,18538.534946,KB
min,1,KB
max,3902377,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,31,0.000519,0.000519,46.500000,0.000000,0.000000
16,32,3780,0.063294,0.063813,96390.000000,0.000087,0.000087
32,64,41205,0.689958,0.753772,2039647.500000,0.001842,0.001929
64,128,3275,0.054838,0.808610,289864.500000,0.000262,0.002191
128,256,14,0.000234,0.808844,2877.000000,0.000003,0.002194
256,512,22,0.000368,0.809213,8057.000000,0.000007,0.002201
512,1024,16,0.000268,0.809481,10784.000000,0.000010,0.002211
1024,2048,217,0.003634,0.813114,277157.500000,0.000250,0.002461
2048,4096,1615,0.027042,0.840157,4999806.500000,0.004516,0.006977
4096,8192,1600,0.026791,0.866948,9599520.000000,0.008671,0.015648
8192,16384,1146,0.019189,0.886137,14246159.000000,0.012868,0.028515
16384,32768,3498,0.058572,0.944710,94981447.000000,0.085790,0.114305
32768,65536,10,0.000167,0.944877,423543.000000,0.000383,0.114688
65536,131072,401,0.006715,0.951592,42375193.500000,0.038274,0.152962
131072,262144,712,0.011922,0.963514,150920476.000000,0.136316,0.289278
262144,524288,2095,0.035080,0.998593,628951230.500000,0.568087,0.857364
524288,1048576,4,0.000067,0.998660,3193318.000000,0.002884,0.860249
1048576,2097152,59,0.000988,0.999648,88953728.500000,0.080346,0.940594
2097152,4194304,21,0.000352,1.000000,65770599.500000,0.059406,1.000000

histogram,positive overhead
count,59751,items
average,2700.934428,KB
min,1,KB
max,559116,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,2182,0.036518,0.036518,53406.831055,0.000331,0.000331
2,4,26,0.000435,0.036953,584.406250,0.000004,0.000335
4,8,1620,0.027113,0.064066,33366.256836,0.000207,0.000541
8,16,41205,0.689612,0.753678,1503659.860352,0.009317,0.009859
16,32,3269,0.054710,0.808388,204735.510742,0.001269,0.011127
32,64,15,0.000251,0.808639,1785.780273,0.000011,0.011138
64,128,21,0.000351,0.808991,4271.325195,0.000026,0.011165
128,256,19,0.000318,0.809309,12162.788086,0.000075,0.011240
256,512,13,0.000218,0.809526,3646.830078,0.000023,0.011263
512,1024,104,0.001741,0.811267,27253.211914,0.000169,0.011432
1024,2048,317,0.005305,0.816572,139211.516602,0.000863,0.012294
2048,4096,1416,0.023698,0.840270,767325.798828,0.004755,0.017049
4096,8192,1598,0.026744,0.867015,1653305.706055,0.010245,0.027293
8192,16384,1148,0.019213,0.886228,2164917.226562,0.013415,0.040708
16384,32768,3498,0.058543,0.944771,14013486.117188,0.086833,0.127542
32768,65536,9,0.000151,0.944921,60938.430664,0.000378,0.127919
65536,131072,401,0.006711,0.951633,6126367.038086,0.037962,0.165881
131072,262144,2277,0.038108,0.989741,88219265.902344,0.546644,0.712524
262144,524288,529,0.008853,0.998594,23770751.407227,0.147294,0.859818
524288,1048576,20,0.000335,0.998929,2957735.448242,0.018327,0.878145
1048576,2097152,43,0.000720,0.999649,10246196.381836,0.063490,0.941635
2097152,4194304,21,0.000351,1.000000,9419159.225586,0.058365,1.000000

histogram,negative overhead
count,0,items
average,0.000000,KB
min,0,KB
max,0,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct

histogram,directory size (entries)
count,29,items
average,2060.344828,ents
min,0,ents
max,6000,ents
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,1,6,0.206897,0.206897,4.000000,0.000067,0.000067
2,3,1,0.034483,0.241379,3.000000,0.000050,0.000117
8,15,2,0.068966,0.310345,19.000000,0.000318,0.000435
16,31,6,0.206897,0.517241,140.000000,0.002343,0.002778
32,63,1,0.034483,0.551724,59.000000,0.000987,0.003766
512,1023,2,0.068966,0.620690,1654.000000,0.027682,0.031448
1024,2047,1,0.034483,0.655172,1632.000000,0.027314,0.058762
2048,4095,1,0.034483,0.689655,3231.000000,0.054075,0.112837
4096,8191,9,0.310345,1.000000,53008.000000,0.887163,1.000000

histogram,directory size
count,29,items
average,73.867558,KB
min,0,KB
max,216,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,15,0.517241,0.517241,6.038086,0.002819,0.002819
2,4,1,0.034483,0.551724,2.974609,0.001389,0.004207
16,32,2,0.068966,0.620690,61.189453,0.028564,0.032772
32,64,1,0.034483,0.655172,54.105469,0.025257,0.058029
64,128,1,0.034483,0.689655,107.966797,0.050401,0.108430
128,256,9,0.310345,1.000000,1909.884766,0.891570,1.000000

histogram,filename length
count,59751,items
average,18.713210,chars
min,4,chars
max,62,chars
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,7,22,0.000368,0.000368,117.000000,0.000105,0.000105
8,15,226,0.003782,0.004151,2840.000000,0.002540,0.002645
16,23,59402,0.994159,0.998310,1111631.000000,0.994185,0.996830
24,31,30,0.000502,0.998812,791.000000,0.000707,0.997537
32,39,34,0.000569,0.999381,1211.000000,0.001083,0.998620
40,47,35,0.000586,0.999967,1432.000000,0.001281,0.999901
48,55,1,0.000017,0.999983,49.000000,0.000044,0.999945
56,63,1,0.000017,1.000000,62.000000,0.000055,1.000000

histogram,link count
count,59721,items
average,1.000000,links
min,1,links
max,1,links
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,1,59721,1.000000,1.000000,59721.000000,1.000000,1.000000

histogram,symlink target length
count,1,items
average,66.000000,chars
min,66,chars
max,66,chars
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
64,71,1,1.000000,1.000000,66.000000,1.000000,1.000000

relative symlink target pct,0.000000
absolute symlink target pct,1.000000
histogram,mtime (files)
count,59721,items
average,28.659249,days
min,23,days
max,128,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
16,32,59672,0.999180,0.999180,1708442.741400,0.998179,0.998179
32,64,33,0.000553,0.999732,1206.256759,0.000705,0.998884
64,128,4,0.000067,0.999799,368.432338,0.000215,0.999099
128,256,12,0.000201,1.000000,1541.571667,0.000901,1.000000

histogram,mtime (KB)
count,945767223,items
average,28.547421,days
min,23,days
max,128,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
16,32,945592732,0.999816,0.999816,26993621453.321728,0.999793,0.999793
32,64,174479,0.000184,1.000000,5592085.026987,0.000207,1.000000
64,128,4,0.000000,1.000000,518.275988,0.000000,1.000000
128,256,6,0.000000,1.000000,797.632866,0.000000,1.000000

