#Generated by fsstats v1.4.5 (03/22/2008)
#Comment: This is a comment line that can be modified or repeated before
#uploading to record voluntarily added information.

skipped special files,0
skipped duplicate hardlinks,0
skipped snapshot dirs,0
total capacity used,1.22 TB
total user data,1.04 TB
percent overhead,0.146836

histogram,file size
count,128126,items
average,8728.319388,KB
min,0,KB
max,7602632,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,7778,0.060706,0.060706,3747.548828,0.000003,0.000003
2,4,926,0.007227,0.067933,2625.394531,0.000002,0.000006
4,8,2483,0.019379,0.087312,14008.066406,0.000013,0.000018
8,16,86475,0.674922,0.762234,1124022.929688,0.001005,0.001023
16,32,3463,0.027028,0.789262,69213.924805,0.000062,0.001085
32,64,2419,0.018880,0.808142,96699.179688,0.000086,0.001172
64,128,45,0.000351,0.808493,3995.629883,0.000004,0.001175
128,256,18,0.000140,0.808634,3019.145508,0.000003,0.001178
256,512,2,0.000016,0.808649,543.914062,0.000000,0.001178
512,1024,890,0.006946,0.815596,758873.480469,0.000679,0.001857
1024,2048,3912,0.030532,0.846128,5818923.134766,0.005203,0.007060
2048,4096,3723,0.029057,0.875185,10002108.072266,0.008944,0.016004
4096,8192,2849,0.022236,0.897421,18198196.488281,0.016273,0.032277
8192,16384,6331,0.049412,0.946834,70407479.141602,0.062958,0.095235
16384,32768,47,0.000367,0.947200,1122640.511719,0.001004,0.096239
32768,65536,981,0.007657,0.954857,52948770.741211,0.047347,0.143585
65536,131072,3211,0.025061,0.979918,301868073.367188,0.269929,0.413514
131072,262144,2231,0.017413,0.997331,390769922.229492,0.349424,0.762938
262144,524288,116,0.000905,0.998236,45845297.370117,0.040995,0.803933
524288,1048576,193,0.001506,0.999742,139028202.743164,0.124318,0.928251
1048576,2097152,25,0.000195,0.999938,31996802.004883,0.028611,0.956863
2097152,4194304,1,0.000008,0.999945,3862509.940430,0.003454,0.960317
4194304,8388608,7,0.000055,1.000000,44378974.885742,0.039683,1.000000

histogram,capacity used
count,128126,items
average,10230.368895,KB
min,1,KB
max,8562209,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,68,0.000531,0.000531,102.000000,0.000000,0.000000
16,32,11119,0.086782,0.087312,283534.500000,0.000216,0.000216
32,64,86475,0.674922,0.762234,4280512.500000,0.003266,0.003482
64,128,4268,0.033311,0.795545,352818.000000,0.000269,0.003751
128,256,1633,0.012745,0.808290,239905.500000,0.000183,0.003934
256,512,44,0.000343,0.808634,15834.000000,0.000012,0.003946
512,1024,203,0.001584,0.810218,195176.500000,0.000149,0.004095
1024,2048,3347,0.026123,0.836341,5080988.500000,0.003876,0.007972
2048,4096,4673,0.036472,0.872813,13649697.500000,0.010413,0.018385
4096,8192,2030,0.015844,0.888656,13031725.000000,0.009942,0.028327
8192,16384,7416,0.057881,0.946537,92490892.000000,0.070562,0.098889
16384,32768,74,0.000578,0.947115,1549759.000000,0.001182,0.100071
32768,65536,621,0.004847,0.951961,35470395.500000,0.027061,0.127132
65536,131072,3203,0.024999,0.976960,324812068.500000,0.247801,0.374933
131072,262144,2600,0.020293,0.997253,508209300.000000,0.387716,0.762649
262144,524288,87,0.000679,0.997932,33867570.500000,0.025838,0.788487
524288,1048576,205,0.001600,0.999532,154172587.500000,0.117619,0.906106
1048576,2097152,52,0.000406,0.999938,67449214.000000,0.051457,0.957564
4194304,8388608,7,0.000055,0.999992,47061954.500000,0.035904,0.993468
8388608,16777216,1,0.000008,1.000000,8562209.500000,0.006532,1.000000

histogram,positive overhead
count,128173,items
average,1505.130965,KB
min,1,KB
max,1165452,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,7798,0.060840,0.060840,193221.369141,0.001002,0.001002
2,4,928,0.007240,0.068080,21032.872070,0.000109,0.001111
4,8,2483,0.019372,0.087452,49308.433594,0.000256,0.001366
8,16,86475,0.674674,0.762126,3156489.570312,0.016362,0.017728
16,32,3466,0.027042,0.789168,186199.316406,0.000965,0.018693
32,64,2423,0.018904,0.808072,237929.239258,0.001233,0.019927
64,128,47,0.000367,0.808439,9706.921875,0.000050,0.019977
128,256,28,0.000218,0.808657,11756.366211,0.000061,0.020038
256,512,10,0.000078,0.808735,11240.648438,0.000058,0.020096
512,1024,890,0.006944,0.815679,232821.519531,0.001207,0.021303
1024,2048,3912,0.030521,0.846200,1393936.865234,0.007226,0.028529
2048,4096,3723,0.029047,0.875247,2101316.427734,0.010892,0.039421
4096,8192,2849,0.022228,0.897475,3504501.011719,0.018166,0.057587
8192,16384,6331,0.049394,0.946869,12665489.358398,0.065652,0.123239
16384,32768,47,0.000367,0.947235,195117.988281,0.001011,0.124251
32768,65536,981,0.007654,0.954889,8971140.758789,0.046503,0.170753
65536,131072,3211,0.025052,0.979941,50880391.132812,0.263742,0.434495
131072,262144,2231,0.017406,0.997347,65600912.270508,0.340047,0.774542
262144,524288,115,0.000897,0.998245,7616799.129883,0.039482,0.814025
524288,1048576,192,0.001498,0.999743,23143821.256836,0.119968,0.933992
1048576,2097152,25,0.000195,0.999938,5351339.495117,0.027739,0.961731
2097152,4194304,1,0.000008,0.999945,646171.559570,0.003349,0.965081
4194304,8388608,7,0.000055,1.000000,6736507.614258,0.034919,1.000000

histogram,negative overhead
count,2,items
average,222284.500000,KB
min,152078,KB
max,292490,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
262144,524288,1,0.500000,0.500000,292490.500000,0.657919,0.657919
524288,1048576,1,0.500000,1.000000,152078.500000,0.342081,1.000000

histogram,directory size (entries)
count,48,items
average,2670.291667,ents
min,0,ents
max,8300,ents
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,1,7,0.145833,0.145833,5.000000,0.000039,0.000039
4,7,1,0.020833,0.166667,4.000000,0.000031,0.000070
8,15,4,0.083333,0.250000,38.000000,0.000296,0.000367
16,31,6,0.125000,0.375000,134.000000,0.001045,0.001412
32,63,3,0.062500,0.437500,148.000000,0.001155,0.002567
512,1023,3,0.062500,0.500000,2243.000000,0.017500,0.020066
1024,2047,4,0.083333,0.583333,6556.000000,0.051149,0.071216
2048,4095,2,0.041667,0.625000,6462.000000,0.050416,0.121632
4096,8191,10,0.208333,0.833333,46184.000000,0.360323,0.481954
8192,16383,8,0.166667,1.000000,66400.000000,0.518046,1.000000

histogram,directory size
count,48,items
average,95.801351,KB
min,0,KB
max,299,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,19,0.395833,0.395833,8.017578,0.001744,0.001744
2,4,2,0.041667,0.437500,5.733398,0.001247,0.002990
16,32,3,0.062500,0.500000,81.758789,0.017780,0.020770
32,64,4,0.083333,0.583333,230.081055,0.050034,0.070804
64,128,2,0.041667,0.625000,215.948242,0.046961,0.117765
128,256,10,0.208333,0.833333,1658.488281,0.360661,0.478426
256,512,8,0.166667,1.000000,2398.437500,0.521574,1.000000

histogram,filename length
count,128175,items
average,18.738116,chars
min,4,chars
max,62,chars
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,7,40,0.000312,0.000312,211.000000,0.000088,0.000088
8,15,519,0.004049,0.004361,6596.000000,0.002746,0.002834
16,23,127414,0.994063,0.998424,2388120.000000,0.994322,0.997156
24,31,71,0.000554,0.998978,1824.000000,0.000759,0.997915
32,39,73,0.000570,0.999547,2600.000000,0.001083,0.998998
40,47,56,0.000437,0.999984,2296.000000,0.000956,0.999954
48,55,1,0.000008,0.999992,49.000000,0.000020,0.999974
56,63,1,0.000008,1.000000,62.000000,0.000026,1.000000

histogram,link count
count,128126,items
average,1.000000,links
min,1,links
max,1,links
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,1,128126,1.000000,1.000000,128126.000000,1.000000,1.000000

histogram,symlink target length
count,1,items
average,66.000000,chars
min,66,chars
max,66,chars
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
64,71,1,1.000000,1.000000,66.000000,1.000000,1.000000

relative symlink target pct,0.000000
absolute symlink target pct,1.000000
histogram,mtime (files)
count,128126,items
average,24.488861,days
min,21,days
max,181,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
16,32,128107,0.999852,0.999852,3135560.795440,0.999331,0.999331
32,64,4,0.000031,0.999883,146.614317,0.000047,0.999378
64,128,14,0.000109,0.999992,1770.842917,0.000564,0.999942
128,256,1,0.000008,1.000000,181.535162,0.000058,1.000000

histogram,mtime (KB)
count,1118324649,items
average,24.321777,days
min,21,days
max,181,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
16,32,1118324636,1.000000,1.000000,27199641671.671082,1.000000,1.000000
32,64,1,0.000000,1.000000,67.636400,0.000000,1.000000
