0,2,30491819267,28133999944
2,4,34031136768,101743843566
4,8,54954708898,336007343457
8,16,122641432286,1517919180548
16,32,147485833155,3583953292279
32,64,248402800836,11436949771256
64,128,339872566365,32796320651954
128,256,547066083471,102641897066397
256,512,257156167850,89678173024422
512,1024,66057557111,47518645126695
1024,2048,10777165059,12940085571642
2048,4096,538813022,1318474522090
4096,8192,12085,55564884
8192,16384,404058,5857576160
