197001,0,0,0,1,1,0,0,0,0,0,0,0,0
200402,174061,185820,174554,1039481,367787,87968,3228,530,118,6,1,0,0
200403,628,925,13453,55233,789,344,29,11,4,1,0,0,0
200404,885,286,350,26003,17578,583,252,82,8,7,0,0,0
200405,33008,73805,2406560,11262832,3189938,325457,11632,9780,17,1,0,0,0
200406,5783,4834,14173,53386,1035334,179122,249,149,3,0,0,0,0
200407,4292,447747,1254719,1357791,354703,36767,854,367,2,2,1,0,0
200408,3287,64690,435579,724491,141038,182680,372,339,10,0,0,0,0
200409,3459,4048,11046,137073,109743,13308,472,264,7,3,0,0,0
200410,14834,18871,24447,96752,80522,23853,368,229,1,0,0,0,0
200411,55913,525026,444607,1121247,350685,48134,400,238,134,7,1,0,0
200412,8184,268466,789607,3654627,813319,327822,1859,302,7,2,0,0,0
200501,131250,110117,202599,892182,140609,42049,2457,976,126,1,0,0,0
200502,5664,9570,45872,767867,153156,84941,1632,918,23,0,0,0,0
200503,37948,59701,247206,1852969,546302,200543,6292,15966,1129,41,0,0,0
200504,18133,35021,192213,2763804,417959,120717,5099,3624,126,0,0,0,0
200505,13460,112558,434883,3041421,590903,227500,6350,4989,184,1,0,0,0
200506,7751,135463,578572,2142006,344426,175114,9445,4583,159,7,2,0,0
200507,18165,26911,157550,807082,144008,54787,2969,1444,66,7,0,0,0
200508,19218,84794,166546,793770,217035,154050,2899,1966,84,22,0,0,0
200509,431510,1459913,2261149,1229213,292010,203219,5484,2109,175,13,0,0,0
200510,45497,4078993,3694365,6641816,1400339,523781,20187,9820,306,21,0,0,0
200511,287464,491937,1717574,38138624,6188862,2227081,70591,47244,435,2,0,0,0
200512,32265,33828,239156,810063,332914,164455,10557,2736,977,10,0,0,0
200601,126455,180476,344692,3693909,742161,192025,13750,6469,339,23,0,0,0
200602,1125958,453702,1871018,6901390,12638424,1281433,63441,13462,1272,65,2,0,0
200603,196615,192087,1556203,11587920,4576565,630684,161916,23698,2061,62,6,0,0
200604,84046,105374,841057,7742262,1168315,667999,24298,24641,755,14,0,0,0
200605,709375,41426,639121,3956717,1095067,406028,56640,9267,857,62,0,0,0
200606,64486,101276,498710,5780118,1260104,347338,56622,16139,538,5,0,0,0
200607,76546,232538,538638,6004404,1664144,1129996,58067,18855,626,73,3,0,0
200608,100111,247027,960220,1372016,573832,354148,70094,14691,1033,54,2,0,0
200609,37197,50353,674248,1132472,773798,207525,46238,9653,921,31,1,0,0
200610,31865,93026,1265980,2669914,1086463,454317,204180,11131,1000,43,0,0,0
200611,501903,190308,826608,3527499,1059286,1016468,132324,10987,913,116,6,0,0
200612,909420,50908,188162,874481,593266,332200,109240,6746,651,74,1,0,0
200701,90361,161182,495960,8774000,2776667,892602,249950,20673,536,80,38,2,0
200702,151672,181151,3565534,12469282,3526504,615529,337752,34879,1656,90,4,0,0
200703,207893,399968,897266,16119288,3736725,1087640,295869,29520,1363,125,6,0,0
200704,67915,70895,1056312,2244688,3124914,1697023,726926,9612,1345,50,3,0,0
200705,184019,179131,1543169,3855209,4295687,1336958,539330,18292,2548,162,0,0,0
200706,1447157,723147,2929369,19632819,5795914,1669661,415538,132079,4631,480,36,1,0
200707,937870,1651359,9727280,15563487,6543628,1929732,680271,142292,12459,640,4,0,0
200708,468719,123996,1293073,2664911,1600924,584175,358399,80282,2083,158,6,0,0
200709,1192990,541563,2302222,2027535,2157695,1150356,608758,115098,5032,459,7,0,0
200710,285324,378705,1212093,1822235,2589285,753496,1066807,206092,23532,6176,5039,0,0
200711,1458550,8311586,6429730,5965242,5440932,2124944,3144391,241996,8905,844,261,1,0
200712,486736,6860051,8359138,9375110,9536466,2810514,6812674,392645,8248,1495,65,0,0
200801,368954,645099,2242661,3576999,3925970,685121,812776,208229,10280,781,118,1,0
200802,682567,1318063,5444180,4633535,3712569,848783,1565127,139060,15403,850,126,3,0
200803,365094,1811316,3454612,7518035,3039521,1549703,667428,113611,13678,620,64,0,0
200804,2214702,2087646,15507062,13659800,8827661,4634111,5438984,364727,62667,7079,524,1,0
200805,2533728,15788488,15062841,37486691,12221480,3751898,1613518,220754,32520,2702,194,1,0
200806,1192811,1969282,16403244,9899505,5889977,2773068,1402913,293151,26650,3174,192,9,0
200807,926783,3810800,9830519,12872780,134408293,2360541,1872582,338043,104497,4414,421,5,0
200808,1124636,1375008,10907558,12271048,410721939,1788305,3542400,403446,171255,20926,1541,11,1
200809,525239,1402166,8595112,6749797,9248823,1363949,4055210,420402,206946,9040,816,23,0
200810,1278093,2738399,8509983,7275571,6015522,1297355,12195854,258651,85339,8978,1739,61,1
203708,0,0,0,0,0,0,0,1,0,0,0,0,0
203801,0,0,0,6,24,0,0,0,0,0,0,0,0
